#             k              1             b1          b1*b1
           0.01        1979.81              0              0
      0.0104762        2012.62              0              0
       0.010975        2043.09              0              0
      0.0114976        2070.94              0              0
       0.012045        2095.89              0              0
      0.0126186        2117.64              0              0
      0.0132194        2135.92              0              0
      0.0138489        2150.42              0              0
      0.0145083        2160.83              0              0
      0.0151991        2166.86              0              0
      0.0159228        2168.24              0              0
       0.016681        2164.75              0              0
      0.0174753        2156.14              0              0
      0.0183074         2142.2              0              0
      0.0191791        2122.76              0              0
      0.0200923        2097.76              0              0
       0.021049        2067.23              0              0
      0.0220513        2031.17              0              0
      0.0231013        1989.67              0              0
      0.0242013        1942.97              0              0
      0.0253536        1891.49              0              0
      0.0265609        1835.79              0              0
      0.0278256        1776.34              0              0
      0.0291505        1713.67              0              0
      0.0305386        1648.55              0              0
      0.0319927        1582.03              0              0
       0.033516        1515.27              0              0
      0.0351119        1449.02              0              0
      0.0367838        1384.04              0              0
      0.0385353        1321.24              0              0
      0.0403702         1261.7              0              0
      0.0422924        1206.28              0              0
      0.0443062        1155.31              0              0
      0.0464159        1109.02              0              0
       0.048626        1067.46              0              0
      0.0509414        1030.24              0              0
       0.053367        996.703              0              0
      0.0559081        965.785              0              0
      0.0585702        936.123              0              0
      0.0613591        906.119              0              0
      0.0642807          874.1              0              0
      0.0673415        838.549              0              0
       0.070548        798.373              0              0
      0.0739072        753.194              0              0
      0.0774264        703.561              0              0
      0.0811131        651.011              0              0
      0.0849753        597.909              0              0
      0.0890215        547.073              0              0
      0.0932603        501.229              0              0
       0.097701        462.438              0              0
       0.102353         431.62              0              0
       0.107227        408.259              0              0
       0.112332        390.358              0              0
       0.117681        374.737              0              0
       0.123285        357.799              0              0
       0.129155        336.719              0              0
       0.135305        310.698              0              0
       0.141747        281.522              0              0
       0.148497        252.844              0              0
       0.155568        228.432              0              0
       0.162975        210.327              0              0
       0.170735        197.849              0              0
       0.178865        187.921              0              0
       0.187382        176.761              0              0
       0.196304        162.382              0              0
       0.205651        146.046              0              0
       0.215443        131.073              0              0
       0.225702        119.846              0              0
       0.236449        111.843              0              0
       0.247708        104.389              0              0
       0.259502        95.4941              0              0
       0.271859         85.917              0              0
       0.284804        77.7732              0              0
       0.298365        71.6235              0              0
       0.312572        66.0357              0              0
       0.327455        59.9622              0              0
       0.343047        54.1408              0              0
       0.359381        49.3831              0              0
       0.376494        45.1686              0              0
       0.394421        40.9355              0              0
       0.413201        37.0594              0              0
       0.432876        33.7236              0              0
       0.453488        30.5879              0              0
       0.475081        27.6702              0              0
       0.497702        25.0865              0              0
       0.521401         22.702              0              0
       0.546228        20.5218              0              0
       0.572237        18.5592              0              0
       0.599484        16.7596              0              0
       0.628029        15.1326              0              0
       0.657933         13.654              0              0
       0.689261        12.3118              0              0
       0.722081        11.0975              0              0
       0.756463        9.99703              0              0
       0.792483        9.00073              0              0
       0.830218        8.09904              0              0
       0.869749        7.28495              0              0
       0.911163        6.54861              0              0
       0.954548        5.88341              0              0
              1        5.28488              0              0
