#          k           1          b1       b1*b1
        0.01      1979.7  -0.0207438 -0.00251493
   0.0104566     2011.19  -0.0250025 -0.00316365
    0.010934     2040.56  -0.0302162 -0.00388043
   0.0114332      2067.5  -0.0362074 -0.00483356
   0.0119553     2091.82  -0.0434782  -0.0060788
   0.0125011     2113.21  -0.0517901 -0.00718091
   0.0130719     2131.48  -0.0615245 -0.00862788
   0.0136688     2146.33  -0.0727553  -0.0102583
   0.0142929      2157.5  -0.0857287  -0.0120503
   0.0149454     2164.71  -0.0998366   -0.012862
   0.0156278     2167.73   -0.117335  -0.0162944
   0.0163414     2166.34    -0.13661  -0.0187301
   0.0170875     2160.32   -0.158505  -0.0214122
   0.0178677     2149.47   -0.183199  -0.0243501
   0.0186835     2133.61   -0.210738  -0.0275143
   0.0195366     2112.65   -0.241024  -0.0308145
   0.0204286     2086.57   -0.273836  -0.0340965
   0.0213613      2055.4   -0.308923  -0.0371747
   0.0223366     2019.16   -0.346051  -0.0398832
   0.0233565     1977.93   -0.384938  -0.0421075
   0.0244229     1931.98   -0.424976  -0.0437152
    0.025538     1881.71   -0.464945  -0.0443993
   0.0267041     1827.64   -0.503044  -0.0435806
   0.0279233     1770.16   -0.537373  -0.0405579
   0.0291983     1709.76    -0.56669  -0.0349311
   0.0305314     1647.14   -0.589973  -0.0266786
   0.0319254      1583.2   -0.605042  -0.0155451
   0.0333831     1519.01   -0.608616 -0.000592557
   0.0349073     1455.25   -0.598638   0.0189894
   0.0365011     1392.57   -0.576918   0.0424294
   0.0381677     1331.73   -0.540853   0.0686727
   0.0399104     1273.69   -0.490933   0.0984309
   0.0417327     1219.31   -0.430869    0.131138
   0.0436381     1168.96    -0.36622    0.162332
   0.0456306     1122.84   -0.301276    0.191006
    0.047714     1081.09    -0.24294    0.214557
   0.0498925     1043.52   -0.203521    0.229615
   0.0521706      1009.6   -0.190756    0.231248
   0.0545526     978.602   -0.211397    0.218214
   0.0570434     949.417   -0.271587    0.188072
   0.0596479     920.745   -0.362147    0.141706
   0.0623713     891.145   -0.471905   0.0848234
   0.0652191      859.16   -0.566285   0.0242506
   0.0681969     823.604   -0.594795  -0.0219505
   0.0713107     783.675   -0.494125  -0.0373012
   0.0745666     739.307    -0.19787 0.000964492
   0.0779712     691.172     0.35148    0.107832
   0.0815313     640.817     1.18028    0.293107
   0.0852539     590.374     2.25467    0.545215
   0.0891464     542.307     3.46559    0.835521
   0.0932167     498.917     4.63699     1.11223
   0.0974729     461.875     5.53995     1.30815
    0.101923     431.915     5.93264     1.35742
    0.106577     408.565     5.63747     1.21062
    0.111443     390.167     4.62805    0.861034
    0.116531     374.136     3.11011    0.371082
    0.121852     357.548     1.56929   -0.121988
    0.127416     338.017    0.702537   -0.429034
    0.133233     314.617     1.14514   -0.385911
    0.139317     288.346     3.09122   0.0520409
    0.145678     261.749     6.01662     0.74594
    0.152329     237.722     8.78265     1.40263
    0.159284     218.184     10.0977     1.70278
    0.166557     203.278      9.2209     1.47008
    0.174162     191.431     6.55134    0.802351
    0.182113     180.252      3.7225   0.0683492
    0.190428     167.944     2.81539   -0.293074
    0.199123      154.38     4.82278   -0.101874
    0.208215      140.86     8.50554    0.401589
    0.217722     128.876     11.1863     0.73451
    0.227662     118.866     10.9896    0.593206
    0.238057     110.191     8.66735   0.0850984
    0.248927     102.008     6.95145   -0.434411
    0.260292     94.0177     7.84341   -0.739259
    0.272177     86.5067     10.2488   -0.906463
    0.284604     79.6473     11.4447     -1.0752
    0.297598     73.3355      10.629    -1.26192
    0.311186      67.524     9.68037    -1.46151
    0.325395     62.2787     10.1375    -1.72054
    0.340252     57.4938     11.0449    -1.92527
    0.355787     53.0221     11.1918    -1.83838
    0.372032     48.8275     10.8407    -1.48185
    0.389018     45.1417     11.1939    -1.14123
     0.40678     41.7317     11.5345   -0.776651
    0.425353     38.5461     11.6294   -0.125051
    0.444774      35.608     11.6946    0.680402
    0.465082     32.8511     11.6198      1.3695
    0.486317     30.2432     11.3566     2.01095
    0.508521      27.767     10.9076      2.6124
     0.53174     25.3736     10.1729     2.93838
    0.556018     23.0534     9.15216     3.07254
    0.581405      20.828      7.9579     2.99962
    0.607951     18.6885     6.57805     2.70018
    0.635709      16.682     5.18139     2.31189
    0.664735     14.8421     3.89367     1.79988
    0.695086     13.1908       2.799     1.31703
    0.726822     11.7539     1.97956    0.945005
    0.760008     10.5442     1.47486    0.714861
    0.794709     9.57586     1.29644    0.468042
    0.830994     8.61194    0.778879  -0.0244456
