#             k              1             b1          b1*b1
           0.01        1732.33        7831.04        15930.2
      0.0104762        1761.04        7960.82        16194.2
       0.010975         1787.7        8081.36        16439.4
      0.0114976        1812.08        8191.53        16663.5
       0.012045         1833.9         8290.2        16864.2
      0.0126186        1852.93        8376.22        17039.2
      0.0132194        1868.93        8448.52        17186.3
      0.0138489        1881.62        8505.89          17303
      0.0145083        1890.73        8547.07        17386.8
      0.0151991           1896        8570.91        17435.3
      0.0159228        1897.21        8576.39        17446.4
       0.016681        1894.16        8562.59        17418.3
      0.0174753        1886.63        8528.54        17349.1
      0.0183074        1874.42        8473.37        17236.8
      0.0191791        1857.41        8396.47        17080.4
      0.0200923        1835.54        8297.59        16879.3
       0.021049        1808.82        8176.83        16633.6
      0.0220513        1777.27        8034.21        16343.5
      0.0231013        1740.97        7870.07        16009.6
      0.0242013         1700.1        7685.35        15633.8
      0.0253536        1655.05         7481.7        15219.5
      0.0265609        1606.32         7261.4        14771.4
      0.0278256        1554.29        7026.23          14293
      0.0291505        1499.46        6778.35        13788.8
      0.0305386        1442.49        6520.79        13264.8
      0.0319927        1384.28        6257.66        12729.6
       0.033516        1325.86        5993.59        12192.4
      0.0351119         1267.9        5731.55        11659.3
      0.0367838        1211.04        5474.53        11136.5
      0.0385353        1156.08        5226.11        10631.1
      0.0403702        1103.99        4990.61        10152.1
      0.0422924         1055.5         4771.4        9706.15
      0.0443062         1010.9        4569.79        9296.04
      0.0464159        970.396         4386.7        8923.58
       0.048626        934.024        4222.28        8589.11
      0.0509414        901.463        4075.08        8289.68
       0.053367        872.115        3942.42        8019.81
      0.0559081        845.062        3820.12        7771.03
      0.0585702        819.108         3702.8        7532.36
      0.0613591        792.854        3584.12        7290.94
      0.0642807        764.838        3457.47         7033.3
      0.0673415         733.73        3316.84        6747.24
       0.070548        698.576        3157.93        6423.97
      0.0739072        659.045        2979.23        6060.45
      0.0774264        615.616        2782.91        5661.09
      0.0811131        569.634        2575.05        5238.25
      0.0849753         523.17           2365        4810.97
      0.0890215        478.689        2163.92        4401.93
      0.0932603        438.575        1982.59        4033.06
       0.097701        404.633        1829.15        3720.93
       0.102353        377.668        1707.26        3472.96
       0.107227        357.227        1614.85        3284.99
       0.112332        341.563        1544.04        3140.95
       0.117681        327.895        1482.26        3015.26
       0.123285        313.075        1415.26        2878.97
       0.129155        294.629        1331.88        2709.36
       0.135305        271.861        1228.95        2499.98
       0.141747        246.331        1113.55        2265.22
       0.148497        221.239        1000.11        2034.47
       0.155568        199.878        903.553        1838.04
       0.162975        184.036        831.938        1692.36
       0.170735        173.118        782.582        1591.96
       0.178865        164.431        743.315        1512.08
       0.187382        154.666        699.173        1422.28
       0.196304        142.084        642.295        1306.58
       0.205651        127.791         577.68        1175.14
       0.215443        114.689        518.454        1054.66
       0.225702        104.865        474.044        964.317
       0.236449         97.863        442.392         899.93
       0.247708        91.3403        412.906        839.948
       0.259502        83.5574        377.723        768.378
       0.271859        75.1774        339.841        691.317
       0.284804        68.0515        307.629        625.789
       0.298365        62.6705        283.304        576.306
       0.312572        57.7813        261.202        531.345
       0.327455        52.4669        237.178        482.476
       0.343047        47.3732        214.152        435.635
       0.359381        43.2102        195.333        397.353
       0.376494        39.5226        178.663        363.442
       0.394421        35.8185        161.919        329.381
       0.413201        32.4269        146.587        298.192
       0.432876        29.5081        133.392        271.351
       0.453488        26.7644        120.989        246.121
       0.475081        24.2114        109.448        222.644
       0.497702        21.9507        99.2286        201.854
       0.521401        19.8643         89.797        182.668
       0.546228        17.9566        81.1732        165.125
       0.572237        16.2393          73.41        149.333
       0.599484        14.6647        66.2919        134.853
       0.628029         13.241        59.8563        121.762
       0.657933        11.9473         54.008        109.865
       0.689261        10.7728        48.6986        99.0645
       0.722081        9.71035        43.8959        89.2946
       0.756463         8.7474        39.5428        80.4395
       0.792483        7.87564         35.602        72.4229
       0.830218        7.08666        32.0354        65.1676
       0.869749        6.37433        28.8153        58.6172
       0.911163        5.73003        25.9027        52.6923
       0.954548        5.14798        23.2716        47.3399
              1        4.62427        20.9041        42.5239
