#          k           1          b1       b1*b1
        0.01     1732.24     7830.65     15929.4
   0.0104566     1759.79     7955.19     16182.7
    0.010934      1785.5     8071.38     16419.1
   0.0114332     1809.07     8177.97     16635.9
   0.0119553     1830.35     8274.16     16831.6
   0.0125011     1849.08     8358.82     17003.8
   0.0130719     1865.06     8431.08     17150.8
   0.0136688     1878.07     8489.85     17270.4
   0.0142929     1887.84     8534.04     17360.3
   0.0149454     1894.16     8562.59     17418.4
   0.0156278      1896.8     8574.55     17442.7
   0.0163414     1895.59     8569.07     17431.6
   0.0170875     1890.33     8545.32     17383.3
   0.0178677     1880.85     8502.43     17296.1
   0.0186835     1866.98     8439.76     17168.6
   0.0195366     1848.65      8356.9     17000.1
   0.0204286     1825.84     8253.81     16790.4
   0.0213613     1798.58     8130.58     16539.7
   0.0223366     1766.88     7987.28     16248.3
   0.0233565     1730.83      7824.3     15916.8
   0.0244229     1690.64     7642.64     15547.3
    0.025538     1646.67      7443.9       15143
   0.0267041     1599.37     7230.09     14708.1
   0.0279233     1549.09     7002.82     14245.8
   0.0291983     1496.27     6764.02     13760.1
   0.0305314     1441.49     6516.44     13256.5
   0.0319254     1385.57     6263.65     12742.3
   0.0333831     1329.42     6009.83       12226
   0.0349073     1273.65     5757.73     11713.2
   0.0365011     1218.82     5509.89     11209.1
   0.0381677      1165.6     5269.31     10719.7
   0.0399104     1114.83     5039.81     10252.9
   0.0417327     1067.26     4824.78     9815.48
   0.0436381     1023.23     4625.71     9410.54
   0.0456306     982.882     4443.34     9039.57
    0.047714     946.367     4278.28     8703.82
   0.0498925     913.508     4129.75     8401.72
   0.0521706     883.857     3995.73     8129.13
   0.0545526     856.765     3873.28     7880.12
   0.0570434      831.27     3758.06     7645.84
   0.0596479     806.224     3644.88     7415.72
   0.0623713     780.374     3528.07     7178.24
   0.0652191     752.425     3401.77     6921.47
   0.0681969     721.339     3261.28      6635.8
   0.0713107     686.391     3103.32     6314.52
   0.0745666     647.518     2927.58     5956.94
   0.0779712     605.283     2736.62     5568.24
   0.0815313     561.047     2536.55     5160.83
   0.0852539     516.669     2335.81     4751.85
   0.0891464     474.339     2144.29     4361.52
   0.0932167     436.103     1971.26     4008.77
   0.0974729     403.466     1823.57     3707.69
    0.101923     377.133     1704.45     3464.98
    0.106577     356.722     1612.18     3277.32
    0.111443     340.783     1540.24     3131.48
    0.116531     327.015     1478.21     3006.14
    0.121852     312.758     1413.99     2876.44
    0.127416     295.777     1337.37     2721.16
    0.133233     275.134     1244.01     2531.02
    0.139317     251.661     1137.63     2313.43
    0.145678     227.708      1028.9     2090.34
    0.152329     206.052     930.544     1888.33
    0.159284     188.644     851.583      1726.6
    0.166557     175.762     793.399     1608.52
    0.174162     165.935      749.32     1520.38
    0.182113     156.718     708.062     1438.21
    0.190428     146.097     660.197     1341.43
    0.199123     133.774     604.197     1226.16
    0.208215     121.151     546.551     1106.28
    0.217722     110.106     496.155     1001.68
    0.227662     101.402     456.768     921.397
    0.238057     94.3255     425.091     858.359
    0.248927     87.5056     394.518     797.247
    0.260292     80.3164     361.876     730.069
    0.272177     73.2436     329.498     662.234
    0.284604     67.0064      301.07     603.278
    0.297598     61.6659     277.032     554.848
    0.311186     56.7772     255.087     510.902
    0.325395     52.0853     233.812     467.244
    0.340252     47.7014     213.847     425.877
    0.355787     43.7582     196.012     389.583
    0.372032     40.1467     179.771     357.064
    0.389018     36.8192     164.741     326.658
     0.40678     33.7498     150.858     298.497
    0.425353     30.9244     138.131     273.023
    0.444774     28.3187     126.414     249.724
    0.465082     25.9072     115.581     228.222
    0.486317     23.6779     105.591     208.507
    0.508521     21.6095     96.3477     190.397
     0.53174     19.6872     87.7888     173.695
    0.556018     17.8982     79.8463     158.294
    0.581405     16.2364     72.4976     144.088
    0.607951     14.6955     65.7023     130.987
    0.635709     13.2757     59.4492     118.932
    0.664735     11.9793     53.7345     107.853
    0.695086     10.8026     48.5374     97.7123
    0.726822     9.74884     43.8587     88.4921
    0.760008     8.82374     39.7185      80.203
    0.794709     8.04152     36.1749     72.8991
    0.830994     7.33977     33.0295     66.4998
