#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -42.4598    -46.9669    -27.7398    -10.1227     -27.999    -31.4902       27.48   -0.173645       29.08    -4.26186    -8.12262    -3.81319      0.1447       2.185     1.86432     1.61118     1.37471     1.14391    0.108926   0.0803586   0.0258801
   0.0104566    -47.0261     -53.184     -29.716    -11.1787    -29.9924    -34.4296     29.7271   -0.185331     31.5791    -4.52691    -8.62543    -4.04755    0.154005     2.42438     2.06621     1.78769     1.52604     1.26929    0.115013   0.0853645   0.0276649
    0.010934    -51.8204    -59.4738    -31.7848    -12.3248    -32.0672    -37.3302     32.1609   -0.197555     34.3004    -4.81059    -9.16377    -4.29854    0.163971     2.68646     2.29003     1.98093     1.69103     1.40724    0.121663   0.0904457   0.0293277
   0.0114332    -56.9788     -66.255    -33.9458     -13.566    -34.2217    -40.3473     34.7005   -0.209644     37.1675    -5.06971    -9.65351    -4.52556    0.173262     2.97255     2.53488     2.19244     1.87094     1.55636    0.127399   0.0946529   0.0306176
   0.0119553    -62.7407    -74.2562    -36.1944     -14.906    -36.4655    -43.7899     37.2524   -0.221336     40.0922    -5.25548    -9.99967    -4.68272    0.180444     3.28375     2.79988     2.42136     2.06457       1.718    0.130642    0.097014   0.0312793
   0.0125011    -69.0129    -83.1816    -38.5278    -16.3477    -38.7838    -47.4525     39.7406    -0.23054     43.0027    -5.32773    -10.1239    -4.73229    0.184361     3.62093     3.08791     2.66947     2.27649     1.89317    0.130106   0.0968322   0.0314035
   0.0130719    -75.5514    -92.2063    -40.9305    -17.8946    -41.1596     -50.905     42.1483    -0.23834     45.8883    -5.27106    -9.99639    -4.65975    0.184469     3.98586     3.40002     2.93908     2.50709     2.08567    0.125251   0.0940239   0.0309864
   0.0136688    -82.4492     -101.64    -43.4006    -19.5487    -43.5891    -54.3222     44.5402   -0.244511     48.8199    -5.10892    -9.66278    -4.48725    0.181501     4.38075     3.73784     3.22981      2.7562      2.2932    0.116902   0.0893579   0.0304716
   0.0142929    -90.0197    -112.451    -45.9243    -21.3108    -46.0537    -58.2567     47.0768   -0.249863      51.963    -4.90763     -9.2523    -4.27718    0.177368     4.80562     4.10301     3.54357     3.02548     2.51772    0.107273   0.0844386   0.0304129
   0.0149454      -98.19    -124.444    -48.4831    -23.1801    -48.5321    -62.7088     49.9826    -0.25556     55.5487    -4.76236    -8.95042    -4.11914    0.174962     5.26374     4.49658     3.88136     3.31568     2.75991   0.0996141   0.0812807   0.0313265
   0.0156278    -106.604    -136.513    -51.0595    -25.1578    -50.9997     -67.222     53.4705   -0.263213     59.7966    -4.76366    -8.93146    -4.09733    0.177245     5.75799     4.92114     4.24631     3.62918     3.02162   0.0960743   0.0814821   0.0333057
   0.0163414    -115.275    -148.704    -53.6406    -27.2369    -53.4416    -71.8626     57.6368   -0.271654     64.8095     -4.9447     -9.2666    -4.24624    0.184125      6.2873      5.3753     4.63612     3.96363     3.30067    0.100259   0.0852464   0.0363254
   0.0170875     -124.56    -162.193    -56.2041    -29.4132    -55.8277    -77.1708     62.3785   -0.281396     70.4914    -5.25392    -9.84916    -4.51445    0.195112     6.85088     5.85851     5.05223     4.31994     3.59758    0.107895   0.0907785   0.0391601
   0.0178677    -134.454    -177.008    -58.7327      -31.68    -58.1383    -83.0202     67.3993   -0.289717     76.5539    -5.54572    -10.3979    -4.76629     0.20557     7.44915      6.3692     5.49282     4.69651     3.91164    0.114923   0.0946952   0.0408397
   0.0186835    -144.473     -191.72    -61.2102    -34.0252    -60.3526    -88.5372     72.3415   -0.293747     82.6462    -5.64858     -10.579    -4.84076    0.210255     8.07656     6.90535     5.95548     5.09155     4.23948    0.117525   0.0937177    0.040863
   0.0195366    -154.483    -205.951     -63.614    -36.4371    -62.4428    -93.4617     77.0298   -0.292784     88.6001    -5.47437     -10.221    -4.65512    0.206638     8.73537     7.46806     6.44077     5.50678     4.58488     0.10681   0.0870576    0.039667
   0.0204286     -164.87    -221.031    -65.9173    -38.9048    -64.3752    -98.5759     81.6748   -0.287254     94.6318     -5.1122    -9.49783    -4.29358    0.197306     9.42165     8.05856     6.94731     5.94069     4.94854   0.0917945   0.0778647   0.0391553
   0.0213613    -175.713    -237.313    -68.0871    -41.4117    -66.1096     -104.35     86.8389   -0.280798      101.31    -4.81286    -8.89812    -3.99222    0.189653     10.1363     8.67175     7.47365     6.39376     5.32555   0.0788957   0.0718807   0.0410477
   0.0223366    -186.425    -253.066    -70.0889    -43.9421    -67.6034     -110.21     93.0645   -0.276885      109.18    -4.81856    -8.89399    -3.97917    0.190955     10.8799     9.31001     8.02293     6.86603     5.71779   0.0763007   0.0730605   0.0454755
   0.0233565    -196.676    -267.327    -71.9008    -46.4744    -68.8304    -115.719     100.365   -0.275551      118.26    -5.12824    -9.48378    -4.25388    0.201171      11.648     9.96719     8.58895     7.35004     6.12181   0.0839003   0.0790946   0.0501604
   0.0244229    -206.858    -281.523    -73.5048    -48.9901    -69.7708    -121.289     108.043   -0.272407     127.858    -5.42102    -10.0429    -4.51508    0.210863     12.4348     10.6405     9.16916     7.84605     6.53557   0.0909547   0.0818689   0.0520575
    0.025538    -217.208    -296.531    -74.8913    -51.4685    -70.4132    -127.003     115.301   -0.262421     137.178     -5.3261    -9.84982    -4.41466    0.209016     13.2322     11.3235     9.75714     8.34969     6.95448   0.0848915   0.0750065   0.0507837
   0.0267041    -227.119    -310.495    -76.0371    -53.8974    -70.7324    -131.963     122.141   -0.245879     146.224    -4.84266    -8.90321    -3.95227    0.195669     14.0389     12.0162      10.352     8.86048     7.37987   0.0657351    0.065306   0.0501811
   0.0279233    -236.053    -321.828    -76.9152    -56.2566    -70.6971    -135.946     129.643   -0.230382     156.076    -4.46608     -8.1684    -3.59426    0.184972     14.8546     12.7163     10.9535     9.37669     7.81072   0.0501566   0.0560992   0.0545602
   0.0291983    -244.435    -331.994    -77.4945     -58.534    -70.2757    -140.161     138.745   -0.222641     167.668    -4.62511    -8.48106    -3.74439    0.191769     15.6821     13.4249     11.5636     9.89974     8.24655    0.052502   0.0614606   0.0623885
   0.0305314    -252.729    -342.586    -77.7764    -60.7182    -69.4704    -145.098      148.78   -0.219013     180.334    -5.01804    -9.25416    -4.11902    0.205457     16.5149     14.1379     12.1783      10.425     8.68388   0.0628637   0.0667276   0.0666585
   0.0319254    -260.442    -351.992     -77.771    -62.8109    -68.3006    -149.166      158.13    -0.20947     192.456    -4.90611    -9.04952    -4.02612    0.204705     17.3481     14.8511     12.7921     10.9504     9.12158   0.0560914   0.0607886   0.0652058
   0.0333831    -266.987    -358.249    -77.4712    -64.8276    -66.7644    -151.353     166.796    -0.19416     204.031    -4.29355      -7.876     -3.4694    0.189684     18.1865     15.5706     13.4103     11.4815     9.56387   0.0323999   0.0469256   0.0665947
   0.0349073     -272.89        -363    -76.8448    -66.7804    -64.8273    -153.423     176.793   -0.186551     217.071    -4.10944    -7.54378    -3.32093    0.188188     19.0425     16.3046     14.0416      12.023     10.0157   0.0231719    0.042008    0.076798
   0.0365011    -278.957    -368.798    -75.8757     -68.682    -62.4759    -156.816     188.579   -0.189721     232.033     -4.5669    -8.46872    -3.78493    0.206524     19.9232     17.0577     14.6909      12.578     10.4784   0.0355483   0.0502211   0.0855719
   0.0381677    -284.914    -374.604    -74.5797    -70.5578    -59.7385    -159.755      199.69   -0.186925     246.454    -4.54181    -8.46233    -3.80443    0.211292     20.8267      17.831     15.3571     13.1477     10.9524   0.0316709   0.0481436   0.0845553
