#             k              1             b1             b2             b3             b4          b1*b1          b1*b2          b1*b3          b1*b4          b2*b2          b2*b4          b4*b4          b1*b5          b1*b6          b1*b7             b5             b6             b7             b8             b9            b10
           0.01     0.00525588              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0104762     0.00631566              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
       0.010975     0.00760267              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0114976     0.00914461              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
       0.012045       0.010981              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0126186      0.0131806              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0132194       0.015816              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0138489      0.0189474              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0145083      0.0226505              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0151991      0.0270349              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0159228      0.0322191              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
       0.016681      0.0383098              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0174753      0.0454309              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0183074      0.0537468              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0191791       0.063432              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
      0.0200923      0.0746429              0              0             -0              0              0              0             -0              0             -0             -0             -0              0              0              0              0              0              0              0              0              0
