1.000000000000000021e-03 4.233630701070886971e+03
1.052680974383692720e-03 4.434138106719887219e+03
1.108137233829400645e-03 4.643021217909728875e+03
1.166514983058383184e-03 4.860497756129199843e+03
1.227968128999075599e-03 5.086777175693714526e+03
1.292658686546866798e-03 5.322058432813836589e+03
1.360757205699700094e-03 5.566521514945417039e+03
1.432443221195591398e-03 5.820332305096346317e+03
1.507905725837490512e-03 6.083635323611946660e+03
1.587343668753358637e-03 6.356553267542998583e+03
1.670966479905071052e-03 6.639176234601147371e+03
1.758994622228959165e-03 6.931568632567301393e+03
1.851660172863656096e-03 7.233761062785201830e+03
1.949207434997590142e-03 7.545738355238615441e+03
2.051893581949201448e-03 7.867448365065719372e+03
2.159989335177930729e-03 8.198789299435291468e+03
2.273779678013488747e-03 8.539605490076206479e+03
2.393564606985078020e-03 8.889690198236825381e+03
2.519659922731372261e-03 9.248775164667287754e+03
2.652398062576400914e-03 9.616528645529724599e+03
2.792128976966344253e-03 9.992545478648487915e+03
2.939221052077873805e-03 1.037635465567873507e+04
3.094062081030398391e-03 1.076740167774238944e+04
3.257060286262715345e-03 1.116505414449435193e+04
3.428645395769464640e-03 1.156858608420766905e+04
3.609269776034761210e-03 1.197717500307938644e+04
3.799409624649884454e-03 1.238990316872257608e+04
3.999566225759219884e-03 1.280573792935370693e+04
4.210267271644324398e-03 1.322354743505804618e+04
4.432068253930317690e-03 1.364208265487511926e+04
4.665553928082398494e-03 1.405999203235439745e+04
4.911339855053443657e-03 1.447580903491734352e+04
5.170074024147122867e-03 1.488796034595527817e+04
5.442438561375013278e-03 1.529475050568797997e+04
5.729151527811631242e-03 1.569436616204892380e+04
6.030968812688569484e-03 1.608486508833852531e+04
6.348686126218664946e-03 1.646416623373113180e+04
6.683141097404095288e-03 1.683008571030254461e+04
7.035215482359043378e-03 1.718032857421662629e+04
7.405837488968958389e-03 1.751249816565599031e+04
7.795984224015123885e-03 1.782409098499032189e+04
8.206684269216132574e-03 1.811248596420434478e+04
8.639020392977762169e-03 1.837491247641787049e+04
9.094132405000425121e-03 1.860870906406787617e+04
9.573220161270160761e-03 1.881099072904058994e+04
1.007754672735548113e-02 1.897891235330740164e+04
1.060844170834976223e-02 1.910955307438465752e+04
1.116730475423823379e-02 1.920004928626037872e+04
1.175560924993114716e-02 1.924767343806484496e+04
1.237490619969147318e-02 1.924972079217106875e+04
1.302682831619801467e-02 1.920367143519462479e+04
1.371309432502440528e-02 1.910728461980654902e+04
1.443551349588217785e-02 1.895866412321496318e+04
1.519599041257419826e-02 1.875625748349972127e+04
1.599652999423385388e-02 1.849911405234237827e+04
1.683924278108805961e-02 1.818689988511216143e+04
1.772635049867934270e-02 1.782000481625933753e+04
1.866019191521662776e-02 1.739974775964934088e+04
1.964322900749693873e-02 1.692841748632963936e+04
2.067805345165389663e-02 1.640940161479451854e+04
2.176739345584510418e-02 1.584727016779046789e+04
2.291412095289223697e-02 1.524778950138337314e+04
2.412125917183638099e-02 1.461794511804713511e+04
2.539199060837030869e-02 1.396582948082605617e+04
2.672966541516083247e-02 1.330050179923648648e+04
2.813781023418159694e-02 1.263175025331051802e+04
2.962013749434172505e-02 1.196975014690733224e+04
3.118055519892258542e-02 1.132465895801441002e+04
3.282317722862634207e-02 1.070610340718987209e+04
3.455233418739901002e-02 1.012264786835974701e+04
3.637258481962217516e-02 9.581209282669875392e+03
3.828872802877336667e-02 9.086462203439939913e+03
4.030581552924135391e-02 8.640292985472104192e+03
4.242916516465115861e-02 8.241313142416331175e+03
4.466437492781161894e-02 7.884503762178422221e+03
4.701733771924728605e-02 7.561094473793090401e+03
4.949425688322438982e-02 7.258832148322143439e+03
5.210166256222943659e-02 6.962803786686153217e+03
5.484642891301805268e-02 6.657019771312699049e+03
5.773579222962175322e-02 6.326799566398075513e+03
6.077737002109269426e-02 5.961799312737597575e+03
6.397918109428206435e-02 5.558967318451967913e+03
6.734966669459954702e-02 5.124239289635011119e+03
7.089771276048802140e-02 4.675134837036985118e+03
7.463267335028565819e-02 4.234485165916794358e+03
7.856439530323860998e-02 3.828279387591830528e+03
8.270324419967879648e-02 3.477938546707119713e+03
8.706013168881031328e-02 3.196076310013137117e+03
9.164654425614950084e-02 2.980183008147631426e+03
9.647457350646163055e-02 2.813504352875064342e+03
1.015569480420331766e-01 2.669660776655493009e+03
1.069070670203215723e-01 2.515847238911498152e+03
1.125390354794548325e-01 2.331575023366277492e+03
1.184677015247135173e-01 2.114377477658213593e+03
1.247086954740318637e-01 1.885345969642806494e+03
1.312784710657230181e-01 1.676357167976086203e+03
1.381943488370667716e-01 1.511386084165198554e+03
1.454745617881233188e-01 1.393488837919552225e+03
