#             k              1             b1             b2             b3             b4          b1*b1          b1*b2          b1*b3          b1*b4          b2*b2          b2*b4          b4*b4          b1*b5          b1*b6          b1*b7             b5             b6             b7             b8             b9            b10
           0.01       -11.6039       -14.9642       -11.5941       -3.97301       -11.7845        -48.033        84.3936       -15.7892         57.535       -38.6892       -48.7816       -9.36076        2.71706       0.905687       0.543412       0.683689       0.410214        0.29301            105         0.0105      0.0026421
      0.0104762       -12.9264       -17.1511       -12.4897       -4.41328       -12.6982       -52.8299        92.2794       -17.5389        63.2522       -42.1538       -53.2477       -10.2532        3.03483        1.01161       0.606965       0.763648       0.458189       0.327278            105      0.0115237      0.0028997
       0.010975       -14.3231       -19.3785       -13.4349       -4.89429       -13.6619        -57.766         100.86       -19.4505        69.5257       -45.8996       -58.0918       -11.2277        3.38519         1.1284       0.677038       0.851809       0.511085       0.365061            105      0.0126473     0.00318242
      0.0114976       -15.8415       -21.8238       -14.4296       -5.41831       -14.6752       -63.1158        110.189        -21.533         76.406       -49.9458       -63.3417       -12.2916        3.77063        1.25688       0.754125       0.948796       0.569277       0.406627            105      0.0138804      0.0034927
       0.012045       -17.5493       -24.7462       -15.4731       -5.98753       -15.7365       -69.2801        120.327       -23.7951        83.9497        -54.312       -69.0266       -13.4527        4.19365        1.39788       0.838729        1.05524       0.633144       0.452245            105      0.0152337     0.00383323
      0.0126186       -19.4054       -27.9722       -16.5635       -6.60388       -16.8437       -76.0144        131.336       -26.2446        92.2177       -59.0186       -75.1771       -14.7194        4.65674        1.55225       0.931348        1.17177        0.70306       0.502186            105       0.016719     0.00420696
      0.0132194       -21.3458       -31.2377       -17.6992       -7.26908       -17.9942       -82.9417        143.281       -28.8882        101.273       -64.0868       -81.8258       -16.1012        5.16239         1.7208        1.03248          1.299       0.779401       0.556715            105       0.018349     0.00461714
      0.0138489       -23.4291       -34.7705       -18.8775       -7.98449       -19.1845       -90.4251        156.231       -31.7313        111.184       -69.5384        -89.006       -17.6078        5.71296        1.90432        1.14259        1.43754       0.862525       0.616089            105       0.020138      0.0050673
      0.0145083       -25.7358       -38.8903       -20.0946       -8.75091       -20.4096       -98.9724        170.258       -34.7771        122.025       -75.3954       -96.7527       -19.2502        6.31057        2.10352        1.26211        1.58792        0.95275       0.680536            105      0.0221015     0.00556136
      0.0151991       -28.2044       -43.3521       -21.3456       -9.56851       -21.6634       -108.252        185.439       -38.0264        133.873       -81.6804       -105.102       -21.0398        6.95705        2.31902        1.39141        1.75059        1.05035       0.750253            105      0.0242564     0.00610358
      0.0159228       -30.7455        -47.804       -22.6254       -10.4369       -22.9393       -117.778        201.851       -41.4774         146.81       -88.4167       -114.092       -22.9895        7.65397        2.55132        1.53079        1.92596        1.15557       0.825409            105      0.0266213     0.00669868
       0.016681       -33.4261       -52.5221       -23.9278       -11.3549       -24.2295        -128.01        219.575       -45.1258         160.92       -95.6274       -123.762       -25.1128        8.40251        2.80084         1.6805        2.11431        1.26858       0.906132            105      0.0292169     0.00735179
      0.0174753       -36.3375       -57.8846       -25.2452       -12.3206       -25.5243       -139.573        238.694       -48.9637        176.294       -103.336       -134.151       -27.4243        9.20332        3.06777        1.84066        2.31581        1.38949       0.992492            105      0.0320655     0.00806858
      0.0183074        -39.389       -63.5505        -26.569       -13.3308       -26.8133       -152.021        259.295       -52.9783        193.025       -111.566       -145.301       -29.9401        10.0563         3.3521        2.01126        2.53045        1.51827        1.08448            105      0.0351918     0.00885525
      0.0191791       -42.4571       -69.0524       -27.8905       -14.3813       -28.0854       -164.733        281.463       -57.1528        211.207       -120.341       -157.255       -32.6772        10.9606        3.65353        2.19212        2.75799         1.6548          1.182            105       0.038623     0.00971863
      0.0200923       -45.6137       -74.7101       -29.1998       -15.4667       -29.3284       -178.271        305.285       -61.4665        230.936       -129.686       -170.056       -35.6542        11.9147        3.97155        2.38293        2.99806        1.79884        1.28488            105      0.0423887      0.0106662
       0.021049        -48.959        -80.959       -30.4863       -16.5811       -30.5294       -193.379        330.849       -65.8954         252.31       -139.622       -183.749       -38.8909        12.9164        4.30546        2.58327        3.25012        1.95007        1.39291            105      0.0465215      0.0117061
      0.0220513       -52.3668       -87.3382        -31.739       -17.7175       -31.6746       -209.467        358.241       -70.4115        275.427       -150.175       -198.381       -42.4089        13.9627        4.65423        2.79254        3.51341        2.10805        1.50575            105      0.0510573      0.0128475
      0.0231013       -55.6728       -93.2421       -32.9469       -18.8671       -32.7509       -225.744        387.545       -74.9801        300.383       -161.368       -213.999       -46.2314        15.0492        5.01641        3.00985        3.78681        2.27209        1.62292            105      0.0560354      0.0141001
      0.0242013       -58.9553       -99.0381       -34.0992       -20.0205       -33.7453       -242.877        418.842        -79.564         327.27       -173.224       -230.652       -50.3832        16.1708        5.39027        3.23416        4.06903        2.44142        1.74387            105      0.0614987      0.0154748
