#             k              1             b1             b2             b3             b4          b1*b1          b1*b2          b1*b3          b1*b4          b2*b2          b2*b4          b4*b4          b1*b5          b1*b6          b1*b7             b5             b6             b7             b8             b9            b10
           0.01       -34.7447       -37.2079       -22.8531       -7.94603        -23.109       -21.6823        14.3189             -0        15.6062             -0             -0             -0              0        1.81137        1.55261        1.36738        1.17204       0.976699              0              0     0.00528419
      0.0104762       -38.7104       -42.4637       -24.5879       -8.82657       -24.8588       -23.9394        15.6939             -0        17.1873             -0             -0             -0              0        2.02322        1.73419         1.5273        1.30911        1.09093              0              0      0.0057994
       0.010975       -42.8916       -47.7906       -26.4129       -9.78857       -26.6961       -26.1467        17.1962             -0        18.9261             -0             -0             -0              0        2.25679        1.93439        1.70362        1.46024        1.21687              0              0     0.00636483
      0.0114976       -47.4365        -53.625       -28.3271       -10.8366       -28.6186       -28.5122        18.8364             -0         20.837             -0             -0             -0              0        2.51375        2.15464        1.89759        1.62651        1.35542              0              0     0.00698539
       0.012045       -52.5569       -60.6059       -30.3269       -11.9751       -30.6212       -31.3443        20.6269             -0        22.9365             -0             -0             -0              0        2.79576        2.39637        2.11048        1.80898        1.50748              0              0     0.00766646
      0.0126186       -58.1227       -68.3005       -32.4075       -13.2078       -32.6972       -34.4214        22.5804             -0        25.2422             -0             -0             -0              0        3.10449        2.66099        2.34353        2.00874        1.67395              0              0     0.00841393
      0.0132194       -63.9321       -76.0524       -34.5636       -14.5382       -34.8391       -37.4118          24.71             -0        27.7721             -0             -0             -0              0        3.44159        2.94994          2.598        2.22686        1.85572              0              0     0.00923427
      0.0138489       -70.1682       -84.4227       -36.7881        -15.969       -37.0375       -40.5876        27.0298             -0        30.5456             -0             -0             -0              0        3.80864        3.26455        2.87508        2.46436        2.05363              0              0      0.0101346
      0.0145083       -77.0839       -94.2009       -39.0711       -17.5018       -39.2794       -44.3358        29.5551             -0        33.5837             -0             -0             -0              0        4.20705        3.60604        3.17583        2.72214        2.26845              0              0      0.0111227
      0.0151991       -84.4851       -104.778       -41.4008        -19.137       -41.5495       -48.3532        32.3018             -0        36.9084             -0             -0             -0              0        4.63804        3.97546        3.50118        3.00101        2.50084              0              0      0.0122072
      0.0159228       -92.0917       -115.281       -43.7643       -20.8738       -43.8311       -52.2088        35.2861             -0        40.5423             -0             -0             -0              0        5.10265         4.3737        3.85191        3.30164        2.75136              0              0      0.0133974
       0.016681       -100.114       -126.394       -46.1467       -22.7099        -46.105       -56.2434        38.5245             -0        44.5083             -0             -0             -0              0        5.60167        4.80143        4.22862        3.62453        3.02044              0              0      0.0147036
      0.0174753       -108.839       -139.052       -48.5297       -24.6413       -48.3485        -60.927        42.0348             -0         48.831             -0             -0             -0              0        6.13555        5.25904        4.63163        3.96997        3.30831              0              0      0.0161372
      0.0183074       -117.984       -152.411       -50.8937       -26.6617       -50.5364       -65.8535        45.8348             -0        53.5352             -0             -0             -0              0         6.7042        5.74646         5.0609        4.33791        3.61493              0              0      0.0177105
      0.0191791       -127.162       -165.317       -53.2178       -28.7625       -52.6424       -70.4675        49.9419             -0        58.6447             -0             -0             -0              0        7.30706        6.26319        5.51598        4.72799        3.93999              0              0      0.0194373
      0.0200923         -136.6       -178.563       -55.4795       -30.9334       -54.6387       -75.1824        54.3732             -0        64.1834             -0             -0             -0              0         7.9431        6.80837        5.99613        5.13954        4.28295              0              0      0.0213324
