#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -11.7062    -15.0849    -11.5138    -4.02365    -11.6463    -52.1808     92.9915    -15.9526     66.0221    -42.5262    -56.0795    -12.7774     2.86389    0.959687    0.576991    0.724453    0.435561    0.312662     105.116   0.0963166   0.0243261
   0.0104566    -12.9815    -17.1924    -12.3595    -4.44905    -12.5368    -57.0441     101.091    -17.6404     72.0358    -46.0861    -60.8127     -13.843     3.17784     1.06434    0.640573    0.804151    0.483559    0.347318     105.123    0.102655   0.0259564
    0.010934    -14.3241    -19.3346     -13.265    -4.91168    -13.4493    -62.0501     109.866    -19.4766     78.5973    -49.9208     -65.925    -14.9993     3.52221     1.18055    0.709895    0.891179    0.535889    0.384738      105.13    0.109186   0.0276161
   0.0114332    -15.7735    -21.6559    -14.2079    -5.41379    -14.4081    -67.3825     119.285    -21.4704     85.6727     -54.011    -71.3695    -16.2176     3.89826     1.30579    0.785043    0.985718    0.592617    0.424895     105.136    0.114934   0.0290506
   0.0119553     -17.395    -24.4091     -15.199    -5.95695    -15.4068    -73.3853     129.306    -23.6287     93.2161    -58.3309    -77.0879    -17.4644     4.30661     1.44113    0.866147     1.08789    0.653841    0.467849      105.14    0.118889   0.0300038
   0.0125011    -19.1651    -27.4917    -16.2363     -6.5428    -16.4764    -79.8794     139.902    -25.9553       101.2    -62.8617    -83.0366    -18.7134      4.7482     1.58708    0.953488     1.19806    0.719773    0.513921     105.139     0.12033      0.0303
   0.0130719     -21.017    -30.6315    -17.3187    -7.17277    -17.5878    -86.4595     151.107     -28.459     109.657    -67.6093    -89.2187    -19.9603      5.2249     1.74561     1.04775     1.31695    0.790927    0.565245     105.135    0.119168   0.0299346
   0.0136688    -22.9794     -33.933    -18.4414    -7.84945    -18.7106    -93.3223      163.02    -31.1442     118.684    -72.6127    -95.7021    -21.2322     5.73946     1.91805     1.15146     1.44571     0.86807    0.620295     105.126    0.116199   0.0291345
   0.0142929    -25.1364    -37.7316    -19.6023    -8.57134    -19.8815    -101.056      175.83    -34.0145     128.472    -77.9481    -102.628    -22.5923     6.29564     2.10375     1.26288     1.58721    0.952128    0.680357     105.116    0.113019   0.0283473
   0.0149454    -27.4722    -41.9638    -20.7934    -9.34149    -21.0614    -109.685     189.786    -37.0723     139.271    -83.7181     -110.19    -24.1285     6.89787     2.30404       1.384     1.73931     1.04397    0.746074     105.108    0.111888   0.0281177
   0.0156278     -29.892    -46.2519    -22.0085    -10.1593    -22.2736    -118.765     205.131    -40.3187     151.327    -90.0233    -118.577    -25.9258     7.55043     2.52295     1.51561     1.90457     1.14411    0.817796     105.106    0.114472   0.0288588
   0.0163414    -32.3985    -50.6193    -23.2407    -11.0238    -23.4942    -128.398     222.008    -43.7509     164.786    -96.9159    -127.882    -28.0266     8.25551     2.75918     1.65752     2.08287     1.25233    0.895307     105.109    0.120881   0.0305898
   0.0170875    -35.0915    -55.4738    -24.4856    -11.9321    -24.7179    -139.197     240.382    -47.3618     179.617     -104.37    -138.053    -30.3989     9.01219     3.01135     1.80972     2.27411     1.36613    0.977836     105.117    0.129387   0.0327886
   0.0178677    -37.9713     -60.833    -25.7398    -12.8836    -25.9405    -151.109     260.055    -51.1407      195.63    -112.279    -148.878     -32.939     9.81659      3.2798     1.97093     2.47684     1.48779     1.06345     105.125    0.136478   0.0345291
   0.0186835    -40.9108    -66.2111    -26.9986    -13.8719    -27.1576    -163.311     280.773    -55.0722      212.58    -120.515    -160.104    -35.5211     10.6631     3.56013     2.13827     2.68749     1.61415     1.15369     105.125    0.138754   0.0349646
   0.0195366    -43.8721    -71.4835    -28.2595    -14.8932    -28.3618    -175.602     302.446    -59.1372     230.381    -129.023     -171.62     -38.089     11.5483     3.85704     2.31631     2.91166     1.74855     1.24963     105.117    0.135417   0.0345556
   0.0204286    -46.9633    -77.1099    -29.5069    -15.9446    -29.5383    -188.834     325.316    -63.3183     249.287    -137.899    -183.615    -40.7319      12.473     4.16517     2.50073     3.14422     1.88776     1.34909     105.101    0.129767    0.032508
   0.0213613     -50.207    -83.2166    -30.7347    -17.0191    -30.6668    -203.513     349.942     -67.596     269.865    -147.383    -196.554    -43.6736     13.4423     4.48732     2.69476     3.38741     2.03423     1.45379     105.088    0.127833   0.0321517
