#          k           1          b1       b1*b1
        0.01     1769.54  -0.0147343 -0.00168529
   0.0104566     1799.68  -0.0175969 -0.00218101
    0.010934      1828.1  -0.0212351 -0.00252081
   0.0114332     1854.51  -0.0254887 -0.00314911
   0.0119553     1878.74  -0.0306994 -0.00402176
   0.0125011     1900.52  -0.0366012 -0.00477564
   0.0130719     1919.65  -0.0436822 -0.00577868
   0.0136688     1935.89  -0.0518089 -0.00691783
   0.0142929     1948.99  -0.0612671 -0.00819227
   0.0149454     1958.71   -0.071561 -0.00882278
   0.0156278      1964.8  -0.0843408  -0.0112036
   0.0163414     1967.07   -0.098524  -0.0129605
   0.0170875     1965.32    -0.11472  -0.0149156
   0.0178677     1959.35   -0.133103  -0.0170864
   0.0186835     1948.97   -0.153759  -0.0194649
   0.0195366     1934.05   -0.176669  -0.0220004
   0.0204286      1914.5    -0.20172  -0.0245926
   0.0213613     1890.33   -0.228773  -0.0271157
   0.0223366     1861.52   -0.257705  -0.0294576
   0.0233565     1828.12   -0.288362  -0.0315426
   0.0244229     1790.24   -0.320364  -0.0332899
    0.025538     1748.16   -0.352896  -0.0344965
   0.0267041     1702.26   -0.384729  -0.0347623
   0.0279233     1652.97   -0.414585  -0.0335987
   0.0291983     1600.62   -0.441508  -0.0306874
   0.0305314     1545.73    -0.46456  -0.0259588
   0.0319254     1488.98   -0.481785  -0.0191372
   0.0333831     1431.26   -0.490441 -0.00943597
   0.0349073     1373.42   -0.489197  0.00372634
   0.0365011     1316.02    -0.47884   0.0198256
   0.0381677     1259.69   -0.457821    0.038264
   0.0399104     1205.19   -0.423904   0.0600645
   0.0417327     1153.44    -0.37959   0.0851381
   0.0436381     1105.06   -0.328692    0.109895
   0.0456306     1060.34   -0.274854    0.133751
    0.047714     1019.49    -0.22116    0.155659
   0.0498925     982.558   -0.177055    0.171883
   0.0521706     949.328   -0.151221    0.179033
   0.0545526     919.291   -0.148343    0.175821
   0.0570434     891.689   -0.179118    0.158894
   0.0596479     865.492   -0.240949    0.127421
   0.0623713     839.471   -0.333114   0.0827216
   0.0652191     812.307   -0.437737   0.0280981
   0.0681969     782.708   -0.526271  -0.0256837
   0.0713107     749.645   -0.555518  -0.0679578
   0.0745666     712.518   -0.474035  -0.0807906
   0.0779712      671.39   -0.224517  -0.0495236
   0.0815313     627.049    0.233601   0.0410935
   0.0852539     581.029    0.912456    0.192063
   0.0891464     535.377     1.76815    0.394292
   0.0932167     492.341     2.70031    0.618076
   0.0974729     453.948     3.54938    0.816237
    0.101923     421.588     4.11082    0.934145
    0.106577     395.703     4.18899    0.916236
    0.111443     375.647     3.65232    0.725526
    0.116531      359.69     2.50581    0.366885
    0.121852     345.318    0.969699  -0.0934995
    0.127416     329.847    -0.49746   -0.527083
    0.133233     311.269    -1.29741   -0.773109
    0.139317     289.064   -0.942408   -0.704158
    0.145678     264.523    0.624725   -0.309751
    0.152329     240.193     2.83332    0.260105
    0.159284     218.707     4.63233    0.740115
    0.166557     201.584     4.94351    0.868698
    0.174162     188.604     3.28293    0.537981
    0.182113     178.025    0.221284   -0.111067
    0.190428     167.556    -2.63555   -0.714818
    0.199123     155.712    -3.52584   -0.897352
    0.208215     142.699    -1.89847   -0.566521
    0.217722     129.974    0.784643  -0.0074047
    0.227662     118.889     2.08557    0.345815
    0.238057     109.648    0.669665    0.288724
    0.248927     101.497    -2.23373  0.00171757
    0.260292     93.5947    -4.00586   -0.160888
    0.272177     85.8118    -3.25039  -0.0603852
    0.284604     78.4943    -1.51224    0.161365
    0.297598     71.8054    -1.26859    0.350882
    0.311186     65.6218    -2.72444    0.491182
    0.325395     59.8947    -3.83217    0.571508
    0.340252     54.6909    -3.47325    0.548206
    0.355787      49.896    -2.93338    0.483896
    0.372032     45.3635    -3.28374     0.54808
    0.389018     41.1496    -3.84086    0.591376
     0.40678     37.3596    -3.86457    0.407414
    0.425353     33.8807    -3.83923    0.122184
    0.444774     30.6401    -4.03954  -0.0536153
    0.465082     27.6993    -4.13941   -0.255672
    0.486317     25.0355      -4.135   -0.593737
    0.508521     22.6196     -4.0915   -0.853861
     0.53174     20.4566    -3.93404    -1.03121
    0.556018     18.5254    -3.67967    -1.18848
    0.581405     16.8146    -3.31123    -1.23729
    0.607951     15.3021    -2.84839    -1.18665
    0.635709     13.9551    -2.34567    -1.07217
    0.664735     12.7557    -1.81609   -0.901064
    0.695086      11.678    -1.29888   -0.699969
    0.726822     10.7144    -0.79063   -0.467776
    0.760008     9.87453   -0.257941   -0.210492
    0.794709     9.15175    0.254872  -0.0463818
    0.830994     8.41141     0.36225   -0.205666
