#          k           1          b1       b1*b1
        0.01     4423.86     13674.1 -0.00724416
   0.0104566     4499.22       13907 -0.00905807
    0.010934     4570.26     14126.6   -0.011457
   0.0114332      4636.3     14330.7  -0.0143289
   0.0119553     4696.88       14518  -0.0181163
   0.0125011     4751.34     14686.3  -0.0217199
   0.0130719     4799.16     14834.1  -0.0263428
   0.0136688     4839.75     14959.6  -0.0316468
   0.0142929     4872.51     15060.8  -0.0376995
   0.0149454     4896.81     15135.9   -0.041804
   0.0156278     4912.06     15183.1  -0.0521269
   0.0163414     4917.74     15200.7  -0.0607121
   0.0170875     4913.38     15187.2  -0.0703388
   0.0178677     4898.48     15141.1  -0.0810851
   0.0186835     4872.56       15061  -0.0929291
   0.0195366     4835.26     14945.7   -0.105686
   0.0204286      4786.4     14794.7   -0.118984
   0.0213613     4725.98     14607.9   -0.132334
   0.0223366        4654     14385.5   -0.145249
   0.0233565     4570.52     14127.4   -0.157307
   0.0244229     4475.87     13834.9   -0.168015
    0.025538     4370.69     13509.8   -0.176427
   0.0267041     4255.97     13155.2   -0.180909
   0.0279233     4132.76     12774.4   -0.179442
   0.0291983     4001.93       12370   -0.170449
   0.0305314     3864.75       11946   -0.153077
   0.0319254      3722.9     11507.6   -0.125756
   0.0333831     3578.63     11061.7   -0.084842
   0.0349073     3434.07     10614.9    0.134902
   0.0365011      3290.6     10171.4   0.0384905
   0.0381677     3149.81      9736.3     0.12228
   0.0399104     3013.58     9315.25    0.219662
   0.0417327     2884.22     8915.42    0.327973
   0.0436381     2763.31     8541.73    0.441733
   0.0456306     2651.53     8196.27    0.549912
    0.047714     2549.41     7880.69    0.647303
   0.0498925     2457.14     7595.52    0.719757
   0.0521706      2374.1     7338.87    0.750963
   0.0545526     2299.06     7106.99    0.730137
   0.0570434     2230.14     6893.98    0.642132
   0.0596479     2164.71     6691.81    0.480085
   0.0623713     2099.78     6491.14     0.25298
   0.0652191     2031.96     6281.55  -0.0267698
   0.0681969     1958.07      6053.2   -0.310331
   0.0713107     1875.45     5797.88   -0.542372
   0.0745666     1782.63     5511.04   -0.636123
   0.0779712     1679.69     5192.91   -0.512497
   0.0815313     1568.63     4849.69  -0.0941188
   0.0852539     1453.22     4493.02    0.634721
   0.0891464     1338.65     4138.92     1.63328
   0.0932167     1230.73     3804.85     2.75769
   0.0974729      1134.1     3506.67     3.77156
    0.101923     1052.86     3255.55     4.38702
    0.106577     988.057     3055.16     4.30305
    0.111443     938.109     2900.66      3.3036
    0.116531     898.697     2778.71     1.37883
    0.121852      863.44      2669.6    -1.14249
    0.127416     825.384     2551.85    -3.57313
    0.133233     779.204     2409.04    -4.99061
    0.139317     723.359     2236.42    -4.60702
    0.145678     661.064     2043.91    -2.28571
    0.152329     598.991     1852.09     1.12585
    0.159284     544.265     1682.92     3.99821
    0.166557      501.24     1549.83     4.60787
    0.174162     469.598     1451.83     2.11293
    0.182113     444.655      1374.5    -2.69084
    0.190428     419.846     1297.65    -7.28645
    0.199123     390.613     1207.25    -8.71839
    0.208215      357.18     1104.01    -6.02062
    0.217722     323.979     1001.51    -1.47654
    0.227662     295.609     913.825    0.786758
    0.238057     273.258     844.582    -1.55815
    0.248927     254.347     785.915    -6.58341
    0.260292     235.458     727.424    -9.72527
    0.272177     215.605     666.128     -8.3436
    0.284604     196.457     607.054    -5.11831
    0.297598     179.657     555.111    -4.65538
    0.311186     164.967     509.573    -7.44061
    0.325395      151.23     467.036    -9.54887
    0.340252     138.059     426.377    -8.70726
    0.355787     125.867     388.758    -7.30881
    0.372032     114.764     354.421    -7.83069
    0.389018     104.564     322.871    -8.73605
     0.40678     95.1582     293.845    -8.31196
    0.425353     86.5204     267.207    -7.60199
    0.444774     78.5851     242.708    -7.49997
    0.465082      71.331     220.322    -7.22829
    0.486317     64.7259     199.961    -6.57505
    0.508521     58.7082     181.404    -5.98965
     0.53174     53.2478     164.559    -5.38256
    0.556018     48.3006     149.299    -4.66722
    0.581405     43.8331     135.509    -3.94325
    0.607951     39.7976     123.041    -3.22901
    0.635709     36.1461     111.757    -2.54683
    0.664735     32.8471     101.555    -1.91441
    0.695086     29.8589       92.31    -1.35163
    0.726822     27.1631     83.9687   -0.822379
    0.760008      24.774     76.5796   -0.227541
    0.794709      22.716     70.2283    0.515058
    0.830994     20.8539     64.4927     1.04505
