#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -34.9038    -37.4177    -22.7158    -8.00571    -22.9717    -25.1187     21.4463   -0.133842     22.6634    -3.15286    -5.99726    -2.80804    0.120588     1.86244     1.58683     1.40594     1.19924    0.997429   0.0956064   0.0705477   0.0238721
   0.0104566    -38.7137    -42.4714    -24.4268    -8.85282    -24.6551    -27.4999     23.2152   -0.143024     24.6256    -3.34997    -6.37033    -2.98138    0.128401     2.06877     1.76325     1.56169     1.33275     1.10858    0.100972    0.074963   0.0255411
    0.010934    -42.7187    -47.5875    -26.1623     -9.7742    -26.3992    -29.8491      25.134   -0.152668     26.7649    -3.56173    -6.77129    -3.16777    0.136775     2.29502     1.95651     1.73247     1.47694     1.23094    0.106838   0.0794638   0.0271172
   0.0114332    -47.0375    -53.1057    -27.9805    -10.7752    -28.2227    -32.2998     27.1439   -0.162271     29.0273    -3.75645    -7.13851     -3.3375    0.144657     2.54342     2.16861     1.91997     1.63705     1.36294    0.111965   0.0832328   0.0283799
   0.0119553    -51.8848    -59.6614    -29.8796    -11.8568    -30.1177    -35.1163     29.1777   -0.171772     31.3488    -3.89881    -7.40331    -3.45745    0.150817     2.81201     2.39798     2.12274     1.81062     1.50634    0.114959   0.0854297   0.0291491
   0.0125011    -57.1643     -66.979    -31.8552    -13.0251    -32.1019    -38.1323     31.1821   -0.179088     33.6801    -3.95939     -7.5084    -3.50007    0.154336      3.1051     2.64731     2.34301     1.99844     1.66212    0.114682   0.0854475   0.0293649
   0.0130719    -62.6894    -74.4197    -33.9025    -14.2817     -34.145    -40.9959     33.1436   -0.185584     36.0114    -3.92666    -7.43148    -3.45454    0.154787     3.42285     2.92031     2.58384     2.20448     1.83411    0.110719   0.0832035   0.0291568
   0.0136688    -68.5284     -82.204    -36.0096    -15.6297    -36.2088    -43.8409     35.1096   -0.190887     38.3972    -3.81713    -7.20461    -3.33637    0.152703     3.76708     3.21525     2.84371     2.42715     2.01957    0.103709   0.0793474   0.0288651
   0.0142929    -74.9647    -91.1736    -38.1747    -17.0705    -38.3388     -47.132     37.1992   -0.195607     40.9592     -3.6784    -6.92046    -3.19023     0.14968     4.14062     3.53492     3.12494     2.66848     2.22079   0.0955839   0.0751876   0.0289738
   0.0149454    -81.9389    -101.172    -40.3848    -18.6038    -40.4919    -50.8616      39.577   -0.200657     43.8679    -3.57923    -6.71273     -3.0806    0.148002     4.54238     3.87938     3.42769     2.92848     2.43773   0.0890768   0.0726357   0.0299368
   0.0156278    -89.1477    -111.267    -42.6188    -20.2327    -42.6553    -54.6304     42.3979   -0.206901     47.2836    -3.58438    -6.70762    -3.06822    0.149835     4.97707     4.25413      3.7572     3.21138     2.67382   0.0867675   0.0728836   0.0319351
   0.0163414    -96.6062     -121.51    -44.8735    -21.9525    -44.8109    -58.5007     45.7363   -0.214584     51.2862    -3.72044    -6.95668    -3.17813    0.156062     5.44458     4.65498     4.11003     3.51397     2.92621   0.0897027   0.0761777   0.0346702
   0.0170875    -104.631    -132.909     -47.129    -23.7603    -46.9409    -62.9327     49.5219   -0.222938     55.8119    -3.94946    -7.38656    -3.37496    0.165337     5.94362     5.08303     4.48748     3.83709     3.19546    0.096296   0.0809912   0.0373596
   0.0178677    -113.226    -145.506    -49.3726    -25.6512    -49.0255    -67.8451     53.5423   -0.230289     60.6544    -4.16656    -7.79316    -3.56049    0.174189     6.47493     5.53722      4.8886     4.17993     3.48077    0.102377   0.0844894   0.0390648
   0.0186835    -121.981    -158.095    -51.5885    -27.6176    -51.0494    -72.5259     57.5417   -0.234997     65.5644    -4.24853    -7.93714    -3.61948    0.173685     7.03462      6.0151     5.31028     4.54071     3.78179    0.103008   0.0837694   0.0393006
   0.0195366    -130.779    -170.363    -53.7615    -29.6509    -52.9897     -76.777     61.3952   -0.234784     70.4236     -4.1318    -7.69494    -3.49251    0.175938     7.62616     6.52063     5.75679      4.9223     4.09839   0.0956948   0.0781835   0.0389708
   0.0204286    -139.966    -183.458    -55.8649    -31.7417    -54.8159    -81.2288     65.2596   -0.231636     75.3923    -3.88034    -7.19129    -3.23977    0.168843     8.24422     7.05032     6.22288     5.32218     4.43167    0.083028   0.0704326   0.0384708
   0.0213613    -149.618    -197.697    -57.8754    -33.8794    -56.4973    -86.2712     69.5421   -0.227795     80.8847    -3.67452    -6.77706     -3.0305    0.163091     8.89006     7.60624     6.71098     5.74183     4.78054   0.0721393   0.0654951   0.0404759
   0.0223366    -159.233    -211.622    -59.7616     -36.051    -57.9957    -91.3842     74.6376   -0.225925     87.2996    -3.68768    -6.78984    -3.02744    0.164585     9.56599     8.18561     7.22089     6.18317     5.14877   0.0700647   0.0666087   0.0447198
   0.0233565    -168.526     -224.42     -61.504    -38.2397    -59.2875    -96.2059     80.5517   -0.225529     94.6469    -3.91719    -7.22461    -3.22842    0.173203     10.2665     8.78566     7.75005     6.63378     5.52405    0.076612   0.0718675   0.0491959
   0.0244229    -177.837    -237.306    -63.0869    -40.4283    -60.3545    -101.115     86.7854   -0.223669     102.432    -4.13129    -7.63103    -3.41663    0.181182     10.9873     9.40253      8.2941     7.09878     5.91267   0.0824899   0.0742055    0.051228
    0.025538    -187.369    -251.018    -64.4978    -42.5991     -61.183    -106.236     92.7552   -0.216276     110.074    -4.05927    -7.48298    -3.33878    0.179581     11.7212     10.0317     8.84829     7.57275     6.30757   0.0768836   0.0682101     0.05049
   0.0267041    -196.585    -263.967    -65.7166    -44.7395    -61.7487    -110.812     98.4851   -0.203635     117.601    -3.70944    -6.79697    -3.00301    0.168636      12.467     10.6715     9.41113     8.05581      6.7102    0.060137   0.0602802   0.0504128
   0.0279233    -205.023    -274.802    -66.7158    -46.8361    -62.0205    -114.593     104.771   -0.191496     125.806    -3.44382    -6.27739    -2.74897    0.160554     13.2263     11.3228     9.98432     8.54744     7.12009   0.0467572   0.0518969   0.0547491
   0.0291983    -213.044    -284.768    -67.4705    -48.8728      -61.97    -118.553     112.295   -0.185068     135.374    -3.57212    -6.52704    -2.86734    0.165862     13.9961     11.9821     10.5654     9.04531     7.53492   0.0491549   0.0566596   0.0616503
