#             k              1             b1          b1*b1
           0.01        1548.32        6836.89        13585.3
      0.0104762        1575.76        6958.07        13826.1
       0.010975        1601.53        7071.86        14052.2
      0.0114976        1625.41        7177.29        14261.7
       0.012045        1647.16        7273.35        14452.6
      0.0126186        1666.57        7359.04        14622.8
      0.0132194         1683.4        7433.37        14770.5
      0.0138489        1697.44        7495.36        14893.7
      0.0145083        1708.43        7543.89        14990.2
      0.0151991        1716.13        7577.89        15057.7
      0.0159228        1720.31        7596.36        15094.4
       0.016681        1720.78        7598.42        15098.5
      0.0174753        1717.34        7583.25        15068.4
      0.0183074        1709.81        7549.97        15002.2
      0.0191791           1698        7497.85        14898.7
      0.0200923        1681.83        7426.43        14756.8
       0.021049        1661.26        7335.59        14576.3
      0.0220513         1636.3        7225.37        14357.2
      0.0231013        1606.95        7095.79        14099.7
      0.0242013        1573.32        6947.28        13804.6
      0.0253536        1535.62        6780.82        13473.9
      0.0265609        1494.24        6598.09        13110.8
      0.0278256        1449.59        6400.93          12719
      0.0291505        1402.02        6190.86        12301.6
      0.0305386           1352        5970.02        11862.8
      0.0319927        1300.22        5741.37        11408.4
       0.033516        1247.56        5508.84        10946.4
      0.0351119        1194.84        5276.05        10483.8
      0.0367838        1142.61         5045.4        10025.5
      0.0385353        1091.51        4819.75        9577.12
      0.0403702        1042.31        4602.53         9145.5
      0.0422924         995.92        4397.67        8738.43
      0.0443062         952.83         4207.4        8360.35
      0.0464159        913.281        4032.76        8013.33
       0.048626         877.45        3874.54        7698.95
      0.0509414        845.294        3732.55         7416.8
       0.053367        816.456        3605.21        7163.77
      0.0559081         790.33        3489.85        6934.54
      0.0585702        766.012        3382.47        6721.16
      0.0613591         742.37        3278.07        6513.72
      0.0642807        718.111        3170.95        6300.87
      0.0673415        691.924        3055.32         6071.1
       0.070548        662.672        2926.15        5814.43
      0.0739072        629.615        2780.18        5524.39
      0.0774264         592.63        2616.87        5199.87
      0.0811131        552.352        2439.01        4846.47
      0.0849753        510.186        2252.82        4476.48
      0.0890215        468.132        2067.13         4107.5
      0.0932603        428.451        1891.91        3759.33
       0.097701        393.212         1736.3        3450.13
       0.102353        363.854        1606.67        3192.54
       0.107227        340.832        1505.01        2990.53
       0.112332        323.428        1428.16        2837.83
       0.117681        309.783         1367.9        2718.11
       0.123285        297.216        1312.41        2607.84
       0.129155        282.925        1249.31        2482.45
       0.135305            265        1170.16        2325.17
       0.141747         243.33        1074.47        2135.04
       0.148497        219.809        970.608        1928.65
       0.155568        197.514        872.161        1733.04
       0.162975        179.213        791.349        1572.46
       0.170735        166.007        733.033        1456.58
       0.178865        156.794        692.351        1375.74
       0.187382        148.812        657.109        1305.71
       0.196304        139.237        614.825        1221.69
       0.205651        127.107        561.264        1115.26
       0.215443        114.038        503.555        1000.59
       0.225702        102.714        453.553        901.236
       0.236449        94.5117        417.334        829.267
       0.247708        88.4193        390.432        775.811
       0.259502        82.1992        362.966        721.234
       0.271859        74.7752        330.184        656.094
       0.284804        67.2424        296.921            590
       0.298365        61.1578        270.053        536.612
       0.312572        56.4691         249.35        495.472
       0.327455         51.895        229.152        455.339
       0.343047        46.9721        207.414        412.144
       0.359381        42.4955        187.647        372.865
       0.376494        38.8553        171.573        340.925
       0.394421        35.4731        156.638        311.249
       0.413201        32.0995        141.741        281.648
       0.432876        29.1086        128.534        255.406
       0.453488        26.4908        116.975        232.436
       0.475081        23.9964         105.96         210.55
       0.497702        21.7205        95.9107         190.58
       0.521401        19.6935        86.9604        172.795
       0.546228        17.8129        78.6562        156.294
       0.572237        16.1064        71.1207        141.321
       0.599484        14.5627        64.3044        127.777
       0.628029        13.1499        58.0657         115.38
       0.657933        11.8733        52.4287        104.179
       0.689261        10.7115        47.2985         93.985
       0.722081        9.65846        42.6487        84.7455
       0.756463         8.7054        38.4403        76.3831
       0.792483         7.8415        34.6256        68.8031
       0.830218        7.05939         31.172        61.9407
       0.869749        6.35198        28.0483        55.7337
       0.911163        5.71321        25.2277         50.129
       0.954548        5.13503        22.6747         45.056
              1        4.61356         20.372        40.4804
