#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -13.0202    -16.5965    -12.5027    -4.29141    -12.6367    -55.3188     96.9338    -16.6103     68.6702    -44.5413    -58.1507    -13.5091     2.91868     0.97824    0.588195     0.75637    0.454789      0.3265      105.12   0.0988276   0.0255672
   0.0104566    -14.4251    -18.7888    -13.3825    -4.74529    -13.5789    -60.1888     105.479    -18.3677     75.0943    -48.4115    -63.2993    -14.8092     3.23848     1.08486    0.652996    0.839553    0.504893    0.362685     105.126    0.105314   0.0272769
    0.010934    -15.9331    -21.2497    -14.3407    -5.23898    -14.5711    -65.5014     114.423    -20.2805      81.845    -52.3661    -68.5846    -15.9521     3.58929     1.20238    0.723632    0.930373    0.559508     0.40174     105.134    0.111995   0.0290163
   0.0114332    -17.5792    -23.8549    -15.3503    -5.77475    -15.5593    -71.2889     124.271    -22.3573     89.1765    -56.6392     -74.233    -17.3202     3.97234     1.33085    0.800179     1.02901    0.618694    0.443631      105.14    0.117867   0.0305172
   0.0119553    -19.4012     -26.783    -16.3908    -6.35424     -16.609    -77.3179     134.827    -24.6044     97.1558    -61.0916    -80.2185    -18.6793     4.38825     1.46868    0.882766     1.13557     0.68255    0.488417     105.144    0.121895   0.0315101
   0.0125011    -21.2529    -29.8999    -17.5342    -6.97916    -17.7754     -83.998     145.934    -27.0274     105.657    -65.7318    -86.4626    -19.8197     4.83797     1.61727    0.971678     1.25047    0.751296    0.537081     105.143    0.123337   0.0318104
   0.0130719    -23.2984    -33.4933    -18.6773    -7.65064    -18.9882    -90.9623     157.426    -29.6329     114.358    -70.6807    -92.8557    -20.9258     5.32337      1.7786     1.06854     1.37442    0.825477     0.58995     105.139    0.122101   0.0314137
   0.0136688    -25.5338    -37.2807    -19.8077    -8.37174    -20.0825    -98.2739     169.659    -32.4258     123.607    -75.9049     -99.638    -22.1983     5.84728     1.95427     1.17319     1.51017    0.905879    0.647344      105.13    0.119008   0.0305595
   0.0142929    -27.9064    -41.2426    -20.9794    -9.14167    -21.2871    -106.394     183.151    -35.4111      134.02    -81.4594    -106.843    -23.7652      6.4136     2.14338     1.28672     1.65631    0.993578    0.709988      105.12    0.115701   0.0297191
   0.0149454    -30.4706    -45.7442    -22.3133    -9.96107    -22.6207    -115.171     197.582    -38.5924     145.198    -87.2346    -114.703    -25.3224     7.02689     2.34735     1.41004     1.81496     1.09028    0.778565     105.112     0.11449   0.0294658
   0.0156278     -33.188    -50.5249    -23.6396    -10.8329    -23.9378    -124.511     213.403    -41.9713      157.67    -93.7645    -123.496    -27.1728     7.69155     2.57036     1.54416     1.98738     1.19394     0.85344     105.109    0.117082   0.0302335
   0.0163414    -36.0196    -55.4873    -24.9048    -11.7548    -25.1849    -134.872     231.098    -45.5443     171.875    -100.907    -133.112    -29.3714     8.40982     2.81105     1.68877     2.17349     1.30575    0.934375     105.113    0.123602   0.0320413
   0.0170875    -39.0283    -60.7703    -26.2722    -12.7232    -26.5301    -146.189     250.362    -49.3041     187.422    -108.591    -143.647    -31.7861     9.18078     3.06797     1.84386     2.37214     1.42566     1.02053     105.121    0.132274    0.034338
   0.0178677    -42.1946     -66.379    -27.6515    -13.7374    -27.8459    -158.343     270.904    -53.2401     204.166    -116.861    -155.016    -34.3435     10.0004     3.34151     2.00813     2.58365     1.55268     1.10984     105.128    0.139477   0.0361484
   0.0186835    -45.3962    -72.2573    -28.9879     -14.793    -29.1287    -170.974     292.334     -57.336     221.771    -125.293    -166.603    -36.8838     10.8629     3.62706     2.17857     2.80442     1.68446     1.20397     105.129    0.141728   0.0365819
   0.0195366    -48.6562    -78.2666     -30.294    -15.8839    -30.4169    -184.039     314.796    -61.5732     240.282    -133.953    -178.468    -39.4494     11.7645     3.92956     2.35995     3.03831      1.8247     1.30409      105.12    0.138206   0.0361299
   0.0204286    -52.1234    -84.5074    -31.5492    -17.0068    -31.6002    -198.088     338.606    -65.9332     260.064     -143.13    -191.013    -42.2053     12.7063     4.24339     2.54777       3.281     1.96992     1.40784     105.104    0.132306   0.0339442
   0.0213613    -55.7347    -90.9367    -32.8831    -18.1559    -32.8263    -212.931     364.049    -70.3966     281.426     -152.91    -204.418    -45.3698     13.6937      4.5715     2.74536     3.53466     2.12273     1.51707     105.091    0.130204   0.0335439
   0.0223366    -59.3066    -97.3275    -34.1398    -19.3265    -33.9253    -228.889     391.831    -74.9388     304.941    -163.367    -219.233    -48.9189     14.7308     4.92098     2.95562     3.80488     2.28532     1.63633     105.088    0.136137   0.0353301
   0.0233565    -62.9075    -103.782    -35.2923    -20.5065    -34.9722    -246.038     421.739    -79.5206     330.574    -174.871    -235.394    -52.9946     15.8133      5.2798     3.17088     4.08232      2.4518     1.75238     105.096    0.147616   0.0384422
   0.0244229    -66.4801    -110.119    -36.4768    -21.6852    -35.9772    -263.939     453.832    -84.0996     358.434    -186.913    -252.513    -57.2529     16.9264     5.65148     3.39391     4.36969     2.62415     1.87547     105.104    0.155907   0.0404516
    0.025538    -69.8801     -116.22    -37.4593    -22.8476    -36.7774     -282.24     487.267    -88.6341     387.449    -199.193    -269.958    -61.4698     18.0541     6.02667     3.61903     4.65978     2.79821     1.99969     105.097    0.156708   0.0396985
   0.0267041    -73.2139    -122.075    -38.4304    -23.9988    -37.4587    -301.368     522.006     -93.115     417.722    -211.997    -287.691     -66.085     19.1925     6.40578     3.84627     4.95291     2.97391      2.1252     105.076    0.150721    0.037696
   0.0279233    -76.5772    -127.729    -39.3745    -25.1275    -38.2214    -321.174      559.01    -97.5104     450.352    -225.604    -307.308    -71.1235     20.3522     6.79248     4.07849     5.25186     3.15346     2.25359     105.059    0.147191   0.0380102
   0.0291983     -79.717    -132.879    -40.1086    -26.2257    -38.6317    -342.386     599.345    -101.788     486.286    -240.738    -328.798    -77.2558     21.5409      7.1881     4.31618      5.5578     3.33725     2.38518     105.062    0.160828   0.0411891
   0.0305314    -82.6752    -137.666    -40.8967    -27.2853    -39.1126    -364.794     642.252    -105.917     524.766    -256.236     -351.92     -83.759      22.744     7.58857     4.55638     5.86744      3.5229     2.51751     105.073    0.172671   0.0455158
   0.0319254    -85.3548    -142.074    -41.4248       -28.3     -39.288    -387.177     686.468    -109.875     564.548    -272.336    -375.661    -90.4738     23.9367     7.98546     4.79414     6.17431      3.7068     2.64832     105.065     0.17679   0.0449164
   0.0333831    -87.8877    -145.416    -41.7685    -29.2751     -39.246    -409.832     731.927    -113.677     605.497    -288.589    -399.518    -96.9989     25.1226     8.38063     5.03135     6.47985     3.89021     2.77976     105.038    0.171845   0.0432228
   0.0349073     -90.647    -148.681    -42.3185    -30.2173    -39.3353    -433.803     780.405    -117.353     649.602    -306.196    -425.631    -104.721     26.3374     8.78581     5.27511     6.79314     4.07862     2.91556     105.028    0.176903   0.0467138
   0.0365011    -92.5584    -151.222    -42.4685     -31.131    -39.0567    -459.094     832.786    -120.921     697.616    -325.217    -454.513    -113.478      27.592     9.20333     5.52579     7.11595     4.27321      3.0539     105.041    0.201826   0.0526428
   0.0381677     -94.356     -153.43    -42.4892    -32.0188    -38.7008    -484.837     886.543    -124.393     746.967    -344.751     -483.87    -122.616      28.859     9.62383      5.7774     7.44109     4.46704     3.19126     105.037    0.209363   0.0530429
   0.0399104    -96.3479    -155.723    -42.5613    -32.8953    -38.2635    -511.285      941.42    -127.819     797.529    -364.592    -513.758     -131.88      30.146     10.0523     6.03442     7.77238     4.66582     3.33331     105.008    0.206908   0.0523955
   0.0417327    -98.3642    -157.999     -42.385    -33.7918    -37.5589    -539.333     1000.44     -131.32     852.238    -386.013    -546.572    -142.443     31.5222     10.5119     6.31114     8.12776     4.87968     3.48725     105.004     0.22188   0.0592048
   0.0436381    -100.218     -160.51    -42.0614    -34.7294    -36.6968    -569.048     1063.22    -134.985     910.838    -408.948     -582.28    -154.362     33.0061     11.0052     6.60695     8.50917     5.10932     3.65132     105.017    0.249222    0.064549
   0.0456306    -102.401    -163.618     -41.567    -35.7181    -35.6752    -599.413     1126.36    -138.866     969.875    -431.605    -617.813    -165.927     34.5765     11.5239     6.91711     8.91022     5.34832      3.8217     104.992    0.247482   0.0637393
    0.047714    -104.917    -167.485    -40.9275    -36.7893    -34.4557    -632.065     1193.31    -143.063     1032.92    -455.748    -656.086    -178.823     36.3034     12.1003      7.2638     9.35592     5.61632     4.01347     104.979     0.26832   0.0711731
   0.0498925    -107.931    -172.541    -39.9653    -37.9618    -32.8902    -667.657     1264.47     -147.66      1100.4    -481.466    -697.704    -193.173     38.2264      12.739     7.64746     9.84958     5.91298     4.22518     104.994    0.302734   0.0784781
   0.0521706    -111.254     -178.89    -38.6054    -39.2345    -30.9111    -704.352     1336.27    -152.673     1168.81    -507.035    -739.092    -207.524     40.3085     13.4278     8.05831     10.3822     6.23065      4.4515     104.963    0.310441   0.0800826
   0.0545526    -114.986    -186.727    -37.0363     -40.621    -28.5831    -744.266      1413.1    -158.134     1242.65    -534.532    -784.012    -223.579     42.6236      14.194     8.51837     10.9749     6.58635     4.70614     104.963    0.339598   0.0885029
   0.0570434     -119.26    -196.127    -35.0564    -42.0983    -25.8061    -787.077     1493.24    -163.971     1320.21    -563.154    -831.277    -240.774     45.1471     15.0269     9.01575     11.6187     6.97094     4.97966     104.965    0.373319   0.0963718
   0.0596479    -123.665    -206.524    -32.5687      -43.63    -22.4534    -831.593     1575.08    -170.035     1400.03    -592.055    -879.105    -258.465     47.8222     15.9093     9.54275      12.301     7.37964     5.27202     104.932       0.389    0.101327
   0.0623713    -128.156    -217.438     -29.515    -45.1674    -18.3961    -879.507     1663.28    -176.147      1486.8    -623.159    -931.643    -278.257     50.6723      16.846     10.1018     13.0254     7.80975     5.57813     104.951    0.439401    0.113722
   0.0652191    -132.345    -228.082    -25.8454    -46.6224    -13.6667    -927.508     1751.62    -181.953     1574.38    -653.802    -983.768    -298.214     53.5245     17.7819     10.6602     13.7488     8.24184     5.88535     104.914    0.459019    0.118835
   0.0681969    -135.889    -237.193    -21.7374    -47.9141    -8.31652    -977.325     1845.97    -187.129     1668.68    -686.635    -1040.42    -320.597      56.359     18.7117     11.2158     14.4678     8.67197      6.1925     104.926    0.513705    0.134257
   0.0713107    -138.156    -243.487     -17.061     -48.927    -2.33672    -1025.19     1940.94    -191.232     1764.27    -719.349    -1097.22    -343.315     58.9674     19.5636     11.7201     15.1252     9.06145     6.46892     104.894    0.545752    0.140319
   0.0745666    -138.924    -245.611    -11.9702    -49.5858     4.18206    -1072.51     2040.53    -193.924     1865.01    -753.814    -1158.19    -368.316     61.2891     20.3223     12.1734     15.7131     9.41284     6.72002     104.903    0.606513    0.158017
   0.0779712    -137.666    -242.372    -6.51872    -49.8116     11.0633    -1114.95     2139.74    -194.914     1965.93    -788.112    -1219.25    -393.789     63.1409      20.925     12.5297     16.1791     9.68793     6.91427     104.866    0.644303    0.167153
   0.0815313    -134.372    -233.519   -0.898829    -49.6062      18.134    -1154.71     2242.77    -194.167     2070.91    -824.337    -1284.65    -421.557     64.5426     21.4129     12.8301     16.5563     9.92018     7.08201     104.878     0.71957      0.1866
   0.0852539    -129.121    -219.111     4.79158    -49.0057     25.2574    -1189.02     2343.84    -191.824     2174.19    -860.042    -1349.86    -449.797     65.4333     21.6824     12.9851     16.7647       10.04     7.16567     104.842    0.770302    0.200197
   0.0891464    -122.533    -200.879     10.4282    -48.1332     32.2691    -1220.42     2446.76    -188.367     2279.48    -897.237    -1418.61    -480.099     65.9965     21.8758     13.1031     16.9142     10.1303     7.23075     104.837      0.8467    0.219007
   0.0932167    -115.612    -181.038     15.6358    -47.1553     38.6894    -1250.82     2549.57    -184.449     2384.27     -935.35    -1489.58    -511.907     66.4126     22.0277     13.1982     17.0317     10.2048         7.3      104.83    0.929649     0.24184
   0.0974729    -109.012    -162.709      20.555    -46.2577     44.7089    -1281.29     2650.14    -180.838     2486.88    -973.384       -1561    -544.086     66.9314      22.214     13.3138     17.1757     10.2942     7.35055     104.793     1.00205    0.259764
    0.101923    -104.089    -149.221     25.2104    -45.6268     50.3545    -1316.63     2751.94    -178.291     2590.53     -1013.1    -1635.93    -578.596     67.8892     22.5439     13.5151     17.4308     10.4489     7.46205     104.783      1.0997    0.284664
    0.106577     -101.23    -142.454     29.7651    -45.3806     55.7685    -1358.93     2854.36    -177.317     2694.97    -1053.82    -1713.31    -614.697     69.5024     23.0828     13.8393     17.8475     10.7005     7.64291     104.777     1.20976    0.314873
