 -0.00278201    0.0277772   -0.0338416 -0.000882345   -0.0338482      1.07909     -2.40994  -0.00335537     -2.55213      1.23794      2.88727      1.34304 
  -0.0212747    0.0885127    -0.134921  -0.00675623    -0.135015    -0.109883     -1.13898   -0.0256926     -1.08983     0.366986     0.761499     0.825342 
    -1.09254    -0.342644     -2.05399    -0.348005     -2.06775     -6.79681      12.2475     -1.32339       7.5327     -5.56431     -6.51243      -1.3232 
    -4.71977     -4.62512      -5.7594     -1.50128     -5.83251     -20.9922      35.1295     -5.70908      22.5386     -16.1569     -19.4464     -3.33891 
    -11.1053     -13.9823     -10.5052      -3.5216     -10.6781     -41.7908      71.0375     -13.3919      47.9953     -32.2114     -40.0161     -7.28077 
    -43.2671     -68.7677     -26.1034     -13.6036     -26.2327     -151.932      245.872      -51.732      195.073     -109.091     -143.475     -30.4815 
    -70.0119     -114.747     -34.4273     -22.2758      -33.134     -286.685      500.792     -84.7104       406.53     -200.181     -272.496     -63.4365 
    -83.2173      -132.22     -36.4649      -27.407     -32.9735     -416.597      763.662     -104.224      646.053     -295.239     -414.765     -105.053 
    -93.8765     -147.601     -34.5843     -31.7957     -28.8181     -544.959      1028.13     -120.913      893.915     -390.498     -564.317     -154.635 
    -108.953     -179.803     -28.3249     -36.9074     -19.9325     -685.692      1290.96     -140.351      1147.68     -483.913     -716.916     -209.444 
    -121.571     -210.702     -17.2639     -41.0897     -5.50025     -825.793      1550.63     -156.256       1406.5     -574.364     -872.235     -269.709 
    -120.431      -207.52     -3.63463     -42.1212       11.851     -934.682      1797.51     -160.178      1656.86     -659.019     -1021.85     -331.524 
    -105.995     -168.131      9.11676     -40.3787      27.8019     -1004.49      2021.85     -153.552      1885.85     -738.798     -1167.88     -394.954 
    -91.2317     -127.601      19.1024     -38.4437      40.0484     -1062.41      2221.35     -146.194      2089.34     -814.069     -1308.63     -458.606 
    -87.2545     -118.646      27.1965     -38.2392      49.7175     -1140.18      2401.45     -145.416      2272.92      -885.55     -1445.25     -522.197 
    -93.2441     -140.265      35.5192     -39.4847       59.591     -1241.75      2570.38     -150.152      2446.74     -952.881     -1575.58     -583.939 
     -98.193     -160.514      44.9146     -40.3631      70.8124     -1339.44      2731.96     -153.493      2615.21     -1016.17     -1700.04     -644.037 
     -92.075     -148.011      54.4577     -39.4275      82.2083      -1401.1      2882.82     -149.935      2774.07     -1076.27     -1819.95      -703.54 
    -76.3116     -105.551      62.5017     -37.0351      91.7225     -1425.73      3018.33     -140.837      2916.74     -1132.08      -1932.7     -760.291 
    -61.1865     -64.0985      68.3067     -34.7265      98.3999     -1444.34      3139.62     -132.058      3043.65     -1185.31     -2041.69      -815.92 
    -55.1694     -50.4328      72.5789     -33.6079      103.107     -1485.77      3247.45     -127.804      3155.93     -1234.99     -2144.54     -869.138 
    -57.8733     -64.2508      76.5238     -33.5576      107.429     -1553.77       3349.1     -127.613      3262.24     -1282.51     -2243.59     -920.611 
    -61.9946     -82.9366      80.8533     -33.6175      112.263     -1624.57      3445.31     -127.841      3363.64      -1327.2     -2336.93     -969.481 
    -59.5943     -81.0065      85.3238     -32.8723       117.33     -1670.25      3536.62     -125.007      3460.54     -1369.46     -2426.25        -1017 
    -50.0477      -55.709      89.1168     -31.3043      121.576      -1686.8      3620.38     -119.044      3549.54     -1409.61      -2511.6     -1062.56 
    -39.2222      -25.566      91.8027     -29.6093      124.441     -1693.92      3696.02     -112.598      3629.53     -1447.56     -2592.96     -1106.43 
    -32.8181     -9.32235      93.6016     -28.4046      126.201     -1713.19      3764.57     -108.017      3701.63     -1483.32     -2669.87     -1148.09 
    -32.3515     -12.2552      94.9909     -27.8145      127.464     -1751.91      3828.29     -105.773      3768.65     -1517.22     -2743.15     -1188.09 
