-0.000393375  5.05356e-08            0           -0            0            0            0           -0            0            0            0            0 
 -0.00301192   1.4042e-06            0           -0            0            0            0           -0            0            0            0            0 
   -0.155796  0.000928325            0           -0            0            0            0           -0            0            0            0            0 
   -0.677078    0.0112166            0           -0            0            0            0           -0            0            0            0            0 
    -1.59866    0.0504963            0           -0            0            0            0           -0            0            0            0            0 
    -6.15008     0.700405            0           -0            0            0            0           -0            0            0            0            0 
    -9.34784      2.44632            0           -0            0            0            0           -0            0            0            0            0 
    -9.93325       4.8772            0           -0            0            0            0           -0            0            0            0            0 
    -10.0966      7.35485            0           -0            0            0            0           -0            0            0            0            0 
    -11.2223       9.7549            0           -0            0            0            0           -0            0            0            0            0 
     -11.877      12.4058            0           -0            0            0            0           -0            0            0            0            0 
      -9.734       15.454            0           -0            0            0            0           -0            0            0            0            0 
    -4.96657      18.5139            0           -0            0            0            0           -0            0            0            0            0 
   -0.478574      20.9611            0           -0            0            0            0           -0            0            0            0            0 
     1.25133      22.5252            0           -0            0            0            0           -0            0            0            0            0 
    0.526203      23.5606            0           -0            0            0            0           -0            0            0            0            0 
  -0.0211598      24.6426            0           -0            0            0            0           -0            0            0            0            0 
      2.0286      26.0938            0           -0            0            0            0           -0            0            0            0            0 
      6.2793      27.6581            0           -0            0            0            0           -0            0            0            0            0 
     10.2025      28.8702            0           -0            0            0            0           -0            0            0            0            0 
     11.7021      29.4323            0           -0            0            0            0           -0            0            0            0            0 
      10.937      29.5297            0           -0            0            0            0           -0            0            0            0            0 
     9.80367      29.5642            0           -0            0            0            0           -0            0            0            0            0 
     10.3411      29.8888            0           -0            0            0            0           -0            0            0            0            0 
     12.6894      30.4191            0           -0            0            0            0           -0            0            0            0            0 
     15.3128       30.878            0           -0            0            0            0           -0            0            0            0            0 
     16.7165      31.0327            0           -0            0            0            0           -0            0            0            0            0 
     16.5101       30.845            0           -0            0            0            0           -0            0            0            0            0 
     15.5984      30.5317            0           -0            0            0            0           -0            0            0            0            0 
     15.2657      30.3208            0           -0            0            0            0           -0            0            0            0            0 
     16.0362      30.2739            0           -0            0            0            0           -0            0            0            0            0 
     17.4308      30.3002            0           -0            0            0            0           -0            0            0            0            0 
     18.4689      30.3929            0           -0            0            0            0           -0            0            0            0            0 
     18.7723       29.961            0           -0            0            0            0           -0            0            0            0            0 
     17.7024      29.2187            0           -0            0            0            0           -0            0            0            0            0 
     18.2209      28.7043            0           -0            0            0            0           -0            0            0            0            0 
     18.9823      28.1975            0           -0            0            0            0           -0            0            0            0            0 
     18.4907      27.4609            0           -0            0            0            0           -0            0            0            0            0 
     18.3276      26.7903            0           -0            0            0            0           -0            0            0            0            0 
     18.5045      25.8493            0           -0            0            0            0           -0            0            0            0            0 
     17.9542      24.8006            0           -0            0            0            0           -0            0            0            0            0 
     17.6503      23.5311            0           -0            0            0            0           -0            0            0            0            0 
     16.9093      21.9728            0           -0            0            0            0           -0            0            0            0            0 
     15.8631      19.9823            0           -0            0            0            0           -0            0            0            0            0 
     14.6628      17.9657            0           -0            0            0            0           -0            0            0            0            0 
     12.5885      14.8479            0           -0            0            0            0           -0            0            0            0            0 
     10.8365      12.4373            0           -0            0            0            0           -0            0            0            0            0 
     8.97257      10.0156            0           -0            0            0            0           -0            0            0            0            0 
     6.90678      7.50047            0           -0            0            0            0           -0            0            0            0            0 
     4.71481      4.98576            0           -0            0            0            0           -0            0            0            0            0 
     1.62227      1.62964            0           -0            0            0            0           -0            0            0            0            0 
     0.30933     0.296154            0           -0            0            0            0           -0            0            0            0            0 
