#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
      0.0005 -0.00890785   0.0531708  -0.0677781 -0.00191376  -0.0677431  -0.0294276   0.0218232 -0.000243049   0.0216699  0.00570127   0.0117509  0.00604867 5.73968e-07 0.000415229 0.000354095 0.000327571  0.00027963  0.00023213 -0.000239532  -0.0164236 -0.00430112
       0.001  -0.0658306    0.161496   -0.270373  -0.0140936    -0.27043   -0.133549    0.103434 -0.000817437    0.102916   0.0145729   0.0305929   0.0160936 8.56421e-05  0.00308623   0.0023885   0.0024347  0.00188427  0.00146424 -0.000795108  -0.0443661  -0.0115955
       0.004    -3.30713    -1.39727    -4.10354   -0.704543    -4.12497    -3.36025      3.0818  -0.0137873     3.11884   -0.482818   -0.942685   -0.457844  0.00893029    0.159117    0.135781    0.125526    0.107107   0.0891457   0.0175401     1.14662    0.302058
       0.007    -14.2427    -12.3115    -11.4462     -3.0257    -11.5548    -8.30105     3.89114  -0.0391523     4.20902     1.25699     2.57616     1.32467 -0.00513347    0.689659     0.59156    0.544067    0.466677    0.389062  -0.0618816    -3.56049   -0.931991
        0.01    -33.4546    -35.1557    -20.6981    -7.08462    -20.9133    -31.1384     35.3807  -0.0773216     36.4669    -11.1889    -22.2401    -11.0372    0.150525     1.72404     1.46492     1.36009     1.15567    0.960356    0.448237     28.3825     7.46738
        0.02    -129.691    -165.015    -49.2833    -27.2243     -48.475    -92.7811     98.1277   -0.159792     106.561    -24.8397    -49.3241    -24.4412    0.343541     7.35722     6.27709     5.80405     4.95195     4.12031    0.973552     62.5015     16.4578
        0.03    -208.436    -270.627     -60.679    -44.3669    -55.2776    -123.919     131.945    -0.12643     153.429    -17.8679    -35.3125    -17.3827    0.280168      13.315     11.3888     10.5041     8.98455     7.48184    0.659942     43.2817     11.4318
        0.04    -246.052    -307.785    -58.3652    -54.3998    -46.5911    -133.191     169.072  -0.0989491     205.053    -11.5402    -22.7634    -11.1657    0.229712     18.0574     15.4563     14.2453     12.1933     10.1561    0.377785     26.1647     6.97048
        0.05    -275.752    -338.935     -47.977    -62.8812    -29.6996    -141.974     212.611  -0.0109816     262.954       -9.77    -19.4862    -9.66884    0.215622     22.9168     19.6189     18.0789     15.4772     12.8913     0.29002     21.4316     5.77393
        0.06    -316.945    -404.775    -28.8304    -72.4927    -3.37123    -155.174     248.358    0.391345     312.871    -5.38804    -11.1276    -5.71937   0.0653788     28.7704     24.6356     22.6968     19.4351     16.1865   0.0982071      10.565     2.97937
        0.07    -349.049     -462.43   -0.590308    -80.0403     33.3952    -166.209     288.751    0.999818     366.815    -4.56562    -9.86406     -5.3573   -0.142605     34.3922     29.4471     27.1317     23.2306     19.3431   0.0618797      9.5463     2.78237
        0.08    -342.251    -444.112     31.5917    -81.7271     74.4256    -150.318     321.853     1.20985     411.829    -2.65277    -6.42352    -3.87516    -0.26358     37.8181     32.3714     29.8344     25.5375     21.2583  -0.0193391      5.9253     1.91324
        0.09    -301.401     -353.76     60.7803    -78.6796     111.026    -111.155     346.666    0.692757     445.894   -0.259217    -1.90392    -1.81398   -0.127577     39.0303     33.3929     30.7907     26.3434     21.9249   -0.119723     1.27689    0.785974
         0.1    -262.133    -267.501     83.8677    -75.4921     139.468    -77.9027     369.806 -0.000945381     475.952   -0.651615    -2.92204    -2.46065    0.138734     39.9901     34.1969     31.5479     26.9776     22.4501   -0.102243     4.04383     1.61682
        0.11     -250.23    -244.876     103.001    -75.0656     162.555    -64.0443     382.153 -0.00305687     493.757     1.97306     2.16296  -0.0322616    0.100252     42.2857      36.157     33.3588     28.5239     23.7349   -0.207344   -0.690625    0.489442
        0.12    -259.894    -274.652     122.044    -76.5874     185.376    -69.5639      397.14    0.879991     513.489     2.04346     2.11195   -0.194454   -0.329644      45.726     39.1028     36.0729     30.8479     25.6628   -0.204499     1.30681     1.14059
        0.13    -264.575    -295.682     142.037     -77.268     209.368    -69.7006     407.827     1.84541     528.218     3.05693     3.99252    0.608212   -0.870526     48.7377     41.6794     38.4488     32.8805     27.3455   -0.241032    0.882997     1.16695
        0.14    -245.297    -260.896      161.21    -75.3757     232.275    -50.3602     414.584      1.8469     537.982     4.79016     7.36212     2.26638   -0.977187     50.0912     42.8233     39.5165      33.783     28.0889   -0.303512     -1.1566    0.780349
        0.15    -209.075    -184.868     177.215    -71.7622     251.175    -21.2944     422.263    0.798796     547.737      4.5082     6.74129     1.94303   -0.487471     50.1349     42.8333     39.5511     33.7909     28.0924   -0.287412     1.62859     1.67092
        0.16     -176.93    -117.617     189.429    -68.4312     265.265     4.94388     422.939   -0.315905     549.628     6.45259     10.6629      3.9138   0.0788669     50.1495     42.8251     39.5626     33.7844      28.088   -0.359306    -1.09445     1.12665
        0.17    -161.656    -91.1224     199.163     -66.455     276.186     15.6337     425.503   -0.512006     552.967     6.64862     11.1448     4.20271    0.174066     51.0035     43.5505     40.2363     34.3567     28.5638   -0.362494    0.349228     1.68667
        0.18    -159.211    -96.4107     207.947    -65.4505     285.969     18.2775     425.518     0.29046     553.318     7.50608     12.9367     5.09021   -0.358312     52.5136     44.8521     41.4276     35.3835     29.4134   -0.387352    0.346241     1.87753
        0.19    -157.081    -102.742     216.438     -64.406     295.426     22.3592     423.548     1.28782     551.401     8.74351     15.3606     6.27109     -1.0731     53.9248     46.0687     42.5408     36.3433      30.204   -0.429899   -0.875034     1.75939
         0.2     -145.85    -86.1716     224.263    -62.6491     304.119     31.5858      422.68     1.51574     550.155     8.81229     15.5692     6.45303    -1.30295     54.6481     46.6808     43.1115     36.8261      30.599    -0.42375    0.782322     2.40656
        0.21    -127.483    -50.9587     230.715    -60.3638     311.131     45.0189     418.577    0.831606     545.347      10.045     18.1165     7.76154   -0.903566     54.7709     46.7655     43.2083     36.8929      30.653   -0.464651   -0.621037     2.26138
        0.22    -109.812      -16.66      235.67    -58.1244     316.293     55.3584      415.65  -0.0752268     541.544     10.3874     18.9447     8.25725   -0.286692     54.7937     46.7635     43.2263     36.8914     30.6532   -0.469347   0.0590032     2.67261
        0.23    -97.6678     4.16705     239.491    -56.2572      320.07     62.2651     412.091   -0.484427     537.056     10.8373     19.9376     8.81408 -0.00405715      55.041     46.9663     43.4215     37.0514     30.7875   -0.481661    0.105225     2.92766
        0.24    -90.6096      12.414     242.572    -54.7215     322.965     67.7615     407.696   -0.197381     531.585     11.4127     21.1854     9.52017   -0.258631     55.5082     47.3717       43.79     37.3712     31.0518   -0.499925   -0.382921     3.05314
        0.25    -84.9162     17.4793     245.188    -53.2843     325.324     73.5482     403.631    0.394438     526.294     11.7035     21.8773     9.94244   -0.777145     55.9814     47.7864     44.1633     37.6983     31.3193    -0.49911    0.145285     3.45457
        0.26    -77.6363     26.9687     247.323    -51.7762     327.127     80.0775     398.466    0.722255     519.785     12.0851     22.6959     10.3486    -1.10249     56.2796      48.044     44.3986     37.9015     31.4839   -0.509258   -0.168796     3.64592
        0.27    -68.7651     41.0316     248.888    -50.2057     328.267     85.2412     393.348    0.554653     513.181     12.3548     23.3162     10.7499    -0.99883     56.4055     48.1423     44.4978     37.9791     31.5463   -0.510377  -0.0822969     3.95196
        0.28    -59.9758     55.3366     249.903    -48.6698     328.752     88.3485      388.16    0.101226     506.669     12.5996     23.9467     11.1222   -0.620301     56.4662     48.1796     44.5458     38.0085     31.5711   -0.511061   -0.122582     4.23518
        0.29    -52.6618     66.4115     250.427    -47.2384     328.658     90.3575     383.337    -0.23877     499.998     12.5873     24.0474     11.2546    -0.32193     56.5518     48.2426     44.6133     38.0583     31.6134   -0.505145    0.102723     4.59976
         0.3    -46.6937     74.0648     250.578    -45.9016     328.132     93.4109     378.034   -0.262842     493.328     12.8424     24.6616     11.6391   -0.317306     56.6597     48.3341     44.6984     38.1304     31.6731   -0.508403   -0.374834     4.78839
        0.32    -35.9323     88.1125     249.989    -43.3625      326.08      101.45     368.025    0.119572     479.809     12.7999     24.7701     11.8444   -0.739952     56.7864     48.4502     44.7984      38.222     31.7453    -0.48998   -0.147187     5.51165
        0.34    -25.6811     101.811     248.333     -40.981     322.819     104.997     358.508  0.00562209     466.845     12.2539     23.9295      11.523   -0.642165     56.7865      48.441     44.7984     38.2147     31.7371   -0.457493     0.54645     6.40152
