#          k           1          b1       b1*b1
      0.0005      408.44     1208.06 1.23491e-07
       0.001     783.265     2316.69 1.77517e-06
       0.004      2575.3     7617.06    0.000145
       0.007     3736.99       11053 0.000200384
        0.01     4441.86     13137.8 -0.00314699
        0.02     4827.88     14279.6  -0.0921883
        0.03     3934.39       11637   -0.139634
        0.04     3021.14        8936    0.159944
        0.05     2467.84     7299.67    0.550765
        0.06     2173.11     6428.11    0.310036
        0.07     1930.72     5711.32   -0.518216
        0.08     1638.44     4846.97   -0.591671
        0.09     1337.16     3955.97    0.933076
         0.1     1107.45     3276.55     2.59428
        0.11     973.473     2880.13      1.9094
        0.12     899.085     2659.87    -1.81398
        0.13     831.091     2458.57    -6.04228
        0.14     742.457     2196.35    -7.09116
        0.15      644.81     1907.56     -4.4645
        0.16     563.096     1665.85    -1.73512
        0.17      508.89     1505.34    -2.97054
        0.18     474.664     1403.81    -8.62815
        0.19     445.547     1317.43    -15.3111
         0.2     411.399     1216.33     -18.515
        0.21     373.114     1103.14    -17.1558
        0.22      337.79     998.701    -14.7497
        0.23      309.76     915.709    -15.0508
        0.24     288.632     853.007    -19.2659
        0.25     271.015     800.627    -25.4151
        0.26     253.526     748.747     -29.778
        0.27     235.539     695.502    -30.9374
        0.28     218.088     643.914    -29.9427
        0.29     202.523      597.88    -29.4693
         0.3     189.244     558.478    -31.3458
        0.32     166.658     491.394    -37.7933
        0.34     146.357     431.328    -39.2769
        0.36     128.814     379.483    -38.8697
        0.38     114.038     335.717    -40.8078
         0.4     101.165     297.683    -41.3177
        0.43     84.9384     249.937     -39.413
        0.46      71.763     211.265    -37.5574
         0.5     57.9559      170.74    -33.8597
        0.55     45.3075     133.717    -28.4302
        0.62     34.5749     102.541    -16.6534
         0.7     26.7644     79.2884    -9.64863
        0.85     18.5307     54.7882    -1.97777
           1     13.2203     39.0976   -0.127941
         1.2     8.66701     25.6248  -0.0332239
         1.5     5.11087     15.1098  -0.0218896
           2     2.55034     7.53937  -0.0256823
           4    0.436249     1.28848  -0.0157415
          10   0.0589521    0.175668   0.0262765
