0.00751627  55659.7  22454.2  1747.02  1.24695e+08  7.507e+08  1.26714e+09  8.64843e+07  2.57349e+06  2.73759e+08  7.12203e+06  4.34216e+07  7.31195e+07  5.25659e+06  211435  1.67518e+07
0.0160715  69125  35402.3  5856.71  2.64883e+07  1.72731e+08  2.6012e+08  2.47408e+07  3.46202e+06  5.47656e+07  1.55496e+06  1.02863e+07  1.53973e+07  1.53359e+06  224498  3.42572e+06
0.0256797  61491.1  26695.2  1617.88  7.80067e+06  4.83659e+07  7.57205e+07  6.20413e+06  349639  1.3827e+07  448619  2.82008e+06  4.39344e+06  379508  24385.1  853773
0.0354792  47250.6  21213.1  -948.263  2.49747e+06  1.50806e+07  2.38181e+07  1.95072e+06  -135445  3.62861e+06  140459  861269  1.35343e+06  118443  -7159.41  223561
0.0453627  36945.7  16141.7  619.054  986661  6.03714e+06  9.67145e+06  740486  32198.7  1.62605e+06  53114.7  332074  528813  43978.9  2571.36  98394.4
0.0552996  31487  14276.2  834.444  505489  3.10332e+06  4.88752e+06  385347  17766.9  838649  26489.9  166671  260387  22596  1359.41  50091.3
0.0652496  27792.6  11727.4  156.405  293481  1.75128e+06  2.78552e+06  201212  -2498.5  412683  14978  91582.9  144474  11640.8  44.0761  24421.6
0.0752209  24242.8  10233.9  592.685  176926  1.05585e+06  1.67942e+06  118078  1776.69  246112  8743.65  53644.6  84552.1  6727.45  221.019  14409.8
0.0851993  20372.3  8432.75  687.024  104945  625458  997788  66688.7  3824.38  145651  4971.16  30605.6  48331.4  3726.34  298.553  8410.32
0.0951756  16730.2  7347.4  625.451  62751  374750  594084  40247.2  2449.01  87283.5  2815.18  17477.3  27347.3  2192.19  188.778  4931.72
0.105161  14425.2  6188.3  782.973  41540.1  246432  395631  24896.5  2215.29  56881.3  1775.84  10992.8  17433.8  1324.58  154.927  3151.01
0.115147  12866.8  5687.37  468.543  29640.1  174613  280979  17680  808.871  37858.7  1221.5  7529.07  11958.4  924.25  70.8558  2072.92
0.12513  11823  4790.09  237.845  22363.5  128518  206976  11771.8  -81.4251  23332  892.42  5349.66  8496.28  605.836  15.4587  1269.92
0.135121  10850.1  4288.49  381.438  17157  98296.1  158028  8547.33  210.354  17657.6  662.313  3967.72  6283.35  432.974  26.332  950.923
0.145118  9698.73  3853.8  454.747  12940.7  73806.5  118700  6181.28  190.793  12357.8  478.099  2858.33  4521.18  306.574  20.9136  656.846
0.155111  8579.38  3470.58  352.21  9798.47  55576.6  90049.7  4533.44  75.5262  8860.47  344.614  2054.46  3277.11  219.665  12.306  463.745
0.165104  7748.9  3220.76  404.58  7711.32  43783.7  70646.6  3510.97  148.008  7088.63  259.71  1556.76  2466.64  166.475  14.2692  363.908
0.175096  7108.3  2872.93  339.8  6240.85  35059.6  56991.8  2642.68  56.0821  5260.86  202.372  1200.33  1917.93  123.227  8.7032  268.891
0.185089  6613.39  2626.31  368.237  5178.6  28985.9  47033.8  2084.1  80.9118  4135.45  162.435  961.124  1531.56  95.7311  8.53475  209.56
0.195083  6128.28  2349.2  372.011  4315.12  23980.2  39042  1609.39  73.8009  3133.21  130.648  767.115  1227.1  72.6388  7.07319  158.035
0.205081  5668.24  2106.06  367.532  3619.7  19986.7  32565.4  1254.79  66.9359  2364.92  105.54  616.028  985.127  55.6366  6.19409  118.906
0.21508  5261.72  1978.37  331.767  3071.71  16901.6  27610.4  1033.51  46.6015  1923.72  86.5015  503.421  807.683  45.0295  4.60982  95.6942
0.225076  4845.77  1786.87  320.878  2606.56  14251.5  23283.8  819.908  33.1622  1509.16  70.58  408.353  654.738  35.1465  3.6703  75.0939
0.235072  4535.48  1689.51  289.909  2258.69  12312  20116.9  691.082  21.9119  1235.34  59.2172  341.725  547.478  29.102  2.84504  60.955
0.245069  4239.53  1522.83  318.194  1965.87  10668.4  17466  556.825  30.5412  967.72  49.8617  286.485  459.744  23.1049  2.9186  48.0292
0.255066  3982.53  1358.92  328.551  1726.99  9320.53  15269.7  445.222  34.6737  772.563  42.4667  242.314  389.256  18.2546  2.73197  38.4658
0.265064  3743.02  1250.06  330.552  1525.58  8199.61  13459.4  369.733  30.4793  611.091  36.3875  206.712  332.733  14.9244  2.41781  30.8256
0.275062  3522.69  1130.87  339.279  1355.18  7250.55  11911.8  302.206  30.054  464.174  31.3669  177.163  285.467  12.035  2.19528  23.9354
0.285059  3306.72  1049.9  319.427  1207.07  6431.52  10586.3  254.633  22.6654  392.131  27.1009  152.35  246.081  9.99404  1.7973  20.3361
0.295056  3117.6  977.07  301.571  1082.9  5752.26  9465.72  216.83  19.5877  324.079  23.6219  132.337  213.497  8.39237  1.5666  16.8944
