0.00751627  52170.6  24459.8  -9002.99  1.10511e+08  6.46936e+08  1.06647e+09  8.69497e+07  -2.08839e+07  1.50276e+08  6.25753e+06  3.70498e+07  6.0778e+07  5.24962e+06  -1.21615e+06  9.15993e+06
0.0160715  66354.7  30637.8  5400.1  2.43909e+07  1.55898e+08  2.47578e+08  2.05048e+07  3.25605e+06  4.90591e+07  1.42471e+06  9.23583e+06  1.46132e+07  1.26822e+06  210385  3.06729e+06
0.0256797  61125.7  27237.9  3475.44  7.73471e+06  4.93265e+07  7.76481e+07  6.4031e+06  1.05397e+06  1.46517e+07  444660  2.87935e+06  4.51264e+06  391825  67412.1  905880
0.0354792  47750.3  21456.5  190.369  2.54495e+06  1.56261e+07  2.42324e+07  2.00537e+06  25560.3  4.21217e+06  143341  894801  1.37879e+06  121916  2752.36  259513
0.0453627  37301.3  15634.9  -261.042  1.00086e+06  6.0022e+06  9.53118e+06  718420  -19891.6  1.38366e+06  53942.5  329833  520184  42671.6  -587.322  83816.2
0.0552996  31407.3  13687.3  1511.97  502117  3.07326e+06  4.81657e+06  365733  28138.8  815614  26284.4  164845  256129  21444.2  1951.83  48724.4
0.0652496  27961.8  12203.3  182.787  296876  1.78532e+06  2.86198e+06  211263  -601.542  454893  15177.2  93604.4  148977  12232.6  170.286  26920.7
0.0752209  24352.1  10471.1  659.656  178370  1.07111e+06  1.69159e+06  121803  3676.66  257136  8826.94  54532.6  85262  6944.99  333.565  15051.4
0.0851993  20343.2  8617.68  225.486  104796  620418  992312  67709.9  -202.692  139817  4963.57  30322.2  48019.1  3779.79  73.2568  8067.95
0.0951756  16766.7  7208.92  657.786  62899.9  374395  596578  39513.5  2412.93  85734.3  2822.62  17453.7  27478.8  2152.65  185.752  4849.51
0.105161  14278.4  6281.24  606.138  40987.3  242582  388841  25073.7  1278.32  54753.4  1747.07  10786.3  17068.2  1331.1  104.549  3027.55
0.115147  12932.3  5626.69  261.565  29821  173895  278935  17378.9  -25.7872  35153.9  1230.56  7487.56  11844.5  908.283  26.0437  1926.18
0.12513  11893.6  4785.24  368.231  22536.9  130039  209546  11870.9  277.181  24186.8  901.234  5429.11  8630.22  611.906  34.1516  1317.75
0.135121  10817.7  4229.51  212.729  17086.8  97224.1  157377  8386.3  -133.375  16730.1  658.695  3911.79  6247.21  424.222  8.59594  902.065
0.145118  9687.12  3867.93  338.03  12923.2  73524.2  119135  6197.35  38.4768  12309.6  477.245  2844.23  4543.16  307.139  13.4618  654.345
0.155111  8586.67  3460.29  345.158  9807.72  55623.7  89943.4  4532.49  77.1174  8921.36  345.04  2056.75  3272.22  219.656  12.4276  466.578
0.165104  7704.7  3225.91  355.172  7663.79  43455.1  70182  3503.37  91.9113  6972.95  257.491  1540.94  2444.36  165.86  11.5768  357.663
0.175096  7081.31  2945.57  375.694  6219.53  35156.4  56791.1  2720.9  120.198  5442.53  201.456  1205.33  1909.25  126.865  11.7702  277.398
0.185089  6585.86  2602.64  370.482  5156.06  28822.3  46826.2  2058.54  70.8691  4074.67  161.398  953.408  1521.71  94.4572  8.03526  206.491
0.195083  6147.84  2348.37  353.377  4328.5  24047.1  39156.2  1611.54  71.6926  3109.65  131.235  770.098  1232.19  72.7809  6.96611  157.085
0.205081  5685.43  2136.48  405.294  3630.72  20112.7  32720.2  1278.05  93.3562  2499.05  106.03  621.833  992.332  56.7384  7.43993  125.129
0.21508  5242.61  1999.89  352.316  3062.11  16877  27521.9  1044.58  51.965  1960.8  86.0973  502.407  803.834  45.4811  4.8634  97.2357
0.225076  4866.01  1798.1  317.187  2616.08  14311.9  23380.2  827.053  35.0261  1517.51  70.9792  410.96  658.826  35.4868  3.75824  75.5586
0.235072  4525.99  1670.66  266.981  2254.58  12274.9  20033.3  683.114  18.2966  1189.19  59.0399  340.068  543.837  28.7474  2.66083  58.9089
0.245069  4241.05  1508.97  294.198  1966.21  10645  17422.5  549.383  20.3925  950.082  49.8675  285.456  457.82  22.7877  2.4952  47.2147
0.255066  3983.79  1375.23  319.948  1727.53  9323.35  15248.1  450.577  29.396  768.128  42.4893  242.428  388.366  18.4694  2.51764  38.2474
0.265064  3740.21  1249.99  327.877  1524.76  8201.9  13435.6  370.018  34.6604  627.866  36.354  206.81  331.785  14.938  2.5899  31.4898
0.275062  3524.76  1157.95  348.472  1355.94  7275.63  11939.3  310.837  36.3172  515.785  31.3997  178.222  286.648  12.3869  2.46926  26.0291
0.285059  3317.38  1048.64  316.515  1209.71  6444.23  10592.5  254.422  22.5435  391.349  27.1997  152.835  246.291  9.99255  1.79312  20.3082
0.295056  3118.64  975.077  336.087  1083.16  5764.79  9475.79  216.574  27.7251  348.107  23.6304  132.834  213.917  8.39118  1.88599  17.8511
0.305053  2952  878.051  326.038  977.794  5178.12  8524.12  178.449  23.9559  276.219  20.7747  115.935  187.066  6.83644  1.60675  14.4372
0.315053  2789.16  804.27  300.087  884.839  4664.63  7680.97  150.353  17.9514  205.228  18.2826  101.38  163.559  5.67895  1.29773  11.3155
0.325052  2641.82  731.99  298.033  804.601  4223.47  6970.05  124.918  15.4119  150.207  16.2092  89.3438  144.629  4.6873  1.12113  8.92037
0.335049  2500.95  666.108  335.911  733.757  3851.43  6353.99  105.913  21.9384  133.919  14.4057  79.5125  128.561  3.91974  1.31923  7.93734
0.345047  2370.81  604.561  307.262  671.617  3509.23  5796.23  88.6535  17.1463  94.4116  12.8604  70.446  114.126  3.23981  1.06115  6.13858
0.355046  2254.67  536.277  300.732  617.508  3211.66  5316.81  72.3788  14.5046  64.0154  11.5499  62.8273  102.086  2.62908  0.925353  4.82954
0.365046  2140.64  500.118  309.323  568.808  2957.21  4894.9  63.244  15.9756  52.5972  10.3944  56.5532  91.8702  2.27254  0.934272  4.18578
0.375044  2042.54  438.874  308.478  526.487  2726.15  4516.65  51.1957  14.4079  29.3874  9.42217  50.9355  82.8512  1.82747  0.849806  3.19963
0.385042  1941.03  403.978  311.687  487.521  2521.32  4177.22  43.7474  14.8571  16.3607  8.53134  46.0378  74.8889  1.55407  0.812713  2.58536
0.395042  1850.18  360.8  304.441  453.07  2335.84  3872.39  36.6166  12.7225  7.28009  7.76125  41.6796  67.7895  1.28821  0.723117  2.108
0.405042  1762.27  314.824  317.623  421.81  2172.41  3604.32  29.9199  14.4323  -0.415391  7.08135  37.9724  61.8554  1.04696  0.749012  1.70289
0.415041  1685.69  287.868  318.231  394.207  2026.83  3361.32  25.4107  13.6432  -9.20382  6.49495  34.7441  56.5525  0.888193  0.700323  1.31628
0.425039  1607.27  237.402  297.665  368.579  1886.54  3131.75  19.3963  11.1559  -19.9288  5.95586  31.5941  51.4966  0.675824  0.594552  0.841664
0.435038  1537.93  213.362  306.104  345.756  1768.63  2937.44  16.3605  11.5379  -23.3562  5.48774  29.1006  47.4514  0.568226  0.595083  0.645388
0.445037  1463.41  184.747  317.053  324.206  1656.82  2752.64  12.9549  12.1024  -24.8966  5.04501  26.7063  43.563  0.45276  0.584141  0.50707
0.455037  1403.72  157.032  310.151  305.412  1557.65  2587  10.1354  11.2749  -30.4717  4.67712  24.6776  40.2176  0.359074  0.545308  0.271648
0.465037  1340.74  131.37  301.79  287.707  1464.26  2434.97  7.79618  10.2148  -33.7078  4.32956  22.7505  37.1618  0.277193  0.494731  0.0860638
0.475036  1287.39  102.328  306  271.928  1381.08  2297.59  5.3859  9.62134  -37.5457  4.0314  21.1137  34.5058  0.197476  0.472237  -0.0841159
0.485034  1228.79  91.5594  308.924  256.869  1304.76  2170.14  4.38754  9.90471  -37.6091  3.74481  19.6188  32.0426  0.163576  0.462761  -0.14432
0.495033  1181.03  65.8058  315.216  243.514  1235.39  2057.35  2.56558  9.90627  -37.1704  3.49952  18.2935  29.944  0.104343  0.452758  -0.183944
0.505032  1131.85  43.2198  318.477  230.939  1170.15  1948.32  0.987904  9.8299  -39.0975  3.27021  17.0551  27.9026  0.0551538  0.437692  -0.282544
0.515032  1084.71  24.7456  318.445  219.285  1109.38  1847.6  -0.146916  9.22009  -39.608  3.0604  15.9185  26.0518  0.0184483  0.413085  -0.33139
0.525032  1043.96  8.71091  307.104  208.717  1054.31  1757.03  -1.0171  8.52119  -41.2604  2.87619  14.9158  24.4383  -0.0082354  0.382583  -0.414957
0.535031  1002.63  -4.88449  315.184  198.764  1003.56  1672.69  -1.74453  8.5601  -40.7825  2.70325  14.0101  22.9534  -0.0308507  0.376551  -0.436992
0.54503  957.669  -19.1425  310.139  189.216  954.588  1590.9  -2.25679  8.21236  -40.1205  2.53664  13.1216  21.4869  -0.0492539  0.356139  -0.461491
0.55503  922.265  -23.5877  318.985  180.709  911.552  1519.52  -2.4593  8.06492  -39.2081  2.39399  12.3883  20.2944  -0.0549918  0.347838  -0.449977
0.565029  887.471  -45.9839  319.57  172.717  870.211  1450.23  -3.36356  8.00008  -40.4707  2.26224  11.6758  19.113  -0.0827721  0.33795  -0.518726
0.575028  849.654  -59.3424  316.278  165.035  830.511  1384.63  -3.91316  7.64708  -39.7698  2.13367  10.9897  18.0048  -0.0968192  0.321791  -0.514065
0.585028  817.135  -67.1579  315.11  158.015  794.785  1325.89  -4.05205  7.3493  -39.0766  2.01999  10.3921  17.0456  -0.102622  0.307091  -0.522724
0.59503  787.253  -79.8504  312.582  151.487  760.998  1269.96  -4.47397  6.96973  -39.1098  1.91623  9.83644  16.1336  -0.113694  0.292387  -0.541558
0.605029  759.598  -85.3984  321.014  145.397  730.912  1218.45  -4.43651  7.18503  -37.7043  1.8222  9.36464  15.332  -0.114857  0.292395  -0.525398
0.615027  728.666  -93.2388  309.315  139.493  700.144  1168.19  -4.64888  6.52567  -37.201  1.72848  8.85807  14.5254  -0.118729  0.269697  -0.525589
0.625026  702.311  -96.3697  313.32  134.069  672.861  1122.38  -4.55893  6.32112  -36.5082  1.64547  8.43253  13.8186  -0.117318  0.260948  -0.520095
0.635026  674.224  -109.692  309.508  128.855  646.174  1078.79  -4.86756  6.19566  -36.3784  1.56475  8.00261  13.1356  -0.125857  0.251068  -0.533348
0.645026  650.537  -116.485  305.726  124.056  621.522  1037.79  -4.95941  5.82956  -35.7055  1.49383  7.62502  12.5194  -0.128183  0.237281  -0.532772
0.655025  626.294  -118.62  308.256  119.472  598.574  999.496  -4.8841  5.7339  -34.9147  1.42527  7.27746  11.9483  -0.125701  0.231489  -0.521276
0.665025  601.56  -128.299  308.031  115.092  576.261  962.433  -5.00109  5.56123  -34.0852  1.36025  6.93705  11.3888  -0.129146  0.224216  -0.51036
