#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -38.8421     -41.316    -24.6497    -8.53647    -24.9034    -27.4824     23.0648   -0.149208     24.3626    -3.38925    -6.44621    -3.01798    0.127814     1.89795      1.6167     1.46749      1.2515      1.0408     0.10027   0.0739907   0.0253626
   0.0104566     -43.047    -46.5322    -26.4416    -9.44015    -26.7059    -29.7775     24.9149   -0.159412     26.4025    -3.60047    -6.84616    -3.20386    0.136089     2.10812     1.79638        1.63     1.38896     1.15678    0.105893   0.0786177   0.0271289
    0.010934    -47.5482    -52.3864    -28.2891    -10.4232    -28.6326    -32.2961     26.7694    -0.17013     28.5253    -3.82798    -7.27738    -3.40388    0.144959     2.33859     1.99322     1.80818     1.54115     1.28445     0.11204   0.0833338   0.0287958
   0.0114332    -52.4612    -58.6543    -30.2487    -11.4913    -30.4925    -35.1079     28.9109   -0.180777     30.8739    -4.03628    -7.66969     -3.5854    0.153298     2.59163     2.20925     2.00381     1.70818      1.4221    0.117413   0.0872828   0.0301265
   0.0119553    -57.9157    -65.6276    -32.2413     -12.645    -32.4786    -38.0694     31.1065   -0.191276     33.3861    -4.18983    -7.95514    -3.71441    0.159825     2.86514     2.44279     2.21531     1.88877     1.57162     0.12055    0.089584   0.0309271
   0.0125011      -63.43    -73.0453    -34.3929    -13.8911    -34.6299    -41.1494      33.388   -0.199232     35.9681    -4.25469    -8.06728    -3.76003    0.163559     3.16361      2.6978     2.44503     2.08502     1.73401    0.120258   0.0896019   0.0311316
   0.0130719    -69.5371     -81.584    -36.5419    -15.2306    -36.8431    -44.3741     35.4186   -0.206213     38.4289    -4.21969    -7.98512    -3.71156    0.164041     3.48715     2.97461     2.69623     2.29994      1.9134    0.116104   0.0872502   0.0308766
   0.0136688    -76.2026    -90.5201    -38.7157    -16.6669    -38.8794    -47.4933     37.0524   -0.211799     40.5178    -4.10284    -7.74383     -3.5855    0.161842     3.83864     3.27491     2.96724     2.53217     2.10681    0.108761   0.0832101   0.0305246
   0.0142929    -83.2762     -99.874    -40.8639    -18.2017     -41.031    -51.0264     39.6007   -0.216712     43.5739    -3.95461    -7.43984    -3.42915     0.15864     4.21803     3.60043     3.26054     2.78385     2.31668    0.100249   0.0788581   0.0305926
   0.0149454    -90.9355    -110.545    -43.2846    -19.8359    -43.4349    -54.9322      42.307   -0.222025     46.8108    -3.84814    -7.21638    -3.31152    0.156866     4.62712     3.95271     3.57628     3.05503     2.54296   0.0934336   0.0761272   0.0315677
   0.0156278    -99.0428    -121.835    -45.7126     -21.571    -45.7793    -58.8377     45.1464    -0.22875     50.3425    -3.85503    -7.21295    -3.29949    0.158804     5.06987     4.33296     3.92008     3.35022     2.78932   0.0910169   0.0764429   0.0336463
