#          k           1          b1       b1*b1
        0.01     1653.57     7128.75     13829.8
   0.0104566     1681.74     7250.18     14065.4
    0.010934      1708.3     7364.69     14287.5
   0.0114332     1732.99     7471.15     14494.1
   0.0119553     1755.65     7568.83     14683.6
   0.0125011     1776.03     7656.67       14854
   0.0130719     1793.93     7733.84     15003.7
   0.0136688     1809.13      7799.4     15130.9
   0.0142929     1821.42     7852.38     15233.7
   0.0149454     1830.55     7891.73       15310
   0.0156278      1836.3     7916.54     15358.2
   0.0163414     1838.48     7925.92     15376.4
   0.0170875      1836.9     7919.12     15363.2
   0.0178677     1831.38     7895.34     15317.1
   0.0186835     1821.75     7853.82     15236.6
   0.0195366     1807.87     7793.97     15120.5
   0.0204286     1789.66     7715.46     14968.2
   0.0213613     1767.11     7618.25     14779.6
   0.0223366     1740.23     7502.37     14554.8
   0.0233565     1709.03     7367.88     14293.9
   0.0244229     1673.63     7215.28     13997.9
    0.025538     1634.26     7045.55     13668.7
   0.0267041     1591.28     6860.28     13309.3
   0.0279233      1545.1      6661.2     12923.1
   0.0291983     1496.02     6449.64     12512.7
   0.0305314     1444.52     6227.62     12082.1
   0.0319254     1391.21      5997.8     11636.3
   0.0333831     1336.92     5763.77     11182.3
   0.0349073     1282.47     5529.03     10726.9
   0.0365011      1228.4     5295.91     10274.7
   0.0381677     1175.28     5066.92     9830.45
   0.0399104     1123.82     4845.07     9400.08
   0.0417327     1074.86     4634.04     8990.69
   0.0436381     1029.07     4436.61     8607.68
   0.0456306     986.719     4254.04     8253.51
    0.047714     948.012     4087.17     7929.79
   0.0498925      913.04     3936.41     7637.33
   0.0521706     881.629     3801.01     7374.67
   0.0545526     853.339     3679.06     7138.14
   0.0570434     827.494     3567.66     6922.09
   0.0596479     803.162     3462.79     6718.73
   0.0623713     779.207     3359.55     6518.58
   0.0652191     754.391     3252.61     6311.25
   0.0681969     727.473     3136.61     6086.33
   0.0713107     697.423      3007.1      5835.2
   0.0745666     663.588     2861.25     5552.29
   0.0779712     625.903     2698.79     5237.06
   0.0815313     584.988     2522.36     4894.58
   0.0852539     542.179     2337.72        4536
   0.0891464     499.338     2152.91     4176.94
   0.0932167     458.593      1977.1     3835.25
   0.0974729     421.935     1818.91     3527.72
    0.101923     390.819     1684.64     3266.74
    0.106577     365.858     1576.97     3057.62
    0.111443     346.645     1494.17     2897.14
    0.116531     331.711     1429.93     2773.12
    0.121852     318.756     1374.32     2666.16
    0.127416      305.16     1315.95     2553.92
    0.133233     288.754     1245.39     2417.72
    0.139317      268.68     1158.85     2249.77
    0.145678     245.861     1060.25     2057.57
    0.152329     222.656     959.829     1861.23
    0.159284     201.805     869.563     1684.63
    0.166557     185.188     797.747     1544.67
    0.174162     172.995     745.331     1443.67
    0.182113     163.697     705.688     1368.62
    0.190428     154.846     668.022     1297.61
    0.199123     144.471     623.525     1212.24
    0.208215     132.337     571.013      1109.5
    0.217722     120.695     519.364     1002.88
    0.227662     109.136     470.179     910.553
    0.238057     100.661     433.746     840.409
    0.248927     93.7263     404.293     785.242
    0.260292      86.953     375.452     730.867
    0.272177     79.7363     344.281      670.12
    0.284604     72.6165     313.265     608.543
    0.297598     66.3361     286.052     555.198
    0.311186     60.9341     262.959     511.347
    0.325395     55.9438     241.666     471.069
    0.340252     51.1241     220.854     430.532
    0.355787      46.617     201.291     391.947
    0.372032     42.5432      183.74     357.967
    0.389018     38.8139     167.752     327.391
     0.40678     35.3643      152.88     298.507
    0.425353     32.1905     139.157      271.63
    0.444774     29.2816     126.621     247.298
    0.465082     26.6212     115.155     225.047
    0.486317     24.1888     104.648     204.508
    0.508521     21.9675     95.0522     185.749
     0.53174     19.9433     86.2999     168.638
    0.556018     18.1019     78.3299     153.005
    0.581405     16.4285     71.0776      138.76
    0.607951     14.9094     64.4853     125.798
    0.635709     13.5283     58.4894     114.005
    0.664735     12.2741     53.0397      103.28
    0.695086     11.1356     48.0909     93.5382
    0.726822     10.1086     43.6202     84.7215
    0.760008     9.19756     39.6363     76.8041
    0.794709     8.41158     36.1773     69.8163
    0.830994      7.7118     33.1299     63.7155
