  7.8939e-09            0            0           -0            0            0            0           -0            0            0            0            0 
 9.50835e-08            0            0           -0            0            0            0           -0            0            0            0            0 
 7.20682e-05            0            0           -0            0            0            0           -0            0            0            0            0 
 0.000928855            0            0           -0            0            0            0           -0            0            0            0            0 
  0.00437449            0            0           -0            0            0            0           -0            0            0            0            0 
   0.0665816            0            0           -0            0            0            0           -0            0            0            0            0 
    0.245051            0            0           -0            0            0            0           -0            0            0            0            0 
    0.502544            0            0           -0            0            0            0           -0            0            0            0            0 
    0.765522            0            0           -0            0            0            0           -0            0            0            0            0 
     1.01443            0            0           -0            0            0            0           -0            0            0            0            0 
     1.28905            0            0           -0            0            0            0           -0            0            0            0            0 
     1.61691            0            0           -0            0            0            0           -0            0            0            0            0 
     1.96131            0            0           -0            0            0            0           -0            0            0            0            0 
      2.2437            0            0           -0            0            0            0           -0            0            0            0            0 
     2.42247            0            0           -0            0            0            0           -0            0            0            0            0 
     2.52994            0            0           -0            0            0            0           -0            0            0            0            0 
     2.63713            0            0           -0            0            0            0           -0            0            0            0            0 
     2.79295            0            0           -0            0            0            0           -0            0            0            0            0 
      2.9758            0            0           -0            0            0            0           -0            0            0            0            0 
       3.127            0            0           -0            0            0            0           -0            0            0            0            0 
     3.20146            0            0           -0            0            0            0           -0            0            0            0            0 
     3.21291            0            0           -0            0            0            0           -0            0            0            0            0 
     3.20908            0            0           -0            0            0            0           -0            0            0            0            0 
     3.23843            0            0           -0            0            0            0           -0            0            0            0            0 
     3.30085            0            0           -0            0            0            0           -0            0            0            0            0 
     3.36365            0            0           -0            0            0            0           -0            0            0            0            0 
     3.39314            0            0           -0            0            0            0           -0            0            0            0            0 
     3.37823            0            0           -0            0            0            0           -0            0            0            0            0 
     3.34188            0            0           -0            0            0            0           -0            0            0            0            0 
     3.31355            0            0           -0            0            0            0           -0            0            0            0            0 
     3.30745            0            0           -0            0            0            0           -0            0            0            0            0 
     3.31498            0            0           -0            0            0            0           -0            0            0            0            0 
     3.31496            0            0           -0            0            0            0           -0            0            0            0            0 
     3.32242            0            0           -0            0            0            0           -0            0            0            0            0 
     3.21071            0            0           -0            0            0            0           -0            0            0            0            0 
     3.15386            0            0           -0            0            0            0           -0            0            0            0            0 
      3.1061            0            0           -0            0            0            0           -0            0            0            0            0 
     3.02851            0            0           -0            0            0            0           -0            0            0            0            0 
     2.95375            0            0           -0            0            0            0           -0            0            0            0            0 
     2.85599            0            0           -0            0            0            0           -0            0            0            0            0 
     2.74228            0            0           -0            0            0            0           -0            0            0            0            0 
     2.60616            0            0           -0            0            0            0           -0            0            0            0            0 
     2.43649            0            0           -0            0            0            0           -0            0            0            0            0 
     2.22004            0            0           -0            0            0            0           -0            0            0            0            0 
     1.99904            0            0           -0            0            0            0           -0            0            0            0            0 
      1.6563            0            0           -0            0            0            0           -0            0            0            0            0 
     1.39016            0            0           -0            0            0            0           -0            0            0            0            0 
     1.12197            0            0           -0            0            0            0           -0            0            0            0            0 
    0.842249            0            0           -0            0            0            0           -0            0            0            0            0 
    0.561447            0            0           -0            0            0            0           -0            0            0            0            0 
    0.184739            0            0           -0            0            0            0           -0            0            0            0            0 
   0.0338089            0            0           -0            0            0            0           -0            0            0            0            0 
