#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -11.4261    -17.1806    -10.4276    -4.61107     -10.475     2267.14    -4543.54    -20.0063    -4572.39     2278.14     4589.27     1314.21     3.90833     1.30652      0.7876    0.902421    0.543999    0.388848     105.155    0.125251   0.0289341
   0.0104566    -12.7449     -20.256    -11.0832    -5.03119    -11.1354     2260.51    -4535.18    -21.8297    -4565.98     2274.63     4584.66     1313.67      4.2959     1.43648    0.863047    0.992186    0.598362    0.427738     105.163    0.132936   0.0307494
    0.010934    -13.7787     -21.982    -11.6831    -5.47903    -11.7275     2255.87    -4525.88    -23.7741    -4558.67     2270.86     4579.68     1313.08     4.71462     1.57645    0.947145     1.08886    0.656375    0.469209     105.172    0.140703   0.0325593
   0.0114332    -14.9311    -24.0036    -12.3876    -5.95501    -12.4337     2250.74    -4516.19    -25.8411    -4551.11     2266.82     4574.29     1312.42      5.1649     1.72643     1.03712     1.19245     0.71792    0.513165      105.18    0.147062   0.0340092
   0.0119553    -16.3871    -27.2402    -13.0461    -6.45887    -13.0822      2243.3    -4505.48      -28.03    -4542.58     2262.48     4568.46     1311.69     5.64678     1.88627     1.13288     1.30286    0.782968    0.559584     105.183    0.150512   0.0347496
   0.0125011    -17.5875    -29.2129     -13.722    -6.98981    -13.7363     2237.74    -4493.91    -30.3366    -4533.26      2257.8     4562.11     1310.86     6.15917     2.05604     1.23449     1.42012     0.85267    0.608654      105.18    0.150016   0.0347226
   0.0130719     -19.082    -32.2911    -14.4314    -7.54755    -14.4401     2230.15    -4481.59    -32.7598    -4523.28     2252.79     4555.24     1309.95     6.70346      2.2362     1.34229     1.54456    0.927129    0.660838      105.17    0.145525   0.0334216
   0.0136688      -20.62    -35.4686    -15.0912    -8.13049    -15.0713     2222.02     -4468.1    -35.2926    -4512.18     2247.42     4547.83     1308.93      7.2803     2.43009     1.45693     1.67676     1.00631    0.718823     105.155    0.138342   0.0316983
   0.0142929    -22.0671    -38.1026    -15.7765    -8.73707    -15.7256     2214.55    -4453.78    -37.9278    -4500.32     2241.71     4539.89     1307.83     7.89138     2.63339     1.58088     1.81745     1.09073    0.779199     105.139    0.131068   0.0300148
   0.0149454    -23.7646    -41.7228    -16.4491    -9.36513    -16.3585     2205.13    -4438.51    -40.6559    -4487.57     2235.69     4531.49     1306.66     8.53874     2.84963     1.71073     1.96729     1.18083    0.843642     105.125    0.126912   0.0291298
   0.0156278    -25.3858    -44.9413     -17.069    -10.0124     -16.922     2195.97    -4422.15    -43.4665    -4473.76     2229.35     4522.63     1305.41     9.22396      3.0787     1.84834      2.1265     1.27671    0.912282      105.12    0.128371   0.0294356
   0.0163414    -27.0243    -48.1424    -17.6921    -10.6744    -17.4811     2186.52    -4404.92    -46.3435    -4459.14      2222.7     4513.32      1304.1     9.94645     3.31958      1.9934     2.29439     1.37783    0.984677     105.124    0.135699   0.0314469
   0.0170875    -28.8012    -51.9175    -18.2648    -11.3477    -17.9721     2175.63    -4386.55    -49.2698     -4443.4     2215.71      4503.5     1302.71     10.7025     3.57178      2.1449     2.46931       1.483      1.0599     105.136    0.145994   0.0339049
   0.0178677    -30.4541    -55.1386    -18.7878     -12.027    -18.3985     2165.08    -4366.94    -52.2244    -4426.44     2208.32     4493.02     1301.19     11.4857     3.83338     2.30141     2.64774     1.59082     1.13688     105.146    0.153892   0.0356781
   0.0186835    -32.1595    -58.5841    -19.2918    -12.7079     -18.792     2153.53    -4346.09     -55.184    -4408.25     2200.46     4481.75      1299.5     12.2887     4.10029     2.46146     2.83209     1.70019     1.21487     105.145    0.154284   0.0355916
   0.0195366    -33.8789    -62.1461    -19.7245    -13.3794    -19.0948     2140.98    -4323.74     -58.126    -4388.55     2192.09     4469.62     1297.62     13.1055     4.37238      2.6242     3.01958     1.81255     1.29401     105.131    0.146083   0.0334932
   0.0204286    -35.4518    -65.1324     -20.107    -14.0494    -19.3316      2128.6       -4300    -61.0267    -4367.48     2183.24     4456.65     1295.56     13.9348     4.64863      2.7898     3.21083     1.92693     1.37672     105.106    0.134451   0.0307283
   0.0213613    -37.0645    -68.3865    -20.4338    -14.7019    -19.4938        2115    -4275.01    -63.8654    -4345.13     2173.97     4442.99     1293.35      14.779     4.92965     2.95906     3.40493     2.04384     1.46029     105.086    0.128576   0.0295142
   0.0223366    -38.5595    -71.2677    -20.6664    -15.3356    -19.5377     2101.21    -4248.76     -66.622     -4321.5     2164.36     4428.78     1291.04     15.6405     5.21723     3.13209     3.60393     2.16335     1.54573     105.082    0.134687   0.0312087
   0.0233565    -39.9213    -73.7131    -20.8396    -15.9448    -19.5037     2087.34    -4221.34    -69.2768    -4296.68     2154.38     4413.96     1288.61     16.5154     5.50886     3.30685       3.805     2.28446     1.63229     105.095    0.144674   0.0346904
   0.0244229    -41.2618    -76.2387    -20.9321    -16.5264    -19.3694     2072.36    -4192.48    -71.8103    -4270.39     2143.92      4398.3     1285.99     17.3917      5.8011     3.48205      4.0068     2.40507      1.7184     105.107    0.158605   0.0367669
    0.025538     -42.405    -78.1019    -20.9513    -17.0756    -19.1421     2057.36    -4161.96    -74.2082     -4242.4     2132.84     4381.51     1283.07     18.2572     6.08852     3.65386     4.20488     2.52374     1.80307     105.097    0.156738   0.0352367
   0.0267041     -43.459    -79.7623    -20.9108    -17.5936    -18.8424     2041.61    -4129.85    -76.4664     -4212.8     2121.15     4363.55     1279.87     19.1115     6.37273     3.82469     4.40167     2.64127     1.88699     105.068    0.145265   0.0320016
   0.0279233     -44.413    -81.1891    -20.7831    -18.0808     -18.437     2025.27    -4096.33    -78.5921    -4181.74     2108.98     4344.74     1276.46     19.9681     6.65823     3.99621     4.59887      2.7602     1.97204     105.045    0.138113   0.0318232
   0.0291983    -45.1963    -82.0461    -20.5747    -18.5418    -17.9346     2009.06    -4061.68    -80.6039    -4149.52     2096.47     4325.34     1272.91      20.844     6.95026     4.17172     4.80058     2.88188     2.05909     105.051    0.155511    0.036286
   0.0305314    -45.9335    -82.8632    -20.2932    -18.9806    -17.3464     1992.06    -4025.71    -82.5194    -4115.93     2083.49     4305.07     1269.15     21.7348     7.24686     4.35007       5.006     3.00461     2.14673      105.07    0.173411   0.0403524
   0.0319254    -46.5715    -83.3836    -19.9412    -19.4014    -16.6788     1974.55    -3987.97    -84.3645    -4080.53      2069.8      4283.4     1265.02     22.6307      7.5445     4.52777     5.21102     3.12699     2.23398     105.061    0.173884   0.0389204
   0.0333831    -47.1602    -83.7689    -19.5265     -19.817    -15.9419     1956.35    -3948.49    -86.1805    -4043.34     2055.37      4260.3      1260.5     23.5444     7.84835     4.70998     5.42095     3.25271     2.32377     105.025    0.162869   0.0361048
