#          k           1          b1       b1*b1
        0.01      1808.6      8728.3     18955.2
   0.0104566     1820.09     8783.76     19075.7
    0.010934     1828.78     8825.65     19166.6
   0.0114332     1834.41     8852.85     19225.7
   0.0119553     1836.88     8864.76     19251.6
   0.0125011     1835.99     8860.47     19242.3
   0.0130719      1831.6      8839.3     19196.3
   0.0136688     1823.57     8800.55     19112.2
   0.0142929     1811.79     8743.67     18988.6
   0.0149454     1796.14     8668.17     18824.7
   0.0156278     1776.56     8573.66     18619.4
   0.0163414        1753     8459.98     18372.6
   0.0170875     1725.47     8327.12       18084
   0.0178677     1694.01     8175.28     17754.3
   0.0186835     1658.71     8004.94     17384.4
   0.0195366     1619.73     7816.83     16975.9
   0.0204286     1577.28     7611.99     16531.1
   0.0213613     1531.64     7391.73     16052.8
   0.0223366     1483.14     7157.67     15544.5
   0.0233565     1432.18     6911.73     15010.4
   0.0244229     1379.23     6656.21     14455.5
    0.025538     1324.83     6393.67     13885.3
   0.0267041     1269.55     6126.89       13306
   0.0279233     1214.02     5858.91       12724
   0.0291983     1158.86     5592.71       12146
   0.0305314     1104.72     5331.42     11578.5
   0.0319254     1052.21     5078.03     11028.3
   0.0333831     1001.92     4835.34     10501.2
   0.0349073     954.349     4605.76     10002.7
   0.0365011     909.887     4391.19     9536.68
   0.0381677     868.808     4192.95     9106.17
   0.0399104     831.239     4011.64     8712.44
   0.0417327     797.114     3846.96     8354.81
   0.0436381     766.173     3697.64     8030.55
   0.0456306     737.959     3561.49     7734.91
    0.047714     711.817     3435.34     7460.98
   0.0498925     686.896     3315.08     7199.88
   0.0521706     662.243     3196.13      6941.6
   0.0545526     636.857     3073.63     6675.63
   0.0570434     609.798     2943.06     6392.14
   0.0596479     580.374     2801.07     6083.82
   0.0623713     548.233     2645.96     5746.98
   0.0652191     513.495     2478.31     5382.83
   0.0681969      476.86     2301.49     4998.69
   0.0713107     439.593      2121.6     4607.82
   0.0745666     403.168     1945.75     4225.65
   0.0779712     369.216     1781.83     3869.35
   0.0815313       339.1     1636.43     3553.26
   0.0852539     313.752     1514.05     3287.26
   0.0891464     293.337     1415.51     3073.16
   0.0932167     277.178     1337.53      2903.9
   0.0974729     263.958     1273.79     2765.72
    0.101923     251.879     1215.59     2639.69
    0.106577     238.934     1153.18     2504.51
    0.111443     223.909     1080.71     2347.25
    0.116531     206.516     996.723     2164.64
    0.121852     187.748     906.029      1967.1
    0.127416     169.466     817.627     1774.33
    0.133233     153.475     740.299     1605.72
    0.139317     140.777     678.957     1472.25
    0.145678     131.163     632.618     1371.92
    0.152329     123.316     594.893     1290.68
    0.159284     115.565     557.621     1210.34
    0.166557      106.83     515.474     1118.84
    0.174162     97.2388     469.043     1017.31
    0.182113     87.9069     423.796     918.068
    0.190428      79.937     385.203     833.661
    0.199123      73.551     354.411     766.929
    0.208215     68.0897     328.167     710.456
    0.217722      62.728     302.337     654.546
    0.227662     57.2418     275.765     596.347
    0.238057     52.0217     250.423     540.565
    0.248927     47.4614     228.354     492.327
    0.260292     43.5022     209.283     451.065
    0.272177      39.835     191.606     412.737
    0.284604     36.3392     174.681     375.663
    0.297598     33.1231     159.102       341.5
    0.311186     30.2399     145.185     311.235
    0.325395     27.6133     132.519      283.76
    0.340252     25.1893     120.817     258.299
    0.355787     22.9738     110.117     235.017
    0.372032      20.952     100.378     213.971
    0.389018     19.1073     91.4894     194.771
     0.40678     17.4186     83.3555     177.235
    0.425353     15.8734     75.9234     161.286
    0.444774     14.4586     69.1256     146.757
    0.465082     13.1597     62.8932     133.503
    0.486317     11.9694     57.1889       121.4
    0.508521     10.8753     51.9545     110.342
     0.53174     9.87024     47.1543     100.225
    0.556018     8.94306     42.7363     90.9645
    0.581405     8.08998     38.6816     82.4837
    0.607951     7.30543     34.9597     74.7169
    0.635709     6.58489     31.5482     67.6112
    0.664735     5.93161     28.4512     61.1191
    0.695086     5.33857      25.638        55.2
    0.726822     4.80336     23.0942     49.8239
    0.760008     4.32512     20.8108     44.9693
    0.794709     3.92174     18.8561      40.673
    0.830994     3.57211     17.1656     36.9478
