#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
       2e-05 -1.5467e+06     -633876     59623.8  3.9248e-07     83375.1     -348772 2.55945e-06 3.37708e-13  3.2726e-06 7.20603e-13 7.85717e-13 7.11981e-13 1.76626e-12 8.86878e-07 -1.56971e+06 6.88298e-07 -1.21824e+06 -1.66123e+06 5.85487e-12 3.86912e-10 0.000162034
      0.0005     5.12734     0.15049   0.0603724 1.62025e-07    0.204681  -0.0378782 -2.0371e-06 1.29818e-07 -2.20882e-06 2.77029e-07 3.02055e-07 2.73515e-07  6.7667e-07  8.3571e-08   -0.290632 6.48587e-08   -0.225548   -0.307579 2.24294e-06 0.000148301 3.78242e-05
       0.001     5.39772   -0.132467 -0.00398503 2.55567e-06   -0.013973  0.00143594 -3.07829e-05 1.97918e-06 -3.33121e-05 4.22253e-06 4.60357e-06 4.16369e-06 1.02108e-05 1.30736e-06 -0.00303596 1.01463e-06 -0.00235797 -0.00319857 3.38344e-05  0.00223928 0.000578178
       0.004     4.86299    -2.15273   -0.263753 0.000490521   -0.951489  0.00887927 -0.00198103 0.000172198  -0.0019577 0.000369273  0.00040172 0.000340317 0.000559644 9.51802e-05   0.0546662 7.38685e-05   0.0424267   0.0578294  0.00183043    0.127668   0.0329959
       0.007     3.01506    -6.08026    -1.14192  0.00291613    -4.11622   0.0711729 -0.00109313 -6.01319e-05 -0.000967715 -0.000137291 -0.000156037 -0.000232441 -0.00183079 -0.000262386    0.246252 -0.000203635    0.191123    0.260672 -0.00623769   -0.379219  -0.0976116
        0.01   -0.279318    -11.1708    -2.69101   0.0120426    -9.68737    0.264927  0.00886858 -2.10954e-05   0.0092962 -0.00149054 -0.00171564  0.00140993   0.0150404  0.00379609    0.602871  0.00294611    0.467882    0.636935    0.046849     2.92174    0.754754
        0.02     -16.905    -27.9746      -10.47    0.118109    -37.7939     2.80854  -0.0375205 0.000124027  -0.0363775  0.00177684   0.0015621   0.0113155   0.0307313 -5.30623e-05     2.62153 3.87611e-05     2.03547     2.77481    0.104303     6.38358     1.65184
        0.03    -29.4541    -35.8127    -17.2179    0.326864    -61.7138     8.74654   -0.251826   0.0109809   -0.276644   0.0152103   0.0160497   0.0265285   0.0228582  -0.0251828     4.80459  -0.0195442      3.7288     5.09399   0.0696287     4.41852     1.14317
        0.04    -33.0338    -35.7156     -21.215    0.587251    -74.5298     16.4557   -0.619975    0.020382   -0.706739   0.0408338   0.0441526   0.0400623  0.00884732  -0.0556772     6.52783  -0.0414531     5.06619     6.92771   0.0422989     2.71579    0.704024
        0.05    -34.7444    -31.4248    -24.5492    0.860084     -84.726     24.2359    -1.08731   0.0319411    -1.26637   0.0664187   0.0725243   0.0687064  0.00233914  -0.0951288     8.24764  -0.0738286     6.40092     8.76254   0.0343004     2.15947    0.558495
