#          k           1          b1       b1*b1
       2e-05     7.43657 3.90944e-14 7.78658e-14
      0.0005      162.53 2.80147e-08 2.78499e-08
       0.001     312.749  3.0433e-07 3.99903e-07
       0.004     1037.37 -0.000124194 2.97981e-05
       0.007     1513.05 -0.00213572 -1.65695e-05
        0.01     1805.72  -0.0105972 -0.00045335
        0.02     1984.15   -0.185487  -0.0227115
        0.03     1630.44   -0.471758  -0.0311568
        0.04     1256.66   -0.474532   0.0509579
        0.05     1025.39   -0.234237    0.162889
        0.06     902.135   -0.291362    0.123669
        0.07     803.975   -0.658922  -0.0667737
        0.08      686.36   -0.313043   -0.082971
        0.09     562.589     1.41529      0.2942
         0.1     465.372     3.36532    0.747459
        0.11      406.82     3.47872    0.701214
        0.12     374.107      1.0378  -0.0272262
        0.13     346.188    -2.12479   -0.915034
        0.14     310.965    -3.04239    -1.16655
        0.15     271.427   -0.955172    -0.60413
        0.16     237.135     1.62943    0.122044
        0.17     213.069     1.48781    0.222991
        0.18     197.167    -2.12239    -0.45118
        0.19     184.161    -6.94831    -1.35734
         0.2     170.086    -9.60179    -1.76806
        0.21     154.858    -8.76079    -1.45073
        0.22     140.509    -6.53375   -0.823146
        0.23     128.547    -5.74796   -0.392608
        0.24     118.943    -7.64227   -0.345073
        0.25     110.697      -11.23   -0.497402
        0.26     103.004    -14.1052   -0.538628
        0.27     95.5481    -14.9308   -0.332343
        0.28     88.5668    -14.0638   0.0438085
        0.29     82.2597    -13.1027    0.452599
         0.3     76.5373    -13.3914     0.84066
        0.32     66.4787     -16.399     1.56671
        0.34     57.9571    -17.3499     2.08347
        0.36     50.7774    -16.8199     2.35256
        0.38     44.4143    -17.6863     2.65101
         0.4      38.885     -18.463     2.64633
        0.43     32.0669    -18.5769      1.8052
        0.46     26.4451    -19.0743    0.664589
         0.5      20.565    -19.2719    -1.39112
        0.55     15.3636    -18.6777    -3.72062
        0.62     12.1117     -12.914    -4.49003
         0.7     9.90889    -8.02315    -3.62321
        0.85     7.73407    -1.57669   -0.915295
           1     5.71609  -0.0177317   -0.048403
         1.2     3.75538   0.0264583 -0.00805628
         1.5     2.22009   0.0147931 -0.00449759
           2     1.10708 -0.00380866 -0.00432812
           4    0.187732   -0.009998 -0.00214398
          10   0.0306713   0.0186783 0.000354278
