1.000000000000000021e-03 9.999990475790221378e-01 1.167885577678680197e-10 2.084843512401580392e-07 -2.410182717514037464e-08 6.520952926111219802e-08
1.016265089392995096e-03 9.999990320878139327e-01 1.132012861967086548e-10 2.118712520427703391e-07 -2.449155551528929952e-08 6.627715713965891699e-08
1.032794731918951518e-03 9.999990163446401681e-01 1.099767637252807403e-10 2.153132827157377658e-07 -2.488831185150145712e-08 6.736223896312711860e-08
1.049593230558227598e-03 9.999990003454022336e-01 1.068707978725433036e-10 2.188113483045100698e-07 -2.529227746391295856e-08 6.846469448184964717e-08
1.066664958279538774e-03 9.999989840859355716e-01 1.039245593931310309e-10 2.223662721061706051e-07 -2.570277808761596043e-08 6.958433924384413118e-08
1.084014359178331072e-03 9.999989675620073459e-01 1.007627737522124979e-10 2.259788445339202349e-07 -2.612028957366942626e-08 7.072218453216550427e-08
1.101645949633656921e-03 9.999989507693161084e-01 9.794195234775540426e-11 2.296503581523298725e-07 -2.654460652828215790e-08 7.187752315080163679e-08
1.119564319483878348e-03 9.999989337034902448e-01 9.511317014694211159e-11 2.333814309997558086e-07 -2.697739956283568725e-08 7.305162840712068035e-08
1.137774133221491381e-03 9.999989163600874198e-01 9.218588829040524947e-11 2.371730974743961646e-07 -2.741630288600921045e-08 7.424409162139890673e-08
1.156280131207375458e-03 9.999988987345928004e-01 8.968302249908445718e-11 2.410267099599837930e-07 -2.786288211250304661e-08 7.545579861831662706e-08
1.175087130904807617e-03 9.999988808076054614e-01 8.693811297416685415e-11 2.449426035518645580e-07 -2.831741958904265553e-08 7.668700324249265660e-08
1.194200028133532475e-03 9.999988626038470718e-01 8.442169189453122645e-11 2.489225951027869435e-07 -2.877885797214507359e-08 7.793791049697992958e-08
1.213623798344240588e-03 9.999988441040029707e-01 8.207029342651364805e-11 2.529673765625952920e-07 -2.924813305759429075e-08 7.920907566928861430e-08
1.233363497913775872e-03 9.999988253032574548e-01 7.963849620893595482e-11 2.570776995334624495e-07 -2.972563226318358511e-08 8.049947981166837099e-08
1.253424265461399551e-03 9.999988061967163278e-01 7.725137948989866712e-11 2.612550009841918467e-07 -3.021057805061339776e-08 8.181131325578687806e-08
1.273811323186478574e-03 9.999987867794059015e-01 7.499834699556230051e-11 2.655002652168273024e-07 -3.070375001621245668e-08 8.314391302943227268e-08
1.294529978227915981e-03 9.999987670462714417e-01 7.281462311744688212e-11 2.698146153731345477e-07 -3.120541006278990933e-08 8.449780409622190756e-08
1.315585624045703759e-03 9.999987469906501669e-01 7.060893129557369440e-11 2.741992129695116951e-07 -3.171537797641753518e-08 8.587358525943754466e-08
1.336983741824946661e-03 9.999987266103482764e-01 6.852727890014647334e-11 2.786551757068633434e-07 -3.223331690979003157e-08 8.727135198616979902e-08
1.358729901902709127e-03 9.999987058985594368e-01 6.645180851221083465e-11 2.831836188576220970e-07 -3.276008551979064290e-08 8.869174700736997390e-08
1.380829765218092317e-03 9.999986848498916281e-01 6.461601734161375421e-11 2.877859713206290302e-07 -3.329517967605590132e-08 9.013452612686154782e-08
1.403289084785873256e-03 9.999986634588655665e-01 6.246855497360228011e-11 2.924627777023314780e-07 -3.383918747901915405e-08 9.160073958396909796e-08
1.426113707194128248e-03 9.999986417199129285e-01 6.065091334283350510e-11 2.972161081981658204e-07 -3.439242736530303085e-08 9.309143324875829557e-08
1.449309574126216591e-03 9.999986196273747963e-01 5.879206657409666663e-11 3.020466480331420153e-07 -3.495452826976775085e-08 9.460477351188657683e-08
1.472882723907501879e-03 9.999985971754995484e-01 5.703545868396757553e-11 3.069559181400685507e-07 -3.552571625328063106e-08 9.614344675827023979e-08
1.496839293077255632e-03 9.999985743584425268e-01 5.532300770282744272e-11 3.119450905666350389e-07 -3.610623428726195401e-08 9.770651363372799813e-08
1.521185517986104949e-03 9.999985511702648155e-01 5.370351910591124434e-11 3.170155028166174281e-07 -3.669628395938872514e-08 9.929503315258023100e-08
1.545927736419476940e-03 9.999985276049294658e-01 5.200981140136717213e-11 3.221682566711380380e-07 -3.729608878898619645e-08 1.009090831184387018e-07
1.571072389247450424e-03 9.999985036563020513e-01 5.042044669389723735e-11 3.274049919719695456e-07 -3.790560013961791006e-08 1.025495802528857894e-07
1.596626022101426670e-03 9.999984793181485587e-01 4.896954834461210672e-11 3.327271002606152603e-07 -3.852483352088927581e-08 1.042162603880166761e-07
1.622595287078087110e-03 9.999984545787192758e-01 4.740563958883284616e-11 3.381356265621184313e-07 -3.915441275119780662e-08 1.059098077708482511e-07
1.648986944471065013e-03 9.999984294386086159e-01 4.600039899349211815e-11 3.436323757046162156e-07 -3.979407670879363316e-08 1.076310724411010522e-07
1.675807864530767148e-03 9.999984038932986374e-01 4.445228099822996664e-11 3.492182805805205492e-07 -4.044438879466055534e-08 1.093801292963027746e-07
1.703065029252844422e-03 9.999983779324924660e-01 4.311951041221617541e-11 3.548953892283438673e-07 -4.110509203720091878e-08 1.111575966129302712e-07
1.730765534195725843e-03 9.999983515494317299e-01 4.187909752130507158e-11 3.606650189112423788e-07 -4.177620096582173507e-08 1.129640886487960494e-07
1.758916590327732569e-03 9.999983247372485895e-01 4.043478488922117978e-11 3.665282117489575526e-07 -4.245865145301817572e-08 1.147997358818053973e-07
1.787525525904235402e-03 9.999982974889634058e-01 3.932773739099501530e-11 3.724871002178191125e-07 -4.315208005905150467e-08 1.166649149315356922e-07
1.816599788375326732e-03 9.999982697974826307e-01 3.817646622657775234e-11 3.785429112567900801e-07 -4.385673774725197549e-08 1.185605337628125791e-07
1.846146946324547485e-03 9.999982416548007791e-01 3.694846048951147802e-11 3.846972513256072248e-07 -4.457280253791808144e-08 1.204870728015899294e-07
1.876174691439121437e-03 9.999982130551733350e-01 3.581526115536688843e-11 3.909517664919196687e-07 -4.530049687099455769e-08 1.224447202482223160e-07
1.906690840512251977e-03 9.999981839903711034e-01 3.473214924335479039e-11 3.973081206836699495e-07 -4.603995218372343670e-08 1.244342371522187827e-07
1.937703337477988952e-03 9.999981544528273592e-01 3.368060946464537642e-11 4.037677414376734445e-07 -4.679161296391485997e-08 1.264560490846633485e-07
1.969220255479171497e-03 9.999981244348535858e-01 3.261099100112914146e-11 4.103326854500769333e-07 -4.755525935888289452e-08 1.285106589946746631e-07
2.001249798969036847e-03 9.999980939286352566e-01 3.158756427466868306e-11 4.170044044589995071e-07 -4.833133190155027813e-08 1.305989090873002757e-07
2.033800305846981960e-03 9.999980629262311682e-01 3.057329058647154875e-11 4.237847269971369707e-07 -4.912005423831938658e-08 1.327208354129790907e-07
2.066880249629082268e-03 9.999980314195707765e-01 2.965364083647727289e-11 4.306753364467619807e-07 -4.992143861198424399e-08 1.348773925838470156e-07
2.100498241653915316e-03 9.999979994045188336e-01 2.874678179621695838e-11 4.376781216733752572e-07 -5.073591583251952196e-08 1.370690740079879427e-07
2.134663033324245458e-03 9.999979668646730158e-01 2.783188916742800967e-11 4.447947837696074528e-07 -5.156347976303099619e-08 1.392963606929778648e-07
2.169383518385184159e-03 9.999979337955644532e-01 2.690919578075408409e-11 4.520272405854462491e-07 -5.240480405163763860e-08 1.415596646947860315e-07
2.204668735239409625e-03 9.999979001885846985e-01 2.613651365041732086e-11 4.593775837125441746e-07 -5.325937286758421660e-08 1.438600970211028732e-07
2.240527869300018224e-03 9.999978660349848614e-01 2.532065838575362498e-11 4.668474104585050254e-07 -5.412793426805733267e-08 1.461977371190786136e-07
2.276970255381679901e-03 9.999978313204784808e-01 2.454808592796324967e-11 4.744388133523463177e-07 -5.501060849976538312e-08 1.485735203161239158e-07
2.314005380130654006e-03 9.999977960467344440e-01 2.374051854014395950e-11 4.821536532382964434e-07 -5.590763851165770022e-08 1.509878675384521170e-07
2.351642884494348565e-03 9.999977601992600107e-01 2.305411100387572767e-11 4.899941742782591204e-07 -5.681904877614973905e-08 1.534414654223918488e-07
2.389892566231050126e-03 9.999977237687243115e-01 2.230976104736327561e-11 4.979620772781370429e-07 -5.774547521495817621e-08 1.559351866159438695e-07
2.428764382460450386e-03 9.999976867456432661e-01 2.160584136843680767e-11 5.060597742691038437e-07 -5.868675226211546557e-08 1.584695037894248461e-07
2.468268452255692556e-03 9.999976491203793616e-01 2.098264575004577163e-11 5.142893010676502322e-07 -5.964319318282602532e-08 1.610450143903493583e-07
2.508415059277541159e-03 9.999976108831380994e-01 2.028963088989257222e-11 5.226525758963226499e-07 -6.061534115111825806e-08 1.636623305435776294e-07
2.549214654451422910e-03 9.999975720239655530e-01 1.965291142463683634e-11 5.311519318542478730e-07 -6.160317052841184968e-08 1.663223344736098889e-07
2.590677858688008716e-03 9.999975325327458142e-01 1.904397539794444686e-11 5.397896238001136222e-07 -6.260701334470509398e-08 1.690255073146819573e-07
2.632815465648019864e-03 9.999974923991988840e-01 1.844884328544139449e-11 5.485678266220091123e-07 -6.362731174850462673e-08 1.717727379546164923e-07
2.675638444552045497e-03 9.999974516128771196e-01 1.787527156993746293e-11 5.574888783379307335e-07 -6.466395584678648524e-08 1.745648019247054660e-07
2.719157943036018890e-03 9.999974101631631251e-01 1.726979672908782673e-11 5.665549703639744286e-07 -6.571764417231081289e-08 1.774019702334999708e-07
2.763385290053169997e-03 9.999973680392667541e-01 1.674317300319671193e-11 5.757686704856155490e-07 -6.678822783565519552e-08 1.802856811990737445e-07
2.808331998823172457e-03 9.999973252302226667e-01 1.617243766784667451e-11 5.851321805037259071e-07 -6.787632730627058348e-08 1.832161156907081046e-07
2.854009769829237483e-03 9.999972817248865553e-01 1.574089720845222167e-11 5.946481850391625433e-07 -6.898180162620543072e-08 1.861944995317458601e-07
2.900430493863991651e-03 9.999972375119333678e-01 1.523212246596812812e-11 6.043189052031933037e-07 -7.010548054695127522e-08 1.892210588941573567e-07
2.947606255124858490e-03 9.999971925798537553e-01 1.475428707897662683e-11 6.141469558296202220e-07 -7.124734619712828419e-08 1.922970320554971238e-07
2.995549334359812969e-03 9.999971469169509630e-01 1.429216826334595281e-11 6.241349044589994969e-07 -7.240770889282224656e-08 1.954230712320208086e-07
3.044272212064302961e-03 9.999971005113382772e-01 1.383946865797042584e-11 6.342853269252775459e-07 -7.358693141746518781e-08 1.986000032137631928e-07
3.093787571730136510e-03 9.999970533509350279e-01 1.342837780714034717e-11 6.446009223289488427e-07 -7.478523358345029903e-08 2.018286272407173640e-07
3.144108303147264728e-03 9.999970054234655903e-01 1.299117058515548358e-11 6.550842847019432337e-07 -7.600305727583167750e-08 2.051097778230905022e-07
3.195247505759213607e-03 9.999969567164521678e-01 1.257584899663924898e-11 6.657381301059721569e-07 -7.724073734664915561e-08 2.084441126822828614e-07
3.247218492073128838e-03 9.999969072172165685e-01 1.218952424824237567e-11 6.765654562368391571e-07 -7.849823735809324224e-08 2.118331386330127215e-07
3.300034791125285374e-03 9.999968569128728779e-01 1.181471496820449588e-11 6.875688359928129468e-07 -7.977635580921171166e-08 2.152770846996306753e-07
3.353710152002928671e-03 9.999968057903260155e-01 1.143633008003234556e-11 6.987510746726988082e-07 -8.107537448883054543e-08 2.187768748922347484e-07
3.408258547423452002e-03 9.999967538362679598e-01 1.107227325439452857e-11 7.101154705524442988e-07 -8.239515281867978967e-08 2.223340075606107246e-07
3.463694177371734288e-03 9.999967010371739740e-01 1.070061184465884979e-11 7.216645760500429656e-07 -8.373658258286116839e-08 2.259487832574843716e-07
3.520031472796678832e-03 9.999966473792996080e-01 1.038529735989868325e-11 7.334016090545652829e-07 -8.509971711540219748e-08 2.296225428467988456e-07
3.577285099367873231e-03 9.999965928486768130e-01 1.005807876586913812e-11 7.453295957050321925e-07 -8.648496078300474442e-08 2.333559878094195702e-07
3.635469961293317630e-03 9.999965374311103883e-01 9.707450568675993109e-12 7.574515138116178965e-07 -8.789271979808805305e-08 2.371501919069289571e-07
3.694601205199302477e-03 9.999964811089828709e-01 9.429187439382073251e-12 7.697707353774903539e-07 -8.932341935443876270e-08 2.410062813806533453e-07
3.754694224073336969e-03 9.999964238739637024e-01 9.136114120483395433e-12 7.822902902755735325e-07 -9.077735149383542397e-08 2.449249548661708325e-07
3.815764661271248397e-03 9.999963657080138679e-01 8.869757652282712962e-12 7.950135725954172677e-07 -9.225478275895116027e-08 2.489075508077143958e-07
3.877828414589457214e-03 9.999963065959917019e-01 8.582983016967770882e-12 8.079437398796079067e-07 -9.375633244609830172e-08 2.529549249963759929e-07
3.940901640403447412e-03 9.999962465225092911e-01 8.317573666572568577e-12 8.210842762468455088e-07 -9.528222163611647602e-08 2.570680138802527889e-07
4.005000757873610970e-03 9.999961854719281451e-01 8.041376806795594464e-12 8.344385022010801343e-07 -9.683298985576627126e-08 2.612480162048339439e-07
4.070142453219439092e-03 9.999961234283559763e-01 7.776940017938612550e-12 8.480100123825071338e-07 -9.840887118339536491e-08 2.654961646928786649e-07
4.136343684063273698e-03 9.999960603756420374e-01 7.539039663970468596e-12 8.618022377414701057e-07 -1.000104254455566150e-07 2.698133358914851632e-07
4.203621683844713762e-03 9.999959962973722361e-01 7.301655579358337180e-12 8.758188571357724461e-07 -1.016379402084350295e-07 2.742007759513854070e-07
4.271993966306776754e-03 9.999959311768659154e-01 7.067285478115080279e-12 8.900634985771177466e-07 -1.032918846778869384e-07 2.786597471547125966e-07
4.341478330055092809e-03 9.999958649971715241e-01 6.835338473320005629e-12 9.045397764987943629e-07 -1.049727734107970895e-07 2.831911260282992566e-07
