1.000000000000000021e-03 9.999793309034447075e-01 3.469446951953614189e-17 -1.708784676257568691e-11
1.016265089392995096e-03 9.999787316503259138e-01 4.510281037539698445e-16 -1.809355790194366875e-11
1.032794731918951518e-03 9.999781150234023919e-01 -6.938893903907228378e-17 -1.915756615844532718e-11
1.049593230558227598e-03 9.999774805189757254e-01 -1.040834085586084257e-16 -2.028475824811248884e-11
1.066664958279538774e-03 9.999768276187436244e-01 6.938893903907228378e-17 -2.147810054808907410e-11
1.084014359178331072e-03 9.999761557893793729e-01 3.816391647148975608e-16 -2.274171476135400383e-11
1.101645949633656921e-03 9.999754644820935123e-01 2.428612866367529932e-16 -2.407962891581849618e-11
1.119564319483878348e-03 9.999747531321877547e-01 1.734723475976807094e-16 -2.549616767710816134e-11
1.137774133221491381e-03 9.999740211585921301e-01 1.040834085586084257e-16 -2.699599918609685290e-11
1.156280131207375458e-03 9.999732679633923649e-01 2.775557561562891351e-16 -2.858382280868099201e-11
1.175087130904807617e-03 9.999724929313393851e-01 1.387778780781445676e-16 -3.026546201156943283e-11
1.194200028133532475e-03 9.999716954293484950e-01 3.469446951953614189e-17 -3.204558493563602894e-11
1.213623798344240588e-03 9.999708748059816799e-01 -3.469446951953614189e-17 -3.393076444813125647e-11
1.233363497913775872e-03 9.999700303909158094e-01 2.428612866367529932e-16 -3.592698014087680747e-11
1.253424265461399551e-03 9.999691614943947426e-01 0.000000000000000000e+00 -3.804032089327336053e-11
1.273811323186478574e-03 9.999682674066671106e-01 1.040834085586084257e-16 -4.027812458562429754e-11
1.294529978227915981e-03 9.999673473974048932e-01 1.734723475976807094e-16 -4.264768226069914903e-11
1.315585624045703759e-03 9.999664007151092271e-01 1.040834085586084257e-16 -4.515622251122231035e-11
1.336983741824946661e-03 9.999654265864951208e-01 2.428612866367529932e-16 -4.781303478140763730e-11
1.358729901902709127e-03 9.999644242158597374e-01 3.469446951953614189e-17 -5.062497296370871425e-11
1.380829765218092317e-03 9.999633927844349124e-01 2.428612866367529932e-16 -5.360340296634014123e-11
1.403289084785873256e-03 9.999623314497151361e-01 2.428612866367529932e-16 -5.675675554539516554e-11
1.426113707194128248e-03 9.999612393447727676e-01 1.387778780781445676e-16 -6.009553792096777869e-11
1.449309574126216591e-03 9.999601155775482697e-01 2.428612866367529932e-16 -6.363089742611460764e-11
1.472882723907501879e-03 9.999589592301219021e-01 1.040834085586084257e-16 -6.737396578138099557e-11
1.496839293077255632e-03 9.999577693579646542e-01 2.428612866367529932e-16 -7.133723299579397548e-11
1.521185517986104949e-03 9.999565449891674174e-01 -1.387778780781445676e-16 -7.553343887856112104e-11
1.545927736419476940e-03 9.999552851236453987e-01 6.938893903907228378e-17 -7.997686887750710127e-11
1.571072389247450424e-03 9.999539887323245502e-01 1.387778780781445676e-16 -8.468166792785503105e-11
1.596626022101426670e-03 9.999526547562984646e-01 3.469446951953614189e-17 -8.966332364079843131e-11
1.622595287078087110e-03 9.999512821059652889e-01 0.000000000000000000e+00 -9.493766710277906640e-11
1.648986944471065013e-03 9.999498696601381020e-01 2.081668171172168513e-16 -1.005224653516378908e-10
1.675807864530767148e-03 9.999484162651282038e-01 4.510281037539698445e-16 -1.064358289004641023e-10
1.703065029252844422e-03 9.999469207338047561e-01 1.387778780781445676e-16 -1.126968674630690614e-10
1.730765534195725843e-03 9.999453818446245590e-01 1.387778780781445676e-16 -1.193264861920617648e-10
1.758916590327732569e-03 9.999437983406351815e-01 1.387778780781445676e-16 -1.263459493278107360e-10
1.787525525904235402e-03 9.999421689284480053e-01 1.387778780781445676e-16 -1.337776764365194992e-10
1.816599788375326732e-03 9.999404922771831794e-01 1.387778780781445676e-16 -1.416475062243627292e-10
1.846146946324547485e-03 9.999387670173822684e-01 1.040834085586084257e-16 -1.499799503340559781e-10
1.876174691439121437e-03 9.999369917398910346e-01 -3.469446951953614189e-17 -1.588026429105715565e-10
1.906690840512251977e-03 9.999351649947083587e-01 1.040834085586084257e-16 -1.681445139373183295e-10
1.937703337477988952e-03 9.999332852898027424e-01 3.469446951953614189e-17 -1.780353676983370548e-10
1.969220255479171497e-03 9.999313510898942825e-01 1.387778780781445676e-16 -1.885084900676847752e-10
2.001249798969036847e-03 9.999293608152011181e-01 -6.938893903907228378e-17 -1.995974011070877907e-10
2.033800305846981960e-03 9.999273128401509059e-01 -6.938893903907228378e-17 -2.113387121555065917e-10
2.066880249629082268e-03 9.999252054920515498e-01 6.938893903907228378e-17 -2.237705489654961966e-10
2.100498241653915316e-03 9.999230370497282916e-01 5.204170427930421283e-16 -2.369342378544248007e-10
2.134663033324245458e-03 9.999208057421177243e-01 2.428612866367529932e-16 -2.508717452526232350e-10
2.169383518385184159e-03 9.999185097468217265e-01 0.000000000000000000e+00 -2.656290187807996972e-10
2.204668735239409625e-03 9.999161471886203190e-01 1.734723475976807094e-16 -2.812548163116934674e-10
2.240527869300018224e-03 9.999137161379413330e-01 2.081668171172168513e-16 -2.977996443193076104e-10
