    2.24458e-07   -2.96466e-05    -1.2553e-05   -2.35177e-06   -2.39961e-07   -1.17778e-06   -1.61464e-06   -7.12471e-07    5.62457e-07     1.2189e-06    1.22743e-06    8.70245e-07   -1.07175e-08    9.87765e-09    1.26416e-07   -1.40411e-06   -8.91429e-07   -2.17223e-06   -2.34368e-06   -2.42826e-06   -2.43063e-06   -1.38914e-06   -8.48147e-07   -8.92031e-07   -1.58491e-06   -1.88742e-06   -1.51092e-06   -9.68993e-07   -9.17752e-07   -1.66771e-06   -1.60445e-06   -1.50063e-06   -1.44133e-06   -1.01387e-06   -1.66265e-06   -1.55501e-06   -1.14014e-06   -1.52056e-06    -1.4498e-06   -1.52871e-06   -1.27529e-06   -1.42007e-06   -1.51647e-06   -1.50437e-06   -1.56258e-06   -1.46631e-06   -1.41688e-06   -1.34401e-06   -1.41684e-06   -1.33173e-06   -1.41258e-06   -1.41412e-06   -1.44267e-06   -1.40518e-06   -1.28572e-06     7.6531e-07   -1.72731e-05    1.82671e-05   -3.22807e-06   -4.55187e-05    0.000148013   -0.000210872    2.71437e-05    0.000312545   -0.000433145    0.000119273    0.000294109    8.79074e-05
    2.78714e-05   -1.20492e-05   -3.66282e-07    5.94802e-06    5.59297e-06    2.61186e-06   -1.94463e-06   -2.60417e-06   -2.61169e-06   -2.72084e-06    -3.2278e-06   -3.77535e-06   -2.87252e-06   -2.92944e-06   -3.15944e-06   -1.75265e-06   -2.10463e-06   -7.77123e-07   -5.36392e-07    -5.2356e-07   -4.42551e-07   -1.39961e-06   -1.93654e-06   -1.89867e-06   -1.26223e-06   -8.68079e-07   -1.25665e-06   -1.97293e-06   -2.03274e-06   -1.05548e-06   -1.21162e-06   -1.32323e-06   -1.36791e-06   -1.84125e-06   -1.20207e-06   -1.23997e-06   -1.70412e-06    -1.2786e-06   -1.40556e-06   -1.27356e-06   -1.55565e-06   -1.42879e-06   -1.31453e-06   -1.33835e-06   -1.28564e-06   -1.37206e-06   -1.41685e-06   -1.49191e-06   -1.41206e-06   -1.49132e-06   -1.42419e-06   -1.42718e-06   -1.38827e-06   -1.41682e-06   -1.54834e-06   -3.19562e-06    1.46888e-05   -2.50393e-05    8.43285e-06    3.04471e-05   -0.000141792    0.000224985   -7.85937e-05   -0.000274734    0.000446868   -0.000186858   -0.000246993   -9.07669e-05
   -1.62364e-06   -3.13471e-05   -1.37483e-05   -3.42675e-06   -1.30134e-06   -2.22616e-06   -2.59872e-06   -1.64617e-06   -3.01853e-07    3.66038e-07    3.55868e-07    2.90649e-07   -4.78115e-08    2.26999e-07    4.86927e-07    -7.6494e-07   -6.33339e-07   -1.88392e-06   -2.23128e-06   -2.14721e-06   -2.31056e-06   -1.46495e-06   -9.45066e-07   -9.77227e-07   -1.54161e-06   -2.01803e-06   -1.62566e-06    -7.5044e-07   -6.84049e-07   -1.86756e-06    -1.6218e-06   -1.50476e-06   -1.47576e-06    -9.6676e-07   -1.58192e-06   -1.61531e-06   -1.11177e-06   -1.57306e-06   -1.39238e-06   -1.57516e-06   -1.27031e-06   -1.37639e-06   -1.50608e-06   -1.47085e-06   -1.51709e-06   -1.44222e-06   -1.40325e-06   -1.32762e-06   -1.41279e-06   -1.34109e-06   -1.39287e-06   -1.38538e-06   -1.43377e-06   -1.41486e-06   -1.27391e-06   -6.80486e-08   -1.74084e-05    2.56608e-05   -1.91189e-05   -2.02579e-05    0.000126781   -0.000239871    0.000122985       0.000225   -0.000456483    0.000245112     0.00018846    8.60391e-05
    3.02183e-05   -1.22239e-05    1.58745e-07    7.05808e-06    6.81181e-06    3.71902e-06   -9.93884e-07   -1.65883e-06   -1.65806e-06   -1.74085e-06   -2.23698e-06    -3.0966e-06   -2.75646e-06   -3.05929e-06   -3.42515e-06   -2.35718e-06   -2.31714e-06   -1.07502e-06   -6.71577e-07    -8.2622e-07   -5.88702e-07   -1.30861e-06   -1.80033e-06   -1.77557e-06   -1.29481e-06   -7.44838e-07   -1.13226e-06   -2.14904e-06   -2.22151e-06   -8.55551e-07    -1.1867e-06   -1.30632e-06   -1.31857e-06   -1.85248e-06   -1.27526e-06   -1.17075e-06   -1.70254e-06   -1.21563e-06    -1.4464e-06   -1.21643e-06   -1.53774e-06   -1.45483e-06   -1.31234e-06   -1.35833e-06   -1.31968e-06   -1.38113e-06   -1.41349e-06   -1.48792e-06    -1.3993e-06   -1.46176e-06   -1.42656e-06   -1.43841e-06   -1.38147e-06   -1.39013e-06   -1.53754e-06   -2.27354e-06    1.41429e-05   -3.13435e-05     2.3823e-05    3.94327e-06   -0.000114519    0.000243946   -0.000170556   -0.000175628    0.000450473   -0.000303985   -0.000131035   -8.49693e-05
   -2.13051e-06   -3.22446e-05   -1.43658e-05   -4.07802e-06   -2.04516e-06   -3.05216e-06   -3.55011e-06   -2.61766e-06   -1.26213e-06    -6.1617e-07   -6.66735e-07   -4.63609e-07   -2.10345e-07     3.0341e-07    6.85547e-07   -1.74493e-07   -4.39347e-07    -1.5473e-06   -2.04214e-06   -1.79441e-06   -2.10644e-06   -1.53443e-06   -1.08296e-06   -1.10087e-06    -1.4856e-06   -2.09624e-06   -1.72223e-06   -5.86201e-07   -5.09937e-07   -2.02834e-06   -1.61892e-06   -1.49933e-06   -1.50425e-06   -9.57126e-07   -1.48312e-06   -1.65715e-06   -1.10867e-06   -1.61039e-06   -1.33435e-06   -1.60695e-06   -1.27607e-06   -1.33389e-06   -1.48607e-06   -1.43014e-06   -1.46053e-06   -1.41366e-06   -1.38884e-06   -1.31723e-06   -1.40739e-06   -1.35554e-06   -1.37322e-06   -1.35724e-06   -1.42143e-06   -1.42331e-06   -1.27243e-06    -1.0246e-06   -1.61552e-05    3.07669e-05   -3.36327e-05    6.94855e-06    9.40665e-05   -0.000248283    0.000209056    0.000116478   -0.000440117    0.000350923    6.47115e-05    7.64472e-05
    3.11948e-05   -1.32786e-05    6.20389e-08    7.71143e-06    7.67911e-06    4.56579e-06   -1.18551e-07   -7.17798e-07   -6.48218e-07   -6.71211e-07   -1.13636e-06    -2.2722e-06   -2.51843e-06   -3.04069e-06   -3.51526e-06   -2.88386e-06   -2.45344e-06   -1.40484e-06   -8.74025e-07   -1.18411e-06   -8.09328e-07   -1.22525e-06   -1.62683e-06   -1.61725e-06   -1.33626e-06   -6.76632e-07    -1.0287e-06   -2.26058e-06   -2.33995e-06   -7.00657e-07   -1.18052e-06   -1.29709e-06   -1.27461e-06   -1.82321e-06    -1.3606e-06   -1.12038e-06   -1.67322e-06   -1.16787e-06   -1.48339e-06   -1.17383e-06   -1.50726e-06   -1.47592e-06   -1.31724e-06   -1.38196e-06   -1.36063e-06   -1.39163e-06   -1.40843e-06   -1.47554e-06   -1.38587e-06   -1.42585e-06   -1.42617e-06   -1.44598e-06   -1.37584e-06    -1.3633e-06   -1.51445e-06   -1.26617e-06    1.22431e-05   -3.50969e-05    3.71737e-05   -2.33354e-05   -7.70137e-05      0.0002416    -0.00024877   -5.99868e-05    0.000414405   -0.000396039   -2.13368e-06   -7.17302e-05
   -1.17863e-06   -3.23127e-05   -1.43581e-05    -4.2296e-06   -2.38582e-06    -3.5709e-06   -4.38432e-06   -3.54143e-06   -2.23261e-06   -1.63974e-06   -1.75027e-06    -1.3283e-06   -4.85106e-07    2.30708e-07    7.02313e-07    3.14205e-07   -3.28476e-07   -1.19221e-06   -1.79313e-06   -1.40054e-06   -1.83548e-06   -1.59147e-06   -1.24992e-06   -1.25202e-06   -1.42107e-06   -2.11428e-06   -1.79207e-06   -4.91745e-07   -4.11737e-07   -2.13539e-06   -1.59555e-06    -1.4846e-06   -1.52433e-06   -9.86451e-07   -1.37474e-06   -1.67648e-06   -1.13148e-06   -1.62912e-06   -1.28088e-06   -1.62098e-06   -1.29232e-06   -1.29634e-06   -1.45802e-06   -1.38579e-06   -1.39774e-06   -1.38312e-06   -1.37496e-06   -1.31384e-06   -1.40109e-06   -1.37388e-06   -1.35542e-06   -1.33221e-06   -1.40671e-06   -1.42974e-06    -1.2815e-06   -2.02311e-06   -1.36089e-05    3.31169e-05   -4.54826e-05    3.37386e-05    5.26047e-05    -0.00023513    0.000277679   -3.74051e-06    -0.00038498     0.00042714   -6.65016e-05    5.98646e-05
    3.07443e-05   -1.52067e-05    -6.7956e-07    7.85069e-06    8.12344e-06    5.07715e-06    5.98198e-07    1.31634e-07    3.27754e-07    3.94338e-07   -2.27109e-08   -1.37478e-06   -2.17921e-06   -2.87406e-06   -3.41978e-06   -3.28556e-06    -2.5001e-06   -1.73765e-06   -1.12612e-06   -1.56638e-06   -1.08609e-06   -1.15736e-06   -1.43168e-06   -1.43831e-06   -1.38422e-06   -6.70975e-07    -9.5573e-07   -2.29715e-06   -2.37705e-06   -6.05579e-07   -1.19461e-06   -1.29708e-06   -1.24046e-06   -1.75591e-06   -1.45122e-06   -1.09421e-06   -1.61894e-06   -1.14022e-06   -1.51369e-06   -1.15037e-06   -1.46714e-06   -1.49068e-06   -1.32947e-06   -1.40766e-06    -1.4055e-06   -1.40314e-06   -1.40256e-06   -1.45623e-06   -1.37341e-06   -1.38712e-06   -1.42343e-06   -1.44956e-06    -1.3723e-06   -1.33914e-06   -1.48131e-06   -2.59815e-07     9.1407e-06   -3.59469e-05    4.72925e-05   -4.90075e-05    -3.2446e-05    0.000217904   -0.000306197    6.22279e-05    0.000341331     -0.0004546    0.000128553   -5.21073e-05
    1.22458e-06   -3.15998e-05   -1.37329e-05   -3.84814e-06   -2.27157e-06   -3.72314e-06   -5.02607e-06   -4.33503e-06   -3.12539e-06   -2.61171e-06   -2.79793e-06   -2.22858e-06   -8.48674e-07    1.35907e-08     5.3298e-07    6.56453e-07   -3.12789e-07   -8.50593e-07   -1.50674e-06   -1.00051e-06   -1.52127e-06   -1.63122e-06   -1.43147e-06   -1.41729e-06   -1.35308e-06   -2.06961e-06   -1.82891e-06   -4.76642e-07   -3.99388e-07   -2.17868e-06   -1.55346e-06   -1.46181e-06   -1.53426e-06   -1.05288e-06    -1.2664e-06    -1.6713e-06   -1.17859e-06   -1.62752e-06   -1.23695e-06   -1.61574e-06   -1.31797e-06   -1.26723e-06   -1.42434e-06   -1.34182e-06   -1.33427e-06   -1.35341e-06   -1.36297e-06   -1.31796e-06   -1.39454e-06   -1.39467e-06   -1.34118e-06   -1.31269e-06   -1.39097e-06   -1.43362e-06   -1.30056e-06   -2.97808e-06   -9.97776e-06    3.24784e-05   -5.36012e-05      5.776e-05     5.9302e-06   -0.000201314    0.000322618   -0.000125234    -0.00029543    0.000466675   -0.000193744    3.76506e-05
     2.8938e-05   -1.79264e-05   -2.03249e-06    7.46435e-06    8.11116e-06    5.20779e-06    1.08688e-06    8.09918e-07    1.18243e-06    1.36205e-06    1.00563e-06   -4.83516e-07   -1.76807e-06   -2.57203e-06   -3.14408e-06   -3.52475e-06   -2.45047e-06   -2.04295e-06   -1.40469e-06   -1.93858e-06   -1.39439e-06   -1.11042e-06   -1.23159e-06   -1.25434e-06   -1.43473e-06   -7.29038e-07   -9.19701e-07   -2.25397e-06   -2.32789e-06   -5.79039e-07   -1.22767e-06   -1.30603e-06   -1.21882e-06   -1.65551e-06   -1.53868e-06   -1.09456e-06   -1.54381e-06   -1.13488e-06   -1.53405e-06   -1.14811e-06   -1.42028e-06   -1.49731e-06   -1.34771e-06   -1.43273e-06   -1.45002e-06   -1.41421e-06   -1.39598e-06   -1.43121e-06   -1.36266e-06   -1.34856e-06   -1.41816e-06    -1.4484e-06   -1.37081e-06   -1.31951e-06   -1.44057e-06     6.5913e-07    5.09349e-06   -3.37905e-05    5.32578e-05   -7.08048e-05    1.53581e-05    0.000174689   -0.000337546    0.000180356    0.000237209    -0.00047408    0.000249561   -2.77363e-05
    4.94628e-06   -3.02262e-05   -1.25524e-05   -2.94587e-06   -1.68901e-06   -3.48029e-06   -5.41546e-06   -4.92575e-06    -3.8575e-06   -3.44158e-06   -3.71401e-06   -3.08471e-06   -1.26864e-06   -3.29614e-07    1.90426e-07    8.20753e-07   -3.95333e-07   -5.52812e-07   -1.20833e-06    -6.2951e-07    -1.1909e-06   -1.64968e-06   -1.61103e-06   -1.58125e-06   -1.28643e-06   -1.96449e-06   -1.82853e-06   -5.42812e-07   -4.74663e-07   -2.15302e-06   -1.49546e-06   -1.43223e-06   -1.53242e-06   -1.15051e-06   -1.16716e-06   -1.64105e-06   -1.24549e-06   -1.60499e-06   -1.20604e-06   -1.59071e-06   -1.35043e-06   -1.24863e-06   -1.38726e-06   -1.30158e-06   -1.27504e-06   -1.32658e-06   -1.35334e-06   -1.32868e-06   -1.38768e-06   -1.41548e-06    -1.3312e-06   -1.29987e-06   -1.37498e-06   -1.43386e-06   -1.32744e-06   -3.80621e-06   -5.56563e-06    2.88786e-05   -5.72358e-05    7.68767e-05   -4.19247e-05   -0.000149562    0.000339641    -0.00023734   -0.000178904    0.000465575   -0.000305777    1.16808e-05
