#          k1           k2           k3            1           b1           b2           b4       b1*b11        b1*b1        b1*b2        b1*b4     b1*b1*b1     b1*b1*b2     b1*b1*b4        b8*b8
     0.059539     0.102501     0.145531  1.77616e+06  1.45106e+07  7.77434e+06  8.93099e+06   3.6205e+06  3.74055e+07  5.62138e+07  6.53477e+07   3.8146e+07  1.26286e+08  1.46542e+08      48176.7
     0.059539      0.11325      0.11325       396913  1.10922e+07  4.94899e+06  6.29948e+06  3.76552e+06  5.70913e+07  5.53379e+07  7.26718e+07  9.19845e+07  1.26305e+08  1.65753e+08      48176.7
     0.059539      0.11325     0.124006       500235  1.14613e+07  4.83291e+06  6.10604e+06  3.69714e+06  5.38727e+07  5.27759e+07  6.89731e+07   8.3111e+07  1.20381e+08  1.57224e+08      48176.7
     0.059539      0.11325     0.134761       765741  1.21601e+07  5.01827e+06  6.22289e+06  3.61235e+06  4.83172e+07  5.03954e+07  6.45921e+07  6.88844e+07  1.14498e+08  1.46653e+08      48176.7
     0.059539      0.11325     0.145531   1.1422e+06  1.24837e+07  5.46335e+06  6.58991e+06  3.51129e+06  3.97125e+07  4.80019e+07  5.93276e+07  4.91341e+07  1.08585e+08  1.34054e+08      48176.7
     0.059539     0.124006     0.124006       389478  1.03983e+07  4.36252e+06  5.55468e+06  3.62876e+06  5.17817e+07  4.95138e+07  6.53029e+07  8.20856e+07  1.12937e+08  1.48888e+08      48176.7
     0.059539     0.124006     0.134761       478131  1.05001e+07  4.18919e+06   5.3036e+06  3.54398e+06  4.77562e+07  4.64182e+07  6.09401e+07  7.20951e+07   1.0556e+08  1.38553e+08      48176.7
     0.059539     0.124006     0.145531       705545   1.0707e+07  4.22541e+06  5.26708e+06  3.44292e+06  4.09641e+07  4.32411e+07  5.57177e+07  5.63929e+07  9.80077e+07  1.26239e+08      48176.7
     0.059539     0.134761     0.134761       364163  9.36676e+06  3.70499e+06  4.72852e+06  3.45919e+06  4.51742e+07  4.27132e+07  5.66079e+07  7.00282e+07  9.69524e+07  1.28514e+08      48176.7
     0.059539     0.134761     0.145531       433655  9.14088e+06  3.44429e+06  4.38148e+06  3.35813e+06  4.02335e+07    3.897e+07  5.14522e+07  5.91114e+07  8.82533e+07  1.16552e+08      48176.7
     0.059539     0.145531     0.145531       319014  7.90802e+06  2.94157e+06  3.77704e+06  3.25707e+06  3.70739e+07  3.47915e+07  4.63936e+07  5.61109e+07  7.87027e+07  1.05011e+08      48176.7
     0.070261     0.070261     0.070261       468478  2.23562e+07  1.49454e+07  1.91606e+07  5.64272e+06  1.48283e+08  1.52185e+08  1.94194e+08  2.67833e+08  3.46165e+08  4.40586e+08      48176.7
     0.070261     0.070261        0.081       521462  2.07549e+07  1.28393e+07  1.63713e+07  5.22865e+06  1.27971e+08    1.301e+08  1.66168e+08  2.23014e+08  2.94974e+08  3.75923e+08      48176.7
     0.070261     0.070261     0.091757       751553  2.01603e+07  1.09613e+07  1.37736e+07     4.86e+06  1.06103e+08  1.10107e+08  1.40847e+08  1.72757e+08  2.49203e+08  3.18361e+08      48176.7
     0.070261     0.070261     0.102501  1.25643e+06  2.14583e+07  1.01558e+07  1.24924e+07  4.63173e+06  8.93971e+07   9.8289e+07  1.24842e+08  1.30231e+08  2.22771e+08  2.82714e+08      48176.7
     0.070261     0.070261      0.11325  2.15491e+06  2.45764e+07  1.08896e+07  1.30312e+07  4.52252e+06  7.82502e+07  9.49835e+07  1.17222e+08  9.64195e+07  2.15559e+08  2.65662e+08      48176.7
     0.070261     0.070261     0.124006  3.53297e+06  2.83706e+07  1.32828e+07  1.52442e+07  4.45414e+06  6.85518e+07  9.69841e+07  1.13045e+08  6.35674e+07  2.19233e+08  2.55007e+08      48176.7
     0.070261        0.081        0.081       391144  1.69846e+07   1.0874e+07  1.39005e+07  4.81457e+06  1.08269e+08  1.10391e+08  1.41104e+08  1.91593e+08  2.49636e+08  3.18372e+08      48176.7
     0.070261        0.081     0.091757       451588  1.55816e+07  9.07073e+06  1.15247e+07  4.44593e+06  9.06194e+07  9.24112e+07  1.18473e+08  1.53557e+08  2.08731e+08  2.67143e+08      48176.7
     0.070261        0.081     0.102501       674956  1.57575e+07  8.05882e+06   1.0085e+07  4.21765e+06  7.74454e+07  8.12608e+07  1.04158e+08  1.22045e+08  1.83865e+08  2.35417e+08      48176.7
     0.070261        0.081      0.11325  1.12629e+06  1.75383e+07  8.09382e+06  9.89822e+06  4.10844e+06  6.91631e+07  7.69467e+07  9.72826e+07  9.81476e+07  1.74384e+08  2.20239e+08      48176.7
     0.070261        0.081     0.124006  1.86787e+06  2.02068e+07  9.05436e+06  1.07606e+07  4.04006e+06  6.22983e+07  7.63758e+07  9.34001e+07  7.54224e+07  1.72586e+08  2.10752e+08      48176.7
     0.070261        0.081     0.134761  2.89132e+06  2.25262e+07   1.0832e+07    1.236e+07  3.95528e+06  5.32936e+07  7.69184e+07  8.89739e+07  4.77746e+07  1.72366e+08  1.99008e+08      48176.7
     0.070261     0.091757     0.091757       328844  1.25006e+07  7.41074e+06  9.45284e+06  4.07729e+06  7.54564e+07  7.64479e+07  9.83061e+07  1.30133e+08  1.72576e+08  2.21553e+08      48176.7
     0.070261     0.091757     0.102501       387931  1.18642e+07  6.39495e+06  8.11084e+06  3.84901e+06  6.53219e+07  6.63751e+07  8.55623e+07  1.07964e+08  1.50166e+08   1.9332e+08      48176.7
     0.070261     0.091757      0.11325       587877   1.2601e+07  6.14401e+06  7.66117e+06   3.7398e+06  5.92619e+07  6.19437e+07  7.93981e+07  9.18033e+07  1.40435e+08  1.79811e+08      48176.7
     0.070261     0.091757     0.124006       959229  1.41677e+07  6.47206e+06  7.87894e+06  3.67142e+06  5.44178e+07  6.02803e+07  7.58113e+07  7.66315e+07  1.36398e+08  1.71361e+08      48176.7
     0.070261     0.091757     0.134761  1.50954e+06  1.57747e+07  7.14987e+06  8.46637e+06  3.58664e+06  4.78475e+07  5.89485e+07  7.16553e+07  5.73707e+07  1.32529e+08  1.60898e+08      48176.7
     0.070261     0.091757     0.145531  2.16697e+06  1.65449e+07  8.27849e+06  9.42047e+06  3.48558e+06  3.87384e+07  5.78937e+07  6.66693e+07  3.38504e+07  1.29119e+08   1.4843e+08      48176.7
     0.070261     0.102501     0.102501       291759   9.8845e+06  5.36653e+06  6.84594e+06  3.62073e+06  5.67858e+07   5.7005e+07  7.38457e+07  9.58467e+07  1.29285e+08  1.67255e+08      48176.7
     0.070261     0.102501      0.11325       353888  9.91143e+06   4.9726e+06   6.3014e+06  3.51152e+06  5.23024e+07  5.26358e+07  6.81676e+07  8.49941e+07  1.19663e+08  1.54784e+08      48176.7
     0.070261     0.102501     0.124006       530528  1.07046e+07  5.00515e+06  6.23138e+06  3.44315e+06  4.87933e+07  5.05263e+07  6.47918e+07   7.4681e+07  1.14734e+08  1.46977e+08      48176.7
     0.070261     0.102501     0.134761       828550  1.16843e+07  5.22441e+06  6.35953e+06  3.35836e+06  4.37495e+07  4.84101e+07  6.08182e+07   6.0648e+07  1.09384e+08  1.37304e+08      48176.7
     0.070261     0.102501     0.145531  1.22874e+06  1.23883e+07  5.61059e+06  6.65153e+06   3.2573e+06  3.66915e+07  4.61444e+07  5.60318e+07  4.27422e+07    1.037e+08  1.25778e+08      48176.7
     0.070261      0.11325      0.11325       283189  8.80623e+06  4.42812e+06  5.64556e+06  3.40231e+06  4.85251e+07  4.81553e+07  6.27347e+07  8.05938e+07  1.09758e+08  1.42811e+08      48176.7
     0.070261      0.11325     0.124006       344935  9.03429e+06  4.26056e+06   5.3945e+06  3.33394e+06  4.59233e+07  4.57383e+07  5.94693e+07  7.34413e+07   1.0418e+08  1.35313e+08      48176.7
     0.070261      0.11325     0.134761       500172   9.5215e+06  4.23574e+06  5.28036e+06  3.24915e+06  4.18432e+07  4.32004e+07  5.55868e+07  6.26386e+07  9.80093e+07  1.26019e+08      48176.7
     0.070261      0.11325     0.145531       746242  9.98602e+06  4.29809e+06   5.2538e+06  3.14809e+06  3.59346e+07  4.03696e+07  5.09067e+07  4.80372e+07   9.1212e+07  1.14943e+08      48176.7
     0.070261     0.124006     0.124006       282926  8.26728e+06  3.90268e+06  4.96893e+06  3.26556e+06  4.38371e+07  4.29961e+07  5.62536e+07  7.15449e+07  9.79286e+07  1.28008e+08      48176.7
     0.070261     0.124006     0.134761       335613  8.30119e+06   3.6895e+06  4.67317e+06  3.18077e+06  4.05918e+07  4.01279e+07  5.24176e+07  6.34697e+07   9.1114e+07  1.18951e+08      48176.7
     0.070261     0.124006     0.145531       470985  8.45695e+06  3.55331e+06  4.44636e+06  3.07971e+06  3.55937e+07  3.69433e+07  4.78082e+07  5.15476e+07   8.3607e+07  1.08159e+08      48176.7
     0.070261     0.134761     0.134761       268514  7.45666e+06  3.31215e+06  4.22044e+06  3.09599e+06  3.80958e+07   3.6993e+07   4.8641e+07  6.07579e+07  8.38256e+07  1.10189e+08      48176.7
     0.070261     0.134761     0.145531       308642  7.24743e+06  3.02703e+06  3.84667e+06  2.99493e+06  3.41297e+07  3.35802e+07  4.41248e+07   5.1935e+07  7.59142e+07  9.97503e+07      48176.7
     0.070261     0.145531     0.145531       238113  6.30408e+06  2.62442e+06  3.35954e+06  2.89387e+06  3.11578e+07  3.00275e+07   3.9736e+07  4.84884e+07   6.7794e+07  8.97323e+07      48176.7
        0.081        0.081        0.081       285911  1.36909e+07  9.24425e+06  1.18524e+07   4.4005e+06  9.05866e+07  9.33261e+07  1.19096e+08  1.62768e+08  2.10502e+08  2.67935e+08      48176.7
        0.081        0.081     0.091757       296330  1.21939e+07  7.66443e+06  9.79691e+06  4.03186e+06  7.59881e+07  7.75942e+07  9.92117e+07  1.32442e+08  1.74838e+08  2.23041e+08      48176.7
        0.081        0.081     0.102501       396267  1.18653e+07  6.66318e+06  8.42655e+06  3.80358e+06  6.54196e+07  6.75848e+07  8.66193e+07   1.0833e+08  1.52586e+08   1.9524e+08      48176.7
        0.081        0.081      0.11325       623970   1.2797e+07  6.41742e+06  7.95946e+06  3.69437e+06  5.91854e+07  6.31776e+07  8.05307e+07  9.11154e+07  1.42908e+08  1.81937e+08      48176.7
        0.081        0.081     0.124006  1.02212e+06  1.45397e+07  6.74907e+06  8.17053e+06  3.62599e+06  5.43683e+07  6.15424e+07  7.70167e+07  7.52845e+07  1.38885e+08  1.73618e+08      48176.7
        0.081        0.081     0.134761  1.61599e+06  1.64146e+07  7.42662e+06  8.75619e+06   3.5412e+06  4.81526e+07  6.02584e+07  7.29647e+07  5.57071e+07  1.35045e+08  1.63322e+08      48176.7
        0.081        0.081     0.145531  2.40206e+06  1.78575e+07  8.56589e+06  9.72206e+06  3.44014e+06  4.00734e+07  5.92928e+07  6.81087e+07  3.22105e+07  1.31732e+08  1.51056e+08      48176.7
        0.081     0.091757     0.091757       221475  9.75404e+06  6.31081e+06   8.0805e+06  3.66321e+06  6.24842e+07  6.39779e+07   8.1825e+07  1.10433e+08  1.44038e+08  1.83789e+08      48176.7
        0.081     0.091757     0.102501       247939   9.0806e+06  5.41116e+06  6.89655e+06  3.43494e+06  5.41364e+07  5.52396e+07  7.08213e+07  9.26074e+07  1.24642e+08  1.59483e+08      48176.7
        0.081     0.091757      0.11325       350289   9.4012e+06  5.07577e+06  6.37894e+06  3.32573e+06  4.94405e+07  5.11525e+07  6.54774e+07   8.0553e+07  1.15686e+08  1.47851e+08      48176.7
        0.081     0.091757     0.124006       548872  1.03597e+07  5.12604e+06  6.30807e+06  3.25735e+06  4.59593e+07  4.91852e+07  6.23302e+07  6.97762e+07  1.11053e+08  1.40572e+08      48176.7
        0.081     0.091757     0.134761       860349  1.14922e+07  5.32627e+06  6.40932e+06  3.17256e+06  4.13444e+07  4.71875e+07  5.86549e+07  5.60073e+07  1.05925e+08  1.31561e+08      48176.7
        0.081     0.091757     0.145531  1.29012e+06  1.24929e+07  5.66844e+06  6.66006e+06   3.0715e+06  3.52706e+07  4.50402e+07   5.4234e+07  3.91005e+07  1.00447e+08  1.20823e+08      48176.7
        0.081     0.102501     0.102501       193876  7.59052e+06  4.57844e+06  5.85307e+06  3.20666e+06  4.65727e+07  4.73412e+07  6.08485e+07  8.09084e+07  1.07071e+08  1.37344e+08      48176.7
        0.081     0.102501      0.11325       227722  7.51555e+06  4.20857e+06  5.34778e+06  3.09745e+06  4.29294e+07  4.35403e+07  5.60035e+07  7.23173e+07  9.87209e+07  1.26751e+08      48176.7
        0.081     0.102501     0.124006       323083  7.97072e+06  4.12882e+06  5.16654e+06  3.02907e+06  4.02921e+07  4.14963e+07  5.31085e+07  6.47246e+07  9.39855e+07  1.20118e+08      48176.7
        0.081     0.102501     0.134761       488095  8.58502e+06  4.12585e+06  5.06345e+06  2.94428e+06  3.66275e+07  3.92584e+07  4.96861e+07   5.4504e+07  8.84907e+07    1.119e+08      48176.7
        0.081     0.102501     0.145531       728157  9.17326e+06  4.15757e+06    5.003e+06  2.84322e+06  3.16878e+07  3.66839e+07  4.55551e+07  4.15271e+07  8.22763e+07  1.02108e+08      48176.7
        0.081      0.11325      0.11325       189675  6.71784e+06  3.78074e+06  4.82177e+06  2.98824e+06  3.95359e+07  3.98164e+07  5.14094e+07  6.76847e+07  9.05151e+07  1.16657e+08      48176.7
        0.081      0.11325     0.124006       225208  6.82716e+06  3.60608e+06  4.56922e+06  2.91986e+06  3.74434e+07  3.76929e+07  4.86422e+07  6.20896e+07  8.56321e+07  1.10334e+08      48176.7
        0.081      0.11325     0.134761       310805  7.09331e+06  3.48873e+06  4.36091e+06  2.83508e+06  3.43561e+07  3.53207e+07  4.53444e+07  5.39869e+07   7.9921e+07  1.02496e+08      48176.7
        0.081      0.11325     0.145531       451430  7.39101e+06  3.37866e+06  4.15565e+06  2.73402e+06  3.00682e+07  3.25541e+07  4.13615e+07  4.32543e+07  7.33619e+07  9.31565e+07      48176.7
        0.081     0.124006     0.124006       191916  6.28805e+06  3.33436e+06   4.2397e+06  2.85148e+06  3.55301e+07  3.54465e+07  4.59388e+07  5.98098e+07  8.05225e+07  1.04204e+08      48176.7
        0.081     0.124006     0.134761       222119  6.26147e+06  3.12238e+06  3.95025e+06   2.7667e+06  3.29249e+07   3.2953e+07  4.27076e+07  5.34263e+07  7.46179e+07  9.66035e+07      48176.7
        0.081     0.124006     0.145531       297570  6.30977e+06  2.91932e+06  3.65544e+06  2.66564e+06   2.9157e+07  3.00641e+07  3.88147e+07  4.44412e+07  6.78496e+07  8.75485e+07      48176.7
        0.081     0.134761     0.134761       184252  5.65672e+06  2.82894e+06  3.59356e+06  2.68191e+06  3.06993e+07  3.03791e+07  3.95571e+07  5.05316e+07  6.86361e+07  8.92982e+07      48176.7
        0.081     0.134761     0.145531       206510  5.45687e+06  2.55705e+06   3.2396e+06  2.58085e+06  2.75385e+07  2.74444e+07  3.57765e+07  4.35314e+07  6.18538e+07  8.05961e+07      48176.7
        0.081     0.145531     0.145531       164967  4.76992e+06  2.23593e+06   2.8483e+06  2.47979e+06  2.49534e+07  2.45274e+07  3.21435e+07  4.00918e+07   5.5195e+07   7.2315e+07      48176.7
     0.091757     0.091757     0.091757       160442  7.69172e+06  5.21072e+06  6.68078e+06  3.29457e+06  5.08526e+07  5.24574e+07   6.6944e+07  9.12125e+07  1.17986e+08   1.5018e+08      48176.7
     0.091757     0.091757     0.102501       164858  6.99689e+06  4.45125e+06  5.69262e+06  3.06629e+06  4.41061e+07  4.50218e+07  5.75266e+07  7.73229e+07   1.0149e+08  1.29368e+08      48176.7
     0.091757     0.091757      0.11325       212090  7.03589e+06  4.11692e+06  5.21137e+06  2.95709e+06  4.04708e+07  4.14382e+07  5.29434e+07  6.85144e+07  9.36482e+07  1.19408e+08      48176.7
     0.091757     0.091757     0.124006       312092  7.53505e+06  4.04943e+06  5.03569e+06  2.88871e+06  3.78936e+07    3.951e+07  5.02134e+07    6.097e+07   8.9181e+07  1.13173e+08      48176.7
     0.091757     0.091757     0.134761       475107  8.16926e+06  4.04106e+06   4.9251e+06  2.80392e+06  3.44422e+07  3.73822e+07  4.69978e+07  5.11367e+07  8.39453e+07  1.05451e+08      48176.7
     0.091757     0.091757     0.145531       709684  8.78888e+06  4.05398e+06  4.84765e+06  2.70286e+06  2.99055e+07  3.49212e+07  4.31179e+07  3.88929e+07  7.79973e+07  9.62504e+07      48176.7
     0.091757     0.102501     0.102501       130433  5.82627e+06  3.78532e+06  4.84699e+06  2.83802e+06  3.75764e+07  3.84394e+07  4.91281e+07  6.67536e+07  8.68454e+07  1.10723e+08      48176.7
     0.091757     0.102501      0.11325       147000  5.68582e+06  3.46537e+06  4.41512e+06  2.72881e+06  3.46608e+07  3.52234e+07  4.50432e+07  6.01213e+07  7.97873e+07    1.018e+08      48176.7
     0.091757     0.102501     0.124006       196166  5.90365e+06  3.34778e+06  4.21075e+06  2.66043e+06  3.26464e+07  3.33921e+07  4.25897e+07  5.45987e+07  7.55734e+07  9.62131e+07      48176.7
     0.091757     0.102501     0.134761       282730  6.21521e+06  3.25371e+06  4.02273e+06  2.57564e+06  2.98659e+07  3.12938e+07  3.96752e+07  4.71442e+07  7.05069e+07  8.92896e+07      48176.7
     0.091757     0.102501     0.145531       412683  6.53117e+06  3.14066e+06  3.81644e+06  2.47458e+06  2.61581e+07     2.88e+07  3.61499e+07  3.76513e+07  6.45976e+07  8.10395e+07      48176.7
     0.091757      0.11325      0.11325       125520   5.0904e+06  3.13248e+06  3.99782e+06   2.6196e+06  3.16975e+07   3.2162e+07  4.12074e+07  5.56939e+07  7.30462e+07  9.33766e+07      48176.7
     0.091757      0.11325     0.124006       145209  5.11852e+06  2.97445e+06  3.77322e+06  2.55122e+06  3.00287e+07  3.03602e+07  3.88921e+07  5.14025e+07  6.89132e+07  8.80998e+07      48176.7
     0.091757      0.11325     0.134761       190670  5.22283e+06  2.82981e+06  3.54695e+06  2.46644e+06  2.76344e+07  2.82707e+07  3.61252e+07  4.53241e+07   6.3918e+07  8.15582e+07      48176.7
     0.091757      0.11325     0.145531       266214  5.34124e+06  2.65814e+06   3.2844e+06  2.36537e+06  2.43773e+07  2.57717e+07  3.27765e+07  3.73593e+07  5.80435e+07  7.37633e+07      48176.7
     0.091757     0.124006     0.124006       127194  4.73147e+06  2.76961e+06  3.51911e+06  2.48284e+06   2.8336e+07  2.85375e+07   3.6652e+07  4.90665e+07  6.47648e+07  8.30165e+07      48176.7
     0.091757     0.124006     0.134761       143995  4.66539e+06  2.57979e+06  3.26136e+06  2.39806e+06  2.62433e+07   2.6433e+07  3.39678e+07  4.40644e+07  5.97902e+07  7.67136e+07      48176.7
     0.091757     0.124006     0.145531       184371  4.62559e+06  2.36704e+06  2.96484e+06    2.297e+06  2.33244e+07  2.39292e+07  3.07247e+07  3.72438e+07   5.3949e+07   6.9204e+07      48176.7
     0.091757     0.134761     0.134761       122735  4.23068e+06  2.35255e+06  2.98059e+06  2.31327e+06  2.43207e+07   2.4343e+07  3.13817e+07  4.12586e+07  5.49227e+07  7.07069e+07      48176.7
     0.091757     0.134761     0.145531       134637  4.04209e+06  2.11182e+06  2.66779e+06  2.21221e+06  2.17923e+07  2.18847e+07  2.82663e+07  3.57225e+07  4.92493e+07   6.3551e+07      48176.7
     0.091757     0.145531     0.145531       110442  3.54593e+06  1.85636e+06  2.35355e+06  2.11115e+06  1.96111e+07   1.9521e+07  2.53135e+07  3.25191e+07  4.38488e+07  5.68173e+07      48176.7
     0.102501     0.102501     0.102501       100398  4.80028e+06  3.22602e+06    4.136e+06  2.60974e+06  3.17971e+07  3.27017e+07  4.17301e+07  5.72681e+07   7.4041e+07  9.42396e+07      48176.7
     0.102501     0.102501      0.11325       106227  4.61354e+06   2.9448e+06  3.76477e+06  2.50053e+06  2.93923e+07   2.9881e+07  3.81343e+07  5.20015e+07  6.78315e+07  8.63528e+07      48176.7
     0.102501     0.102501     0.124006       131322  4.68998e+06  2.81688e+06  3.56683e+06  2.43215e+06  2.77752e+07  2.82235e+07  3.59663e+07  4.77924e+07  6.40246e+07  8.14137e+07      48176.7
     0.102501     0.102501     0.134761       177796  4.81649e+06  2.68999e+06  3.35778e+06  2.34736e+06  2.55115e+07  2.62764e+07  3.33778e+07  4.20126e+07   5.9362e+07  7.52917e+07      48176.7
     0.102501     0.102501     0.145531       249856  4.94082e+06  2.52693e+06  3.10541e+06   2.2463e+06  2.24798e+07  2.39252e+07  3.02412e+07  3.45698e+07  5.38361e+07  6.79959e+07      48176.7
     0.102501      0.11325      0.11325      91160.7  4.11796e+06  2.67332e+06  3.42085e+06  2.39132e+06  2.67287e+07  2.72449e+07  3.47813e+07  4.78334e+07   6.2008e+07  7.89625e+07      48176.7
     0.102501      0.11325     0.124006       101997  4.09768e+06  2.53222e+06  3.22428e+06  2.32294e+06  2.53499e+07  2.56653e+07  3.27545e+07  4.44127e+07  5.83808e+07  7.43337e+07      48176.7
     0.102501      0.11325     0.134761       126901  4.10743e+06  2.38515e+06  3.00639e+06  2.23816e+06  2.33751e+07  2.37914e+07  3.03248e+07  3.95821e+07  5.39139e+07   6.8595e+07      48176.7
     0.102501      0.11325     0.145531       168929  4.11144e+06  2.19919e+06   2.7371e+06   2.1371e+06   2.0701e+07  2.15185e+07  2.73798e+07  3.32561e+07  4.85892e+07  6.17559e+07      48176.7
     0.102501     0.124006     0.124006      90798.5  3.78864e+06  2.37001e+06  3.01932e+06  2.25457e+06  2.38049e+07  2.41122e+07  3.08083e+07  4.21027e+07  5.48318e+07  6.98988e+07      48176.7
     0.102501     0.124006     0.134761       100447  3.70155e+06  2.20223e+06    2.792e+06  2.16978e+06  2.20444e+07  2.22722e+07  2.84702e+07  3.79942e+07  5.04779e+07  6.43999e+07      48176.7
     0.102501     0.124006     0.145531       122981  3.61074e+06   1.9989e+06   2.5133e+06  2.06872e+06  1.96252e+07  2.00474e+07  2.56393e+07  3.24794e+07  4.52913e+07  5.78469e+07      48176.7
     0.102501     0.134761     0.134761      87287.6  3.36093e+06  2.01828e+06  2.56081e+06  2.08499e+06  2.03202e+07  2.04898e+07  2.62404e+07  3.52983e+07   4.6308e+07  5.91984e+07      48176.7
     0.102501     0.134761     0.145531      93888.8  3.18288e+06   1.8058e+06  2.28385e+06  1.98393e+06  1.81893e+07  1.83507e+07   2.3546e+07   3.0689e+07  4.13631e+07  5.30003e+07      48176.7
     0.102501     0.145531     0.145531      78591.9  2.79756e+06  1.59398e+06  2.01988e+06  1.88287e+06  1.62724e+07  1.63383e+07  2.10218e+07   2.7687e+07  3.67482e+07  4.72253e+07      48176.7
      0.11325      0.11325      0.11325      76527.5  3.64738e+06    2.429e+06  3.11403e+06  2.28211e+06  2.42143e+07  2.48165e+07  3.16658e+07  4.38204e+07  5.66235e+07  7.20666e+07      48176.7
      0.11325      0.11325     0.124006      81551.8  3.58859e+06   2.2927e+06  2.93152e+06  2.21373e+06  2.30111e+07  2.33441e+07  2.97804e+07  4.09289e+07   5.3237e+07   6.7748e+07      48176.7
      0.11325      0.11325     0.134761      95248.9  3.53805e+06  2.14312e+06  2.72012e+06  2.12895e+06  2.12697e+07  2.15774e+07  2.75143e+07  3.68027e+07  4.90321e+07  6.23933e+07      48176.7
      0.11325      0.11325     0.145531       119924   3.4719e+06  1.95223e+06  2.45263e+06  2.02789e+06  1.89034e+07  1.94228e+07  2.47666e+07  3.13634e+07  4.39894e+07  5.60115e+07      48176.7
      0.11325     0.124006     0.124006      72664.6   3.3065e+06   2.1511e+06  2.75233e+06  2.14536e+06  2.15239e+07  2.19246e+07  2.79775e+07  3.86053e+07  4.99821e+07  6.36234e+07      48176.7
      0.11325     0.124006     0.134761      78133.2  3.20283e+06  1.99488e+06  2.54289e+06  2.06057e+06  1.99507e+07  2.02176e+07  2.58069e+07  3.50091e+07  4.59392e+07   5.8509e+07      48176.7
      0.11325     0.124006     0.145531      91425.8  3.08073e+06  1.79911e+06  2.27766e+06  1.95951e+06  1.77976e+07  1.81367e+07  2.31769e+07  3.02032e+07  4.10854e+07  5.24138e+07      48176.7
      0.11325     0.134761     0.134761      68608.5  2.90416e+06  1.83436e+06  2.33878e+06  1.97578e+06  1.83106e+07  1.85898e+07  2.37494e+07  3.23405e+07   4.2118e+07  5.36927e+07      48176.7
      0.11325     0.134761     0.145531      72386.7  2.73062e+06  1.63921e+06  2.08367e+06  1.87472e+06   1.6395e+07  1.66136e+07  2.12598e+07  2.82411e+07  3.75401e+07  4.79529e+07      48176.7
      0.11325     0.145531     0.145531      61472.2  2.40067e+06  1.45217e+06  1.84764e+06  1.77366e+06  1.46009e+07  1.47781e+07  1.89437e+07   2.5318e+07  3.33162e+07  4.26368e+07      48176.7
     0.124006     0.124006     0.124006      63421.2  3.02403e+06  2.01696e+06   2.5858e+06  2.07698e+06  2.00689e+07  2.05789e+07  2.62589e+07   3.6293e+07   4.6901e+07  5.96929e+07      48176.7
     0.124006     0.124006     0.134761      65353.9  2.89942e+06  1.86481e+06  2.38635e+06  1.99219e+06  1.86292e+07  1.89499e+07  2.41867e+07  3.30853e+07  4.30542e+07  5.48189e+07      48176.7
     0.124006     0.124006     0.145531      72440.2  2.75013e+06  1.67305e+06  2.13085e+06  1.89113e+06  1.66582e+07  1.69592e+07  2.16768e+07  2.87835e+07  3.84212e+07  4.90103e+07      48176.7
     0.124006     0.134761     0.134761      57224.2  2.61776e+06   1.7171e+06  2.19848e+06   1.9074e+06  1.70347e+07  1.74145e+07  2.22312e+07  3.04366e+07  3.94535e+07  5.02429e+07      48176.7
     0.124006     0.134761     0.145531      58875.9  2.44249e+06  1.53275e+06  1.95812e+06  1.80634e+06  1.52657e+07  1.55401e+07  1.98647e+07  2.67024e+07  3.51153e+07  4.47898e+07      48176.7
     0.124006     0.145531     0.145531      50319.1  2.14336e+06  1.36139e+06  1.74002e+06  1.70528e+06   1.3543e+07  1.38143e+07  1.76741e+07   2.3825e+07  3.11424e+07  3.97604e+07      48176.7
     0.134761     0.134761     0.134761      49014.3   2.3454e+06  1.58061e+06  2.02655e+06  1.82262e+06  1.55259e+07  1.59832e+07  2.03963e+07  2.79269e+07  3.61124e+07  4.59646e+07      48176.7
     0.134761     0.134761     0.145531        48446  2.16624e+06  1.40866e+06  1.80419e+06  1.72156e+06   1.3923e+07  1.42323e+07  1.81768e+07  2.46203e+07  3.20766e+07  4.08668e+07      48176.7
     0.134761     0.145531     0.145531      41151.7  1.89197e+06  1.25277e+06  1.60518e+06   1.6205e+06  1.23036e+07  1.26337e+07  1.61362e+07  2.18817e+07  2.84064e+07  3.61927e+07      48176.7
     0.145531     0.145531     0.145531      34162.9  1.63965e+06   1.1144e+06  1.42888e+06  1.51944e+06  1.08316e+07  1.11873e+07  1.42771e+07  1.93959e+07  2.50943e+07  3.19422e+07      48176.7
