#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
      0.0005  -0.0101242   0.0618088  -0.0785232 -0.00222378  -0.0784786  -0.0337979   0.0245847 -0.000306749   0.0243844  0.00707258   0.0145825  0.00754752  3.8855e-06 0.000451162 0.000384349 0.000351586 0.000299761 0.000248689 -0.000248846  -0.0173261 -0.00448192
       0.001  -0.0747133    0.188349   -0.313239  -0.0163539   -0.313324   -0.154218     0.11858 -0.00103222    0.117894   0.0179559   0.0377363   0.0198681  0.00011248  0.00334658  0.00283923  0.00260796  0.00200286  0.00183363 -0.000821636  -0.0465707  -0.0120252
       0.004    -3.76104    -1.56581    -4.75503   -0.818067    -4.77941     -3.9451     3.68446  -0.0174112     3.72578   -0.608741    -1.18858   -0.577373   0.0104097    0.172608    0.147121    0.134512    0.114736   0.0953507   0.0187898     1.22746     0.31945
       0.007    -16.2136    -14.0603    -13.2655    -3.51721    -13.3911    -9.49006     4.30246  -0.0493352     4.66733     1.58151     3.24132     1.66661 -0.00605219    0.747563    0.641428    0.582456     0.49963    0.416547  -0.0661186    -3.80264    -0.98361
        0.01    -38.1095    -40.2996    -23.9847    -8.24146    -24.2339     -37.177     43.3153  -0.0972955     44.5721    -14.0758    -27.9772    -13.8846    0.175373     1.87437     1.59164     1.46069     1.24038     1.03039    0.478683     30.3105     7.87734
        0.02    -147.978    -189.996    -57.0537    -31.7205     -56.117    -110.004     119.028   -0.200629     128.879    -31.2874    -62.1304     -30.787    0.400472     8.00426     6.82708     6.23764     5.32013     4.42645     1.04104     66.8328     17.3827
        0.03    -237.918    -312.011     -70.057     -51.708     -63.772    -145.416     157.153   -0.156402     182.176    -22.5064    -44.4839    -21.9008    0.325742     14.4835     12.3864     11.2868     9.65258     8.03771    0.705702     46.2811     12.0718
        0.04     -280.21    -353.783    -67.1711    -63.2811    -53.4689    -155.242     199.104   -0.122555     240.994    -14.5221    -28.6422     -14.046    0.266556     19.6034      16.778     15.2768     13.0749     10.8899    0.403776     27.9609     7.35242
        0.05    -312.676    -387.057    -55.1724    -72.9233    -33.9766    -164.509     249.129  -0.0233929      307.68    -12.2568    -24.4468    -12.1274    0.252511     24.8036     21.2322     19.3292     16.5461     13.7811    0.308526     22.8058     6.06064
        0.06    -358.796    -461.176     -33.322    -83.9675     -3.8942    -179.004     289.589    0.469002     364.563    -6.76256    -13.9596    -7.17695   0.0825781     31.0997     26.6281     24.2357      20.751      17.282    0.104831     11.2645     3.12497
        0.07    -396.281    -529.702   -0.941557    -92.8676     38.2521    -192.431     336.167     1.24588     426.858    -5.76432     -12.446    -6.75522   -0.161188     37.2369     31.8807     29.0184     24.8443     20.6857   0.0665517     10.1966     2.91754
        0.08     -390.61    -513.415     36.2872    -95.0976     85.7091     -175.35     374.103     1.55464     478.649    -3.34951    -8.08817    -4.87724   -0.315945     41.0601     35.1437     31.9977     27.3872     22.7963  -0.0198912     6.32886     1.99491
        0.09    -344.977    -411.724     70.2987     -91.654     128.342    -130.556     402.566    0.932889     517.819   -0.380847     -2.4898    -2.32626   -0.169298     42.4215     36.2905     33.0587     28.2808     23.5352   -0.125019     1.46519    0.825547
         0.1    -298.811    -309.354     97.1511    -87.7629     161.432    -91.1574     429.351   0.0205053     552.659   -0.823823     -3.6638    -3.07165    0.152186     43.3751     37.0858     33.8018     28.9005     24.0481   -0.108168     4.26941     1.65588
        0.11    -282.707    -277.473     119.172    -86.9683     188.004    -73.0984     443.206  -0.0759383     572.823     2.38503     2.53153   -0.125899    0.146161     45.7055     39.0739     35.6178     30.4499     25.3353   -0.217372   -0.648052     0.49479
        0.12    -292.423    -308.677     140.785    -88.5916     213.888    -78.4177     460.346    0.973951     595.434     2.47992     2.51079    -0.29361   -0.323024     49.3428     42.1881     38.4523     32.8768     27.3482   -0.214815     1.39364     1.14946
        0.13    -299.043    -336.051      163.52    -89.5155     241.139    -79.3989     472.418      2.2451     612.124     3.77031     4.87361    0.715335   -0.971004     52.6687     45.0344     41.0442     35.0949     29.1839   -0.252998    0.917844     1.16202
        0.14    -279.962    -302.872     185.554      -87.59     267.461    -59.1096     479.935     2.39389     623.104     5.84765     8.90412     2.70238    -1.16139     54.2908     46.4076     42.3083      36.165     30.0652   -0.316041    -1.12093    0.780383
        0.15    -240.382     -219.59     204.167    -83.5502     289.438    -26.9487     488.663     1.16966     634.325     5.53792     8.25615     2.32591    -0.64346     54.4351        46.5     42.4208      36.237     30.1211   -0.300863     1.62598     1.65012
        0.16    -203.162    -140.716     218.431    -79.6255     305.933     3.62643     489.435   -0.292197     636.391     7.85188      12.957     4.70543   0.0415077     54.4129     46.4555     42.4034     36.2024     30.0932   -0.372095    -1.05496     1.12347
        0.17    -183.786    -105.296     229.691    -77.1599     318.591      17.302     492.437   -0.706735     640.258     8.11726      13.576      5.0876    0.242489      55.215     47.1331     43.0285     36.7304     30.5326   -0.375744    0.342019      1.6645
        0.18    -179.494    -107.525     239.732    -75.8682     329.744     21.6717     492.429    0.171154     640.692     9.14575      15.673     6.14126   -0.294816     56.7519     48.4578     44.2262     37.7627     31.3868   -0.400075     0.33409     1.85173
