#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
      0.0005    0.240075    0.106698 -0.00522648  2.1838e-07 -0.00485462 -0.00566369 0.000135649 1.35206e-07 0.000135469 -6.86055e-05 -0.000137476 -6.88976e-05 6.80625e-07 8.04359e-08   -0.277286 6.26829e-08   -0.216095   -0.294663 2.33335e-06  0.00015429 3.95263e-05
       0.001  -0.0235041  -0.0133274 -0.000811488 3.32614e-06 -0.00115041 -0.00170294  0.00204803 2.06146e-06  0.00204539 -0.00103578 -0.00207561 -0.00104023 1.02701e-05 1.25912e-06 -0.00341118 9.81222e-07 -0.00265698 -0.00362522 3.51976e-05  0.00232967 0.000603994
       0.004    -1.79595    -1.01234   0.0184977 0.000209792   0.0243657   -0.051496     0.12099 0.000179668    0.121037  -0.0603647   -0.120658  -0.0602807 0.000561727 9.25716e-05   0.0570408 7.21401e-05   0.0444456    0.060592  0.00190287    0.132746   0.0344492
       0.007    -7.77624    -4.43752    0.140765 0.000584114    0.190614    0.256349   -0.361511 1.61589e-05   -0.361205     0.17966    0.358876    0.179172 -0.00184441 -0.000739163    0.254583 -0.000576023    0.198394    0.270839 -0.00631004   -0.394423   -0.101948
        0.01    -18.3153     -10.544    0.486414  0.00315706    0.663862    -1.09663     2.76918 -0.000202992     2.77037    -1.38196    -2.76235    -1.38012   0.0148399  0.00434096    0.621396  0.00338516     0.48425    0.659083     0.04853     3.03956    0.788424
        0.02    -71.0705    -40.8741     4.19293   0.0502739     5.73005 -0.00453343      5.9359  0.00346977     5.93645    -2.98812     -5.9777    -2.98931   0.0318655 0.000857781     2.68366 0.000667735     2.09135     2.85209    0.103594     6.58618     1.71095
        0.03    -113.179     -61.269     11.5364      0.1561     15.6604      7.1689     3.82545   0.0117883     3.79795    -2.03007    -4.07655    -2.04763   0.0198552  -0.0284846     4.87378  -0.0221975     3.79809     5.18992   0.0708472     4.52165     1.17455
        0.04    -131.176    -62.9171     20.3104    0.258823     27.3748     15.9513     1.82208    0.020715     1.72859    -1.19691    -2.43177    -1.23836  0.00875057  -0.0603016      6.5839  -0.0469923     5.13077     7.01801   0.0432038     2.75914    0.717036
        0.05    -144.292    -61.7422     29.1899    0.366656     39.1267     24.1658    0.799524   0.0323539    0.609124   -0.900141    -1.86256   -0.968596  0.00194456  -0.0972709     8.30148  -0.0758021     6.46929     8.85612   0.0348717     2.19743     0.57031
        0.06    -164.345    -67.1178     38.2133    0.555053     51.0011     32.6455   -0.748085   0.0513309    -1.07582   -0.388613   -0.862669   -0.483701  -0.0101061    -0.17346     10.3712    -0.13518     8.08218     11.0824   0.0190576     1.17617    0.305898
        0.07    -180.028    -69.0144     47.3499    0.785325     62.9735      41.423    -1.65065   0.0650738     -2.1722    -0.26664   -0.635203   -0.381623  -0.0175656   -0.281808     12.3594   -0.219611     9.63143     13.2334   0.0172059     1.00971    0.261694
        0.08    -174.251    -53.3501     55.8047    0.858209     73.9674     50.0883    -2.79375   0.0563523    -3.54274  -0.0617746   -0.233514   -0.187405  -0.0193462   -0.343943     13.5754   -0.268032     10.5792     14.5477   0.0124085    0.646489     0.16711
        0.09    -149.079    -23.1818      62.734    0.672215     82.8815     56.7785    -3.78916   0.0303722    -4.71768    0.128573    0.146766  0.00181391  -0.0150739   -0.297391     14.0005   -0.231754     10.9105      14.983  0.00806701    0.292168   0.0750985
         0.1    -124.361     3.79412     68.0345    0.419334     89.6583     61.0619     -4.0996   0.0112688     -5.1246    0.120083    0.136808 0.000148482  -0.0111455   -0.208202     14.3042   -0.162249     11.1471     15.2742   0.0107806    0.349477    0.089071
        0.11    -114.944     16.0772     72.2812    0.391762     95.0517     65.0319    -4.43108   0.0116094    -5.49448    0.231165    0.369949    0.123156  -0.0162497   -0.222569     15.0378   -0.173446     11.7188     16.0588  0.00917036    0.112286   0.0275073
        0.12     -118.23     17.9766     76.0347    0.654242      99.819     70.0884    -4.54034   0.0143013    -5.66581     0.21485    0.352628    0.123401  -0.0205865   -0.397668     16.1444   -0.309898     12.5812     17.2966   0.0120841    0.122322   0.0293151
        0.13    -120.038     21.7623      79.346    0.945322     104.009     75.5145    -4.80576 -0.000453382    -6.04276    0.202747     0.34846    0.134618  -0.0158169   -0.610573     17.1361   -0.475798      13.354      18.426   0.0147684   0.0852819   0.0191717
        0.14    -109.807     34.3489     82.0487    0.924423     107.394     78.6408    -5.07207  -0.0212393      -6.431    0.159967    0.285697    0.115074 -0.00565742   -0.653668      17.635   -0.509473     13.9616      19.128   0.0183202   0.0654099   0.0136462
        0.15    -90.4398     51.3548      84.118    0.557444      109.94      78.391    -5.19206  -0.0224355    -6.63492    0.128231    0.247748    0.113694 -0.00492138   -0.472323     17.7377   -0.367979     13.8228     19.0165    0.021647 -0.00128612 -0.00471322
        0.16    -72.5482     65.1957      85.698    0.157397     111.858     76.7908    -4.83055 -0.00546138     -6.2469 -0.00288133  0.00992034   0.0105853  -0.0146589   -0.243086     17.8096    -0.18943     13.8788     19.0116   0.0281247   0.0841055   0.0170581
        0.17    -62.7977     73.4734     86.9747   0.0450814     113.378     77.1889     -4.4277 -0.00471293    -5.77666   -0.063382  -0.0859587   -0.023354  -0.0188546   -0.191384     18.0763   -0.149144     14.0867     19.2766   0.0323498  0.00101238 -0.00548892
