#          k           1          b1       b1*b1
        0.01     1492.29     6347.12     12148.2
   0.0104566     1518.37     6458.05     12360.6
    0.010934     1543.05     6563.01     12561.4
   0.0114332     1566.09        6661       12749
   0.0119553     1587.33     6751.37       12922
   0.0125011     1606.57     6833.21     13078.6
   0.0130719     1623.64     6905.78     13217.5
   0.0136688     1638.32     6968.25     13337.1
   0.0142929     1650.43     7019.74     13435.6
   0.0149454     1659.74     7059.36     13511.5
   0.0156278     1666.08     7086.32     13563.1
   0.0163414     1669.28      7099.9     13589.1
   0.0170875     1669.17     7099.44     13588.2
   0.0178677     1665.59     7084.24     13559.1
   0.0186835      1658.4     7053.67     13500.6
   0.0195366     1647.49     7007.25     13411.8
   0.0204286      1632.8     6944.77     13292.2
   0.0213613     1614.32      6866.2     13141.9
   0.0223366     1592.06     6771.52     12960.7
   0.0233565     1566.04     6660.84     12748.9
   0.0244229     1536.39     6534.73     12507.5
    0.025538     1503.34     6394.19     12238.5
   0.0267041     1467.24     6240.64     11944.7
   0.0279233     1428.38     6075.35     11628.4
   0.0291983     1387.03     5899.52     11291.8
   0.0305314     1343.65        5715     10938.7
   0.0319254     1298.81      5524.3     10573.7
   0.0333831     1253.26     5330.57       10203
   0.0349073     1207.58     5136.27     9831.13
   0.0365011      1162.2     4943.28     9461.77
   0.0381677     1117.66     4753.84     9099.21
   0.0399104     1074.58      4570.6     8748.53
   0.0417327     1033.62      4396.4     8415.13
   0.0436381     995.171     4232.89     8102.19
   0.0456306      959.42     4080.83     7811.19
    0.047714     926.448      3940.6     7542.82
   0.0498925     896.182     3811.88     7296.49
   0.0521706     868.351     3693.53        7070
   0.0545526     842.405     3583.19     6858.87
   0.0570434     817.641     3477.88     6657.39
   0.0596479     793.177     3373.86     6458.37
   0.0623713      767.97     3266.68     6253.32
   0.0652191     741.082     3152.35     6034.59
   0.0681969     711.599     3026.97     5794.72
   0.0713107     679.034     2888.49      5529.7
   0.0745666     643.239     2736.24     5238.28
   0.0779712     604.747     2572.51     4924.79
   0.0815313     564.551      2401.5     4597.26
   0.0852539     524.238     2229.96     4268.63
   0.0891464     485.539     2065.28     3953.04
   0.0932167     450.178     1914.78      3664.6
   0.0974729     419.492     1784.18      3414.3
    0.101923     394.059     1675.97     3207.03
    0.106577     373.623     1589.07     3040.81
    0.111443     357.033     1518.61     2906.32
    0.116531      342.35     1456.32     2787.72
    0.121852     327.321     1392.57     2666.43
    0.127416     310.064     1319.31     2526.74
    0.133233     289.771     1233.03     2361.71
    0.139317     267.119     1136.58     2176.65
    0.145678     244.079     1038.36     1987.83
    0.152329     223.045     948.681     1815.34
    0.159284     205.747     875.016     1674.04
    0.166557     192.474     818.695     1566.86
    0.174162     181.959     774.318     1483.39
    0.182113     172.046     732.572      1405.2
    0.190428     160.919     685.495     1316.14
    0.199123     148.201      631.36     1212.38
    0.208215     135.201     575.824     1105.13
    0.217722     123.635     526.459     1010.04
    0.227662     114.296     486.878     934.975
    0.238057     106.484     454.073     874.055
    0.248927     98.9471     422.384     815.037
    0.260292     90.9955     388.632     750.793
    0.272177     83.0926     354.869     685.614
    0.284604     76.0151     324.729     627.888
    0.297598     69.8708     298.813     579.363
    0.311186     64.1729     274.826      534.65
    0.325395     58.6306     251.295     489.863
    0.340252     53.4225      229.07     447.054
    0.355787     48.6753     208.915     408.689
    0.372032     44.3415     190.573     374.023
    0.389018     40.2832     173.325     341.025
     0.40678      36.537     157.348     310.147
    0.425353     33.1089     142.756     282.032
    0.444774     29.9679     129.377     256.176
    0.465082     27.1047     117.139     232.262
    0.486317     24.4941     105.967     210.337
    0.508521     22.1314     95.8313     190.338
     0.53174     19.9957     86.6558     172.078
    0.556018     18.0944     78.4082     155.532
    0.581405      16.391      70.999     140.554
    0.607951     14.8733     64.3595     127.032
    0.635709     13.5219     58.4148     114.856
    0.664735     12.3074     53.0574     103.878
    0.695086     11.2163     48.2336     93.9965
    0.726822     10.2345     43.8886     85.1092
    0.760008     9.35795     40.0159       77.16
    0.794709     8.59577     36.6131     70.1471
    0.830994     7.92064       33.64     64.0451
