#          k           1          b1          b2          b3          b4       b1*b1       b1*b2       b1*b3       b1*b4       b2*b2       b2*b4       b4*b4       b1*b5       b1*b6       b1*b7          b5          b6          b7          b8          b9         b10
        0.01    -31.5791    -27.8125    -21.0556    -7.30407    -20.9401    -16.6343     14.4479   -0.130262     16.0365    0.305889    0.898376    0.355783    0.114588     1.66773     1.42258     1.30972     1.11546    0.927618   0.0897222   0.0662318   0.0235757
   0.0104566    -38.3501    -41.7771    -22.7708    -8.07274    -22.6861     -23.124     15.6133   -0.139336     17.3637    0.304886    0.916241    0.367838     0.12203     1.85317     1.58154     1.45563     1.24009     1.03138   0.0947522    0.070377   0.0252318
    0.010934    -40.8566    -42.6887    -23.9843    -8.90955    -23.8406    -23.1947      17.217   -0.148901     19.2006    0.306565    0.940678    0.382238    0.130005     2.05668     1.75528     1.61181     1.37619     1.14466    0.100248    0.074592    0.026802
   0.0114332    -44.3093     -45.451    -26.0079    -9.81946    -25.9155    -24.1685     18.5166   -0.158441     20.6924    0.298985    0.946302    0.391158    0.137504     2.27998     1.94522     1.78684     1.52449     1.26808    0.105013   0.0781154   0.0280734
   0.0119553    -51.0636    -57.9104    -27.6419    -10.8043    -27.5258    -29.7105     20.2656   -0.167709     22.7111    0.268643    0.904293    0.385782    0.143713     2.52241     2.15032     1.97684     1.68571     1.40225    0.108128    0.080166   0.0288305
   0.0125011    -54.0291    -58.3504     -29.371    -11.8679    -29.2271    -29.4059     22.1827   -0.174717     24.9238    0.204778     0.79135    0.358987    0.146453     2.78594     2.37542     2.18337      1.8609      1.5481    0.107536   0.0801824   0.0292221
   0.0130719    -60.2657    -67.8036    -31.5362    -13.0151    -31.4084    -33.4235     24.0943   -0.181552     27.1397    0.103218    0.598995    0.308162    0.147302     3.07313     2.62105     2.40844     2.05415      1.7069     0.10381   0.0780942   0.0290001
   0.0136688    -66.6122    -77.2901    -33.3089    -14.2469    -33.1283    -37.3386     26.4814   -0.186819      29.912  -0.0283499    0.343149    0.237997     0.14545     3.38394     2.88734     2.65202     2.26283     1.88082   0.0972869   0.0745155   0.0287831
   0.0142929    -71.5043    -81.5233    -35.4448    -15.5657    -35.2208    -38.6628     28.8802   -0.191614     32.7151   -0.170103   0.0660275    0.161206    0.142741     3.72061     3.17624     2.91588     2.48925     2.07074   0.0897259   0.0707321   0.0289574
   0.0149454    -79.3117    -93.9179    -37.6216    -16.9724    -37.3805    -43.8063      31.424   -0.196954     35.7141   -0.294216   -0.173264   0.0963627    0.141427     4.08453     3.48883     3.20109     2.73423      2.2758    0.083749   0.0683617   0.0299658
   0.0156278    -86.0187    -102.517    -39.6106    -18.4696     -39.286     -46.955     34.2351   -0.204138     39.0543   -0.374436   -0.318661   0.0603344     0.14371     4.47923     3.82782     3.51042      2.9999      2.4976   0.0810541   0.0686897   0.0319177
   0.0163414    -92.9619     -111.01     -41.915    -20.0536    -41.5247      -49.93     37.0042   -0.212394     42.3882   -0.400982   -0.349548    0.059574    0.149656     4.90285     4.19122     3.84241     3.28471     2.73521   0.0845879   0.0718838   0.0347466
   0.0170875     -101.77    -124.607    -44.1113    -21.7239    -43.5785    -55.2313     40.0193   -0.222043     46.0466   -0.391376   -0.303092   0.0826384    0.158833     5.35728     4.58032     4.19856     3.58964     2.98932   0.0908749   0.0765054   0.0374848
   0.0178677    -109.345    -133.912    -46.2498    -23.4761    -45.6102     -58.373     43.3171   -0.230937     50.0623   -0.387802   -0.269033    0.102099    0.167647     5.84115     4.99391     4.57777     3.91441      3.2596    0.096711    0.079837   0.0392928
   0.0186835    -118.034    -145.919    -48.5891    -25.3041    -47.8071     -62.804     46.8384   -0.236747      54.363   -0.442284   -0.358256    0.083978    0.172067     6.35222     5.43065      4.9783     4.25605     3.54374   0.0988221   0.0792392   0.0397456
   0.0195366    -127.502    -159.909    -50.7308    -27.2025    -49.7481    -68.1806     50.8652   -0.238867     59.2684   -0.580074   -0.624707   0.0116988    0.170125     6.89236     5.89254     5.40161     4.61804      3.8449   0.0905376   0.0740695   0.0391555
   0.0204286     -135.99    -170.434    -52.9075    -29.1631     -51.697    -71.8935     55.2125   -0.237693     64.5751   -0.773385    -1.00952  -0.0968079     0.16378     7.45992     6.37872      5.8459     4.99906     4.16243   0.0785996   0.0668512   0.0391549
   0.0213613    -145.937    -184.929    -55.1088    -31.1776    -53.6393    -77.4721     59.7787   -0.236139     70.1891   -0.948496    -1.35621   -0.193785    0.158784     8.05438     6.89021     6.31229     5.39993     4.49705    0.068337   0.0621979   0.0411949
   0.0223366    -155.554    -198.236     -57.074    -33.2373    -55.2753    -82.3741     64.6002      -0.237     76.1688    -1.03255    -1.50992   -0.231888    0.160729      8.6979     7.44328     6.81663     5.83337     4.85899   0.0663428   0.0632952   0.0454223
   0.0233565    -164.832    -210.202    -59.0814    -35.3264    -56.9205    -86.5786     69.5168   -0.240235     82.3345    -1.02719    -1.47422   -0.212241    0.169612      9.3301     7.98396      7.3121      6.2586     5.21152   0.0725455   0.0682924   0.0499503
   0.0244229    -175.112    -225.124    -60.9259    -37.4329    -58.3396    -92.2468     74.8046   -0.242143     88.9846    -1.02896    -1.45471   -0.197788    0.178137     10.0034     8.55966     7.84049     6.70958     5.58783   0.0783159   0.0706599   0.0522089
    0.025538    -184.388    -237.013     -62.609    -39.5417    -59.5379    -96.6249     80.6432   -0.238418     96.3009    -1.14916     -1.6884   -0.261099    0.177622     10.6927     9.15056     8.37999     7.17138     5.97313     0.07342   0.0652505   0.0518275
   0.0267041    -193.949    -249.739    -64.2512    -41.6447    -60.6482    -101.601     86.9518   -0.229178     104.196    -1.38629    -2.17264   -0.401554     0.16818     11.3991     9.75607     8.93361     7.64593     6.36874   0.0579815   0.0551657   0.0519993
