#          k           1          b1       b1*b1
        0.01     4263.65     12694.1 -0.00549206
   0.0104566     4338.19     12916.1 -0.00688426
    0.010934     4408.71       13126 -0.00875899
   0.0114332     4474.55       13322  -0.0110095
   0.0119553     4535.27     13502.8  -0.0139557
   0.0125011     4590.24     13666.5   -0.016828
   0.0130719     4638.98     13811.6  -0.0204839
   0.0136688     4680.93     13936.5   -0.024691
   0.0142929     4715.49     14039.4  -0.0294858
   0.0149454     4742.08     14118.6  -0.0327299
   0.0156278     4760.18     14172.5  -0.0410206
   0.0163414     4769.31     14199.7  -0.0478947
   0.0170875     4769.02     14198.8    -0.05562
   0.0178677     4758.83     14168.5   -0.064264
   0.0186835      4738.3     14107.3  -0.0738152
   0.0195366      4707.1     14014.4  -0.0841287
   0.0204286     4665.09     13889.4  -0.0949061
   0.0213613     4612.28     13732.1   -0.105759
   0.0223366     4548.66     13542.7   -0.116318
   0.0233565     4474.34     13321.5   -0.126306
   0.0244229     4389.64     13069.3   -0.135409
    0.025538     4295.22     12788.2   -0.142922
   0.0267041     4192.02       12481   -0.147492
   0.0279233     4080.95     12150.3   -0.147398
   0.0291983     3962.83     11798.6   -0.141447
   0.0305314     3838.91     11429.7   -0.129334
   0.0319254     3710.79     11048.3   -0.110252
   0.0333831     3580.58     10660.6  -0.0810916
   0.0349073     3450.04       10272  -0.0417372
   0.0365011     3320.43      9886.1  0.00762054
   0.0381677     3193.17     9507.24   0.0674552
   0.0399104     3070.01     9140.59     0.13596
   0.0417327     2952.98      8792.2    0.210891
   0.0436381     2843.18     8465.34     0.28729
   0.0456306     2740.98     8161.09     0.35685
    0.047714     2646.75     7880.58     0.41456
   0.0498925     2560.32     7623.32    0.451109
   0.0521706     2480.74     7386.42    0.451625
   0.0545526     2406.61     7165.76    0.412455
   0.0570434     2335.88     6955.22    0.324886
   0.0596479     2265.91     6746.93    0.187987
   0.0623713     2193.95     6532.74   0.0149436
   0.0652191     2117.04     6303.83   -0.176179
   0.0681969     2032.87     6053.27   -0.339956
   0.0713107     1939.78     5776.16   -0.433847
   0.0745666     1837.59     5471.98   -0.389018
   0.0779712     1727.59     5144.53   -0.164615
   0.0815313     1612.88     4803.07    0.279977
   0.0852539     1497.73     4460.26    0.913405
   0.0891464     1387.28     4131.48     1.66579
   0.0932167     1286.38     3831.07     2.38483
   0.0974729     1198.72     3570.07      2.8563
    0.101923     1126.13      3353.9     2.86893
    0.106577     1067.78     3180.11     2.23567
    0.111443     1020.31     3038.66    0.890375
    0.116531     978.218     2913.24    -1.00228
    0.121852     935.167     2784.97    -3.00801
    0.127416     885.802     2637.92    -4.48458
    0.133233     827.856     2465.36    -4.81865
    0.139317      763.26     2273.03    -3.76288
    0.145678     697.607     2077.57    -1.73404
    0.152329     637.658     1899.06    0.185595
    0.159284     588.264     1751.91    0.683691
    0.166557     550.217     1638.47    -1.11748
    0.174162     519.937     1548.11    -4.96191
    0.182113     491.322     1462.73    -9.25581
    0.190428     459.294     1367.27    -11.7653
    0.199123     423.058      1259.4    -11.1756
    0.208215     386.079     1149.35    -8.69462
    0.217722     353.147     1051.29    -7.18282
    0.227662     326.286     971.175    -9.07143
    0.238057     303.714     903.755    -13.7409
    0.248927     281.877     838.579    -17.7582
    0.260292     259.083     770.686    -18.5121
    0.272177     236.604     703.803    -17.0105
    0.284604     216.393     643.597     -16.914
    0.297598     198.669     590.689    -19.6379
    0.311186     182.237     541.651    -22.5326
    0.325395     166.406     494.518    -22.9857
    0.340252     151.508     450.199     -22.332
    0.355787     137.939     409.804    -22.7697
    0.372032     125.423     372.523    -23.9339
    0.389018     113.838     338.096    -23.8111
     0.40678     103.144     306.364      -22.98
    0.425353     93.3156     277.196    -22.4865
    0.444774     84.3151     250.495    -21.8279
    0.465082     76.0981     226.177    -20.6442
    0.486317     68.6519     204.144     -19.243
    0.508521     61.9314      184.26    -17.7012
     0.53174     55.9158     166.464    -15.8653
    0.556018     50.5457     150.569    -13.9464
    0.581405     45.7954     136.483    -11.9193
    0.607951     41.5964     124.014    -9.87072
    0.635709     37.8794     112.947    -7.92705
    0.664735     34.5862      103.13    -6.03585
    0.695086     31.6348     94.3158      -4.363
    0.726822     28.9778     86.3716    -2.91839
    0.760008     26.6115     79.2924    -1.64008
    0.794709     24.5458     73.1364   -0.343653
    0.830994     22.6695     67.5507    0.600841
