#          k           1          b1       b1*b1
      0.0005     171.701 2.98588e-08 2.97405e-08
       0.001     329.809 3.20697e-07  4.2612e-07
       0.004     1087.82 -0.000137449  3.0406e-05
       0.007     1580.51 -0.00226884 2.10139e-05
        0.01     1880.13  -0.0121998 -0.000913933
        0.02      2047.1   -0.198604  -0.0244583
        0.03     1668.79   -0.496135  -0.0317779
        0.04     1278.67   -0.480477   0.0588152
        0.05     1040.71   -0.217761    0.176889
        0.06     914.897   -0.287679    0.129557
        0.07     813.897    -0.67289  -0.0703891
        0.08     692.417   -0.271611  -0.0759689
        0.09     565.511     1.59304    0.334367
         0.1     466.966     3.63137    0.806821
        0.11     408.386     3.67152    0.737788
        0.12     375.721     1.05493  -0.0388297
        0.13     347.226    -2.18063   -0.945413
        0.14     311.037    -2.93651    -1.15674
        0.15     270.817   -0.583691    -0.53069
        0.16     236.407     2.10992    0.218989
        0.17     212.528     1.83309    0.288603
        0.18     196.735     -1.9977   -0.432524
        0.19     183.598    -6.88156    -1.34885
         0.2     169.269    -9.31513    -1.71899
        0.21     153.886     -8.1579    -1.35137
        0.22     139.564    -5.78698   -0.708173
        0.23     127.702    -5.07228    -0.29597
        0.24     118.169    -7.12659   -0.275669
        0.25     109.927    -10.7573   -0.438243
        0.26     102.211    -13.4902    -0.47268
        0.27     94.7637    -14.0811   -0.262824
        0.28     87.8308    -13.0561    0.103368
        0.29     81.5853    -12.0959    0.490308
         0.3     75.9106    -12.4743    0.857158
        0.32     65.9139    -15.4844     1.54356
        0.34     57.4832     -16.235      1.9903
        0.36     50.3825    -15.7263     2.19913
        0.38     44.0769    -16.6474      2.4556
         0.4     38.6193     -17.374     2.38983
        0.43     31.8978    -17.5185     1.50595
        0.46     26.3374    -18.0439    0.371298
         0.5     20.5508    -18.2398    -1.60948
        0.55     15.4458    -17.6166    -3.76351
        0.62     12.2418    -11.9653    -4.29403
         0.7     10.0158    -7.29113     -3.3477
        0.85      7.7033    -1.36841   -0.806311
           1     5.64446 -0.00382477  -0.0406782
         1.2      3.7047   0.0265978  -0.0081427
         1.5     2.18553   0.0146902 -0.00467723
           2     1.08826 -0.00381255 -0.00429671
           4    0.183866 -0.00993023 -0.00212244
          10   0.0302358   0.0184341 0.000264056
