        0.01  1.00294e-12
   0.0101131  1.06673e-12
   0.0102274  1.13453e-12
    0.010343  1.20664e-12
     0.01046   1.2834e-12
   0.0105783  1.36501e-12
   0.0106979  1.45177e-12
   0.0108188    1.544e-12
   0.0109411  1.64211e-12
   0.0110648  1.74646e-12
   0.0111899  1.85744e-12
   0.0113165  1.97554e-12
   0.0114444    2.101e-12
   0.0115738  2.23447e-12
   0.0117047  2.37642e-12
    0.011837  2.52732e-12
   0.0119709   2.6879e-12
   0.0121062  2.85853e-12
   0.0122431  3.04006e-12
   0.0123815  3.23303e-12
   0.0125215  3.43828e-12
   0.0126631  3.65657e-12
   0.0128062  3.88852e-12
    0.012951   4.1353e-12
   0.0130975  4.39782e-12
   0.0132456  4.67687e-12
   0.0133953  4.97343e-12
   0.0135468  5.28899e-12
   0.0136999  5.62428e-12
   0.0138548  5.98093e-12
   0.0140115  6.36027e-12
   0.0141699  6.76343e-12
   0.0143301   7.1921e-12
   0.0144921  7.64784e-12
    0.014656   8.1326e-12
   0.0148217  8.64783e-12
   0.0149893  9.19571e-12
   0.0151588  9.77823e-12
   0.0153302  1.03975e-11
   0.0155035  1.10557e-11
   0.0156788  1.17556e-11
   0.0158561  1.24998e-11
   0.0160353  1.32905e-11
   0.0162166  1.41313e-11
      0.0164  1.50255e-11
   0.0165854  1.59757e-11
   0.0167729  1.69858e-11
   0.0169626    1.806e-11
   0.0171544  1.92016e-11
   0.0173483  2.04146e-11
   0.0175445  2.17048e-11
   0.0177429  2.30761e-11
   0.0179435  2.45333e-11
   0.0181463  2.60816e-11
   0.0183515  2.77282e-11
    0.018559  2.94781e-11
   0.0187688  3.13376e-11
   0.0189811  3.33151e-11
   0.0191957  3.54158e-11
   0.0194127   3.7648e-11
   0.0196322  4.00209e-11
   0.0198542  4.25427e-11
   0.0200786  4.52214e-11
   0.0203057    4.807e-11
   0.0205353  5.10961e-11
   0.0207674  5.43104e-11
   0.0210022   5.7727e-11
   0.0212397   6.1358e-11
   0.0214799  6.52164e-11
   0.0217227  6.93139e-11
   0.0219683  7.36684e-11
   0.0222167  7.82952e-11
   0.0224679  8.32106e-11
   0.0227219  8.84317e-11
   0.0229788   9.3979e-11
   0.0232387  9.98741e-11
   0.0235014  1.06133e-10
   0.0237671  1.12782e-10
   0.0240358  1.19845e-10
   0.0243076  1.27348e-10
   0.0245824  1.35315e-10
   0.0248604   1.4378e-10
   0.0251415  1.52769e-10
   0.0254257  1.62312e-10
   0.0257132   1.7245e-10
   0.0260039  1.83213e-10
   0.0262979  1.94643e-10
   0.0265953  2.06782e-10
    0.026896  2.19669e-10
   0.0272001   2.3335e-10
   0.0275076  2.47874e-10
   0.0278186  2.63294e-10
   0.0281332  2.79668e-10
   0.0284513  2.97046e-10
   0.0287729  3.15486e-10
   0.0290983  3.35068e-10
   0.0294273  3.55847e-10
     0.02976  3.77897e-10
   0.0300965    4.013e-10
   0.0304368  4.26134e-10
   0.0307809  4.52481e-10
   0.0311289  4.80436e-10
   0.0314809  5.10101e-10
   0.0318368  5.41565e-10
   0.0321968  5.74949e-10
   0.0325608  6.10354e-10
    0.032929  6.47915e-10
   0.0333013  6.87744e-10
   0.0336778  7.29982e-10
   0.0340586  7.74777e-10
   0.0344437  8.22273e-10
   0.0348331  8.72623e-10
   0.0352269  9.26001e-10
   0.0356252   9.8259e-10
    0.036028  1.04257e-09
   0.0364354  1.10615e-09
   0.0368473  1.17351e-09
    0.037264  1.24492e-09
   0.0376853  1.32055e-09
   0.0381114  1.40069e-09
   0.0385423  1.48558e-09
   0.0389781   1.5755e-09
   0.0394188  1.67072e-09
   0.0398645  1.77156e-09
   0.0403152  1.87833e-09
    0.040771  1.99136e-09
    0.041232  2.11102e-09
   0.0416982  2.23767e-09
   0.0421697   2.3717e-09
   0.0426464  2.51349e-09
   0.0431286  2.66353e-09
   0.0436163  2.82225e-09
   0.0441094  2.99008e-09
   0.0446081  3.16757e-09
   0.0451125  3.35524e-09
   0.0456226  3.55363e-09
   0.0461384  3.76329e-09
   0.0466601  3.98486e-09
   0.0471876  4.21891e-09
   0.0477212   4.4662e-09
   0.0482607   4.7273e-09
   0.0488064  5.00304e-09
   0.0493582  5.29408e-09
   0.0499163  5.60127e-09
   0.0504807   5.9254e-09
   0.0510514  6.26727e-09
   0.0516286  6.62784e-09
   0.0522124  7.00805e-09
   0.0528027  7.40874e-09
   0.0533997  7.83098e-09
   0.0540035  8.27582e-09
   0.0546141  8.74426e-09
   0.0552316  9.23743e-09
   0.0558561  9.75645e-09
   0.0564876  1.03024e-08
   0.0571263  1.08767e-08
   0.0577722  1.14804e-08
   0.0584254  1.21147e-08
    0.059086  1.27811e-08
    0.059754  1.34806e-08
   0.0604296  1.42149e-08
   0.0611129  1.49851e-08
   0.0618039  1.57927e-08
   0.0625027  1.66389e-08
   0.0632093   1.7525e-08
    0.063924  1.84527e-08
   0.0646468  1.94232e-08
   0.0653777  2.04376e-08
   0.0661169  2.14974e-08
   0.0668645  2.26038e-08
   0.0676205  2.37578e-08
    0.068385  2.49607e-08
   0.0691582  2.62134e-08
   0.0699402  2.75169e-08
   0.0707309  2.88715e-08
   0.0715307  3.02785e-08
   0.0723394  3.17375e-08
   0.0731573  3.32491e-08
   0.0739845  3.48133e-08
    0.074821  3.64293e-08
    0.075667  3.80967e-08
   0.0765225   3.9814e-08
   0.0773877  4.15799e-08
   0.0782627  4.33922e-08
   0.0791476  4.52483e-08
   0.0800424  4.71446e-08
   0.0809474  4.90776e-08
   0.0818627  5.10423e-08
   0.0827883  5.30327e-08
   0.0837243  5.50421e-08
   0.0846709  5.70628e-08
   0.0856283  5.90858e-08
   0.0865964     6.11e-08
   0.0875755  6.30938e-08
   0.0885657  6.50533e-08
   0.0895671  6.69626e-08
   0.0905798  6.88037e-08
   0.0916039  7.05566e-08
   0.0926396  7.21983e-08
   0.0936871  7.37033e-08
   0.0947464  7.50426e-08
   0.0958176  7.61836e-08
    0.096901  7.70905e-08
   0.0979966  7.77226e-08
   0.0991046  7.80348e-08
    0.100225  7.79769e-08
    0.101358  7.74932e-08
    0.102504  7.65214e-08
    0.103663  7.49929e-08
    0.104835  7.28314e-08
    0.106021  6.99506e-08
    0.107219  6.62631e-08
    0.108432  6.16568e-08
    0.109658  5.60254e-08
    0.110898  4.92404e-08
    0.112151  4.11712e-08
    0.113419  3.16544e-08
    0.114702  2.05213e-08
    0.115999   7.5981e-09
     0.11731  -7.3133e-09
    0.118637 -2.44565e-08
    0.119978 -4.40468e-08
    0.121335 -6.63772e-08
    0.122706 -9.17022e-08
    0.124094 -1.20394e-07
    0.125497 -1.52761e-07
    0.126916 -1.89201e-07
    0.128351 -2.30129e-07
    0.129802 -2.75995e-07
     0.13127 -3.27326e-07
    0.132754 -3.84623e-07
    0.134255 -4.48511e-07
    0.135773  -5.1963e-07
    0.137308 -5.98675e-07
     0.13886   -6.864e-07
     0.14043 -7.83687e-07
    0.142018 -8.91441e-07
    0.143624 -1.01064e-06
    0.145248 -1.14234e-06
     0.14689  -1.2877e-06
    0.148551 -1.44805e-06
     0.15023 -1.62465e-06
    0.151929 -1.81919e-06
    0.153647 -2.03316e-06
    0.155384 -2.26828e-06
