        0.01  1.24153e-09
   0.0101131  1.29142e-09
   0.0102274  1.34324e-09
    0.010343  1.39711e-09
     0.01046  1.45321e-09
   0.0105783  1.51158e-09
   0.0106979  1.57224e-09
   0.0108188  1.63531e-09
   0.0109411  1.70087e-09
   0.0110648  1.76921e-09
   0.0111899  1.84018e-09
   0.0113165  1.91409e-09
   0.0114444  1.99089e-09
   0.0115738  2.07077e-09
   0.0117047  2.15395e-09
    0.011837  2.24033e-09
   0.0119709  2.33033e-09
   0.0121062  2.42382e-09
   0.0122431  2.52112e-09
   0.0123815  2.62226e-09
   0.0125215  2.72751e-09
   0.0126631  2.83702e-09
   0.0128062  2.95081e-09
    0.012951  3.06925e-09
   0.0130975  3.19246e-09
   0.0132456  3.32064e-09
   0.0133953  3.45385e-09
   0.0135468   3.5925e-09
   0.0136999  3.73662e-09
   0.0138548   3.8866e-09
   0.0140115  4.04265e-09
   0.0141699  4.20486e-09
   0.0143301  4.37361e-09
   0.0144921  4.54914e-09
    0.014656  4.73175e-09
   0.0148217  4.92167e-09
   0.0149893  5.11921e-09
   0.0151588  5.32471e-09
   0.0153302  5.53847e-09
   0.0155035  5.76071e-09
   0.0156788  5.99189e-09
   0.0158561  6.23241e-09
   0.0160353  6.48244e-09
   0.0162166  6.74262e-09
      0.0164  7.01331e-09
   0.0165854  7.29474e-09
   0.0167729  7.58748e-09
   0.0169626  7.89209e-09
   0.0171544  8.20886e-09
   0.0173483  8.53826e-09
   0.0175445    8.881e-09
   0.0177429  9.23751e-09
   0.0179435  9.60821e-09
   0.0181463  9.99371e-09
   0.0183515  1.03949e-08
    0.018559  1.08121e-08
   0.0187688   1.1246e-08
   0.0189811  1.16975e-08
   0.0191957  1.21669e-08
   0.0194127  1.26552e-08
   0.0196322  1.31631e-08
   0.0198542  1.36915e-08
   0.0200786  1.42408e-08
   0.0203057  1.48126e-08
   0.0205353  1.54071e-08
   0.0207674  1.60253e-08
   0.0210022  1.66684e-08
   0.0212397  1.73375e-08
   0.0214799  1.80335e-08
   0.0217227  1.87571e-08
   0.0219683  1.95099e-08
   0.0222167   2.0293e-08
   0.0224679  2.11075e-08
   0.0227219  2.19545e-08
   0.0229788  2.28356e-08
   0.0232387  2.37524e-08
   0.0235014  2.47056e-08
   0.0237671   2.5697e-08
   0.0240358  2.67283e-08
   0.0243076  2.78012e-08
   0.0245824  2.89169e-08
   0.0248604  3.00777e-08
   0.0251415  3.12849e-08
   0.0254257  3.25403e-08
   0.0257132  3.38464e-08
   0.0260039  3.52047e-08
   0.0262979  3.66175e-08
   0.0265953  3.80875e-08
    0.026896  3.96161e-08
   0.0272001  4.12061e-08
   0.0275076  4.28597e-08
   0.0278186  4.45798e-08
   0.0281332  4.63694e-08
   0.0284513  4.82305e-08
   0.0287729  5.01657e-08
   0.0290983  5.21796e-08
   0.0294273  5.42738e-08
     0.02976   5.6452e-08
   0.0300965  5.87178e-08
   0.0304368  6.10745e-08
   0.0307809  6.35254e-08
   0.0311289  6.60748e-08
   0.0314809  6.87271e-08
   0.0318368  7.14851e-08
   0.0321968  7.43544e-08
   0.0325608  7.73383e-08
    0.032929  8.04427e-08
   0.0333013  8.36712e-08
   0.0336778  8.70291e-08
   0.0340586  9.05222e-08
   0.0344437  9.41554e-08
   0.0348331  9.79339e-08
   0.0352269  1.01864e-07
   0.0356252  1.05952e-07
    0.036028  1.10205e-07
   0.0364354  1.14628e-07
   0.0368473  1.19228e-07
    0.037264  1.24014e-07
   0.0376853  1.28991e-07
   0.0381114  1.34169e-07
   0.0385423  1.39553e-07
   0.0389781  1.45154e-07
   0.0394188   1.5098e-07
   0.0398645   1.5704e-07
   0.0403152  1.63342e-07
    0.040771  1.69897e-07
    0.041232  1.76716e-07
   0.0416982  1.83809e-07
   0.0421697  1.91187e-07
   0.0426464  1.98858e-07
   0.0431286   2.0684e-07
   0.0436163  2.15142e-07
   0.0441094  2.23776e-07
   0.0446081  2.32756e-07
   0.0451125  2.42099e-07
   0.0456226  2.51816e-07
   0.0461384  2.61922e-07
   0.0466601  2.72434e-07
   0.0471876  2.83367e-07
   0.0477212  2.94741e-07
   0.0482607  3.06569e-07
   0.0488064  3.18874e-07
   0.0493582  3.31671e-07
   0.0499163  3.44983e-07
   0.0504807  3.58829e-07
   0.0510514  3.73229e-07
   0.0516286  3.88208e-07
   0.0522124  4.03789e-07
   0.0528027  4.19994e-07
   0.0533997   4.3685e-07
   0.0540035  4.54383e-07
   0.0546141  4.72619e-07
   0.0552316  4.91588e-07
   0.0558561  5.11318e-07
   0.0564876  5.31837e-07
   0.0571263  5.53183e-07
   0.0577722  5.75384e-07
   0.0584254  5.98476e-07
    0.059086  6.22496e-07
    0.059754  6.47477e-07
   0.0604296  6.73462e-07
   0.0611129  7.00492e-07
   0.0618039  7.28606e-07
   0.0625027  7.57848e-07
   0.0632093  7.88259e-07
    0.063924  8.19896e-07
   0.0646468  8.52803e-07
   0.0653777  8.87027e-07
   0.0661169  9.22627e-07
   0.0668645  9.59657e-07
   0.0676205  9.98171e-07
    0.068385  1.03823e-06
   0.0691582   1.0799e-06
   0.0699402  1.12324e-06
   0.0707309  1.16831e-06
   0.0715307   1.2152e-06
   0.0723394  1.26397e-06
   0.0731573   1.3147e-06
   0.0739845  1.36746e-06
    0.074821  1.42234e-06
    0.075667  1.47943e-06
   0.0765225   1.5388e-06
   0.0773877  1.60055e-06
   0.0782627  1.66479e-06
   0.0791476   1.7316e-06
   0.0800424  1.80109e-06
   0.0809474  1.87337e-06
   0.0818627  1.94856e-06
   0.0827883  2.02676e-06
