  0.00099205     -0.59046
  0.00100327    -0.598264
  0.00101461    -0.643505
  0.00102608    -0.654252
  0.00103768    -0.701386
  0.00104942    -0.715273
  0.00106128    -0.764532
  0.00107328    -0.781766
  0.00108542    -0.833414
  0.00109769    -0.854212
   0.0011101     -0.90853
  0.00112265    -0.933135
  0.00113534     -0.99042
  0.00114818     -1.01911
  0.00116116     -1.07967
  0.00117429     -1.11274
  0.00118757     -1.17693
    0.001201      -1.2147
  0.00121457     -1.28288
  0.00122831     -1.32571
  0.00124219     -1.39829
  0.00125624     -1.44654
  0.00127044     -1.52394
  0.00128481     -1.57805
  0.00129933     -1.66073
  0.00131403     -1.72114
  0.00132888     -1.80961
  0.00134391     -1.87681
   0.0013591     -1.97159
  0.00137447      -2.0461
  0.00139001     -2.14777
  0.00140573     -2.23018
  0.00142162     -2.33936
  0.00143769     -2.43026
  0.00145395     -2.54761
  0.00147039     -2.64768
  0.00148701     -2.77391
  0.00150383     -2.88387
  0.00152083     -3.01975
  0.00153802     -3.14035
  0.00155541      -3.2867
    0.001573     -3.41879
  0.00159079     -3.57649
  0.00160877     -3.72094
  0.00162696     -3.89092
  0.00164536      -4.0487
  0.00166396     -4.23197
  0.00168277     -4.40409
   0.0017018     -4.60173
  0.00172104     -4.78928
   0.0017405     -5.00243
  0.00176018     -5.20659
  0.00178008     -5.43647
  0.00180021     -5.65846
  0.00182056     -5.90637
  0.00184115     -6.14753
  0.00186196     -6.41485
  0.00188301     -6.67657
  0.00190431     -6.96475
  0.00192584     -7.24852
  0.00194761     -7.55911
  0.00196963     -7.86652
   0.0019919     -8.20115
  0.00201442     -8.53384
   0.0020372     -8.89423
  0.00206023     -9.25395
  0.00208353     -9.64191
  0.00210708     -10.0305
  0.00213091     -10.4479
    0.002155     -10.8673
  0.00217937     -11.3162
  0.00220401     -11.7684
  0.00222893     -12.2507
  0.00225413     -12.7378
  0.00227962     -13.2558
  0.00230539     -13.7799
  0.00233146     -14.3358
  0.00235782     -14.8992
  0.00238448     -15.4951
  0.00241144     -16.1001
   0.0024387     -16.7384
  0.00246627     -17.3873
  0.00249416     -18.0705
  0.00252236     -18.7656
