1.539000000000000003e-03 2.527835574199999974e+04 nan
2.539000000000000024e-03 3.139007970800000112e+04 nan
3.108999999999999785e-03 2.868153080000000045e+04 nan
3.589999999999999875e-03 4.316160108200000104e+04 nan
4.014000000000000207e-03 2.841188898200000040e+04 nan
4.396999999999999867e-03 2.631544200099999944e+04 nan
5.078000000000000048e-03 3.279441658900000039e+04 nan
5.386000000000000162e-03 3.492079585499999666e+04 nan
5.814999999999999857e-03 5.469317590100000234e+04 nan
6.408999999999999767e-03 5.272513940700000239e+04 nan
6.768999999999999843e-03 6.232701172999999835e+04 nan
7.566999999999999942e-03 5.383338199699999677e+04 nan
8.224999999999999672e-03 6.574654863200000545e+04 nan
9.100999999999999715e-03 5.580864627299999847e+04 nan
9.771999999999999437e-03 5.578689919699999882e+04 nan
1.070100000000000044e-02 6.135153439100000105e+04 nan
1.170099999999999960e-02 6.056411241100000188e+04 nan
1.281599999999999927e-02 7.256622007399999711e+04 nan
1.384999999999999946e-02 7.089471878199999628e+04 nan
1.510300000000000011e-02 7.277509371899999678e+04 nan
1.659899999999999917e-02 7.815806070200000249e+04 nan
1.806800000000000073e-02 7.212894229599999380e+04 nan
1.964300000000000074e-02 6.188880988300000172e+04 nan
2.144000000000000072e-02 6.604254432699999597e+04 nan
2.337300000000000141e-02 6.373481187700000009e+04 nan
2.544499999999999887e-02 6.634917602699999406e+04 nan
2.777500000000000108e-02 6.099100523499999690e+04 nan
3.031800000000000120e-02 5.542238990100000228e+04 nan
3.304100000000000092e-02 5.007010983799999667e+04 nan
3.603800000000000059e-02 4.600745127199999843e+04 nan
3.935700000000000309e-02 3.888925175000000309e+04 nan
4.289899999999999963e-02 3.723388456399999995e+04 nan
4.680100000000000232e-02 3.674705615199999738e+04 nan
5.106999999999999734e-02 3.265621439599999940e+04 nan
5.569600000000000245e-02 3.123742385600000125e+04 nan
6.074800000000000338e-02 2.947337153400000170e+04 nan
6.626200000000000145e-02 2.710253811399999904e+04 nan
7.226100000000000578e-02 2.459274816700000156e+04 nan
7.883800000000000530e-02 2.230187639399999898e+04 nan
8.601100000000000412e-02 1.985504356299999927e+04 nan
9.381000000000000449e-02 1.741306960899999831e+04 nan
1.023170000000000052e-01 1.463380960400000004e+04 nan
1.116150000000000059e-01 1.339433599200000026e+04 nan
1.217509999999999981e-01 1.194552535100000023e+04 nan
1.327990000000000004e-01 1.076403669599999921e+04 nan
1.448530000000000095e-01 9.496927320000000691e+03 nan
1.580020000000000036e-01 8.026808735999999953e+03 nan
1.723580000000000112e-01 7.098781288999999560e+03 nan
1.880110000000000114e-01 6.296639132999999674e+03 nan
2.050750000000000073e-01 5.457628209999999854e+03 nan
2.236869999999999969e-01 4.782730214000000160e+03 nan
2.439939999999999887e-01 4.179847676000000320e+03 nan
2.661510000000000264e-01 3.602157301000000189e+03 nan
2.903100000000000125e-01 3.146029892000000018e+03 nan
3.166590000000000238e-01 2.733844048999999814e+03 nan
3.454110000000000236e-01 2.333814108000000033e+03 nan
3.767759999999999998e-01 1.996166322999999920e+03 nan
4.109860000000000180e-01 1.734734005999999908e+03 nan
4.482949999999999990e-01 1.483617359999999962e+03 nan
4.889899999999999802e-01 1.276249299000000065e+03 nan
5.333849999999999980e-01 1.121232099999999946e+03 nan
5.818109999999999671e-01 1.007063703000000032e+03 nan
6.346270000000000522e-01 9.509075390000000425e+02 nan
6.922430000000000527e-01 9.618677790000000414e+02 nan
7.550930000000000142e-01 1.094581572999999935e+03 nan
8.236430000000000140e-01 1.422484241000000111e+03 nan
8.982090000000000352e-01 2.113416834999999992e+03 nan
9.778670000000000417e-01 2.698407631999999921e+03 nan
1.539000000000000003e-03 -3.532196898000000147e+03 nan
2.539000000000000024e-03 3.299703865999999834e+03 nan
3.108999999999999785e-03 -2.228496980800000165e+04 nan
3.589999999999999875e-03 2.000491409600000043e+04 nan
4.014000000000000207e-03 -5.944660976000000119e+03 nan
4.396999999999999867e-03 -2.535059533400000146e+04 nan
5.078000000000000048e-03 -3.045941089999999804e+03 nan
5.386000000000000162e-03 3.230639192999999977e+03 nan
5.814999999999999857e-03 -3.667791359199999715e+04 nan
6.408999999999999767e-03 -1.524244389199999932e+04 nan
6.768999999999999843e-03 -7.877706395000000157e+03 nan
7.566999999999999942e-03 -7.131521963999999571e+03 nan
8.224999999999999672e-03 -1.034374092000000019e+04 nan
9.100999999999999715e-03 1.271721947299999920e+04 nan
9.771999999999999437e-03 1.283993346000000020e+04 nan
1.070100000000000044e-02 2.782465729700000156e+04 nan
1.170099999999999960e-02 3.098205556499999875e+04 nan
1.281599999999999927e-02 5.007576378600000317e+04 nan
1.384999999999999946e-02 3.254879684700000143e+04 nan
1.510300000000000011e-02 3.224324006899999949e+04 nan
1.659899999999999917e-02 2.931746217899999829e+04 nan
1.806800000000000073e-02 3.948340659500000038e+04 nan
1.964300000000000074e-02 3.052695071299999836e+04 nan
2.144000000000000072e-02 2.169257794899999863e+04 nan
2.337300000000000141e-02 1.761604039499999999e+04 nan
2.544499999999999887e-02 2.724654472399999941e+04 nan
2.777500000000000108e-02 3.082057162500000049e+04 nan
3.031800000000000120e-02 2.962556056099999842e+04 nan
3.304100000000000092e-02 2.577311005600000135e+04 nan
3.603800000000000059e-02 2.139078115099999923e+04 nan
3.935700000000000309e-02 2.168425022700000045e+04 nan
4.289899999999999963e-02 1.691163333300000158e+04 nan
4.680100000000000232e-02 1.417216807200000039e+04 nan
5.106999999999999734e-02 1.483900516299999981e+04 nan
5.569600000000000245e-02 1.526144059100000050e+04 nan
6.074800000000000338e-02 1.269933436199999960e+04 nan
6.626200000000000145e-02 9.778237590000000637e+03 nan
7.226100000000000578e-02 8.769809349999999540e+03 nan
7.883800000000000530e-02 7.762610792999999830e+03 nan
8.601100000000000412e-02 7.564042645000000448e+03 nan
9.381000000000000449e-02 6.408153640000000451e+03 nan
1.023170000000000052e-01 5.142052042999999685e+03 nan
1.116150000000000059e-01 4.831602428000000145e+03 nan
1.217509999999999981e-01 4.010644181000000117e+03 nan
1.327990000000000004e-01 3.613648212999999942e+03 nan
1.448530000000000095e-01 3.033733784999999898e+03 nan
1.580020000000000036e-01 2.630244494999999915e+03 nan
1.723580000000000112e-01 2.044299117000000024e+03 nan
1.880110000000000114e-01 1.751032785000000104e+03 nan
2.050750000000000073e-01 1.345359934999999950e+03 nan
2.236869999999999969e-01 8.992741359999999986e+02 nan
2.439939999999999887e-01 7.362497489999999516e+02 nan
2.661510000000000264e-01 4.810894650000000183e+02 nan
2.903100000000000125e-01 3.295131319999999846e+02 nan
3.166590000000000238e-01 1.310269199999999898e+02 nan
3.454110000000000236e-01 -1.518902060000000063e+02 nan
3.767759999999999998e-01 -2.052285400000000095e+02 nan
4.109860000000000180e-01 -3.208755949999999757e+02 nan
4.482949999999999990e-01 -4.101973740000000248e+02 nan
4.889899999999999802e-01 -4.688539640000000190e+02 nan
5.333849999999999980e-01 -4.774665689999999927e+02 nan
5.818109999999999671e-01 -5.020145019999999931e+02 nan
6.346270000000000522e-01 -5.289121790000000374e+02 nan
6.922430000000000527e-01 -5.061618139999999926e+02 nan
7.550930000000000142e-01 -4.889385470000000282e+02 nan
8.236430000000000140e-01 -4.649167869999999994e+02 nan
8.982090000000000352e-01 -4.395040149999999812e+02 nan
9.778670000000000417e-01 -3.491321780000000103e+02 nan
1.539000000000000003e-03 -5.961992499200000020e+04 nan
2.539000000000000024e-03 2.657563939300000129e+04 nan
3.108999999999999785e-03 1.303152617900000041e+04 nan
3.589999999999999875e-03 -9.860955966899999476e+04 nan
4.014000000000000207e-03 1.155831854000000021e+04 nan
4.396999999999999867e-03 1.647475589000000036e+04 nan
5.078000000000000048e-03 2.194546872100000110e+04 nan
5.386000000000000162e-03 -3.207745512199999939e+04 nan
5.814999999999999857e-03 -3.013420028699999966e+04 nan
6.408999999999999767e-03 -6.977310424000000239e+03 nan
6.768999999999999843e-03 -6.897002045999999609e+03 nan
7.566999999999999942e-03 1.938960012000000006e+03 nan
8.224999999999999672e-03 -3.131472628299999997e+04 nan
9.100999999999999715e-03 -6.386667064999999639e+03 nan
9.771999999999999437e-03 -3.589149107999999978e+04 nan
1.070100000000000044e-02 -2.643381172000000151e+04 nan
1.170099999999999960e-02 -9.265089958000000479e+03 nan
1.281599999999999927e-02 -3.220635915000000023e+04 nan
1.384999999999999946e-02 -5.124278333000000202e+03 nan
1.510300000000000011e-02 -9.663654537000000346e+03 nan
1.659899999999999917e-02 -1.402025273200000083e+04 nan
1.806800000000000073e-02 9.008723380999999790e+03 nan
1.964300000000000074e-02 6.968316009000000122e+03 nan
2.144000000000000072e-02 3.061155589999999847e+03 nan
2.337300000000000141e-02 4.851164560000000165e+03 nan
2.544499999999999887e-02 -1.034005996400000004e+04 nan
2.777500000000000108e-02 9.284353459999999814e+02 nan
3.031800000000000120e-02 1.044946010600000045e+04 nan
3.304100000000000092e-02 9.298373787000000448e+03 nan
3.603800000000000059e-02 7.826071691000000101e+03 nan
3.935700000000000309e-02 1.082572972699999991e+04 nan
4.289899999999999963e-02 9.364832232000000658e+03 nan
4.680100000000000232e-02 3.978238667000000078e+03 nan
5.106999999999999734e-02 4.719613177000000178e+03 nan
5.569600000000000245e-02 4.794598691999999573e+03 nan
6.074800000000000338e-02 3.291063317000000097e+03 nan
6.626200000000000145e-02 1.405220737000000099e+03 nan
7.226100000000000578e-02 4.871564989999999966e+02 nan
7.883800000000000530e-02 1.106958521999999903e+03 nan
8.601100000000000412e-02 9.756328999999999496e+01 nan
9.381000000000000449e-02 6.856976379999999835e+02 nan
1.023170000000000052e-01 1.545385400000000118e+02 nan
1.116150000000000059e-01 -2.187465349999999944e+02 nan
1.217509999999999981e-01 3.399718500000000176e+01 nan
1.327990000000000004e-01 -2.747567099999999840e+01 nan
1.448530000000000095e-01 1.561847219999999936e+02 nan
1.580020000000000036e-01 6.142730299999999488e+02 nan
1.723580000000000112e-01 4.930383219999999937e+02 nan
1.880110000000000114e-01 3.563776179999999840e+02 nan
2.050750000000000073e-01 1.744506849999999929e+02 nan
2.236869999999999969e-01 3.236236200000000167e+02 nan
2.439939999999999887e-01 1.503927329999999927e+02 nan
2.661510000000000264e-01 1.356409730000000025e+02 nan
2.903100000000000125e-01 3.041015980000000241e+02 nan
3.166590000000000238e-01 2.005645539999999869e+02 nan
3.454110000000000236e-01 1.843893999999999949e+02 nan
3.767759999999999998e-01 1.649170200000000079e+02 nan
4.109860000000000180e-01 1.092828329999999966e+02 nan
4.482949999999999990e-01 1.193226740000000063e+02 nan
4.889899999999999802e-01 1.866604169999999954e+02 nan
